Unnamed: 0	t_score_TCvsB6	p-value	log2FC_TCvsB6
Gm11221	-0.499613	0.635325	-1.02255
Creb3l4	0.527032	0.635364	1.013650285
Gm23675	0.519831	0.635375	1.051500838
Trappc2	0.50112	0.635377	1.026219966
Matr3-ps2	0.522747	0.635398	1.032627554
Trdmt1	-0.510489	0.635427	-1.03607
Olfr340	0.517554	0.635459	1.038340773
2410024N13Rik	-0.534305	0.635477	-1.07858
Oas1f	-0.501338	0.635518	-1.01818
Gm11759	-0.50801	0.635547	-1.02858
Gosr1	-0.508488	0.635652	-1.01378
Olfr336-ps1	-0.499513	0.635653	-1.01446
Hbb-bt	0.524883	0.635736	1.073587664
Gm15371	0.499942	0.635741	1.058491732
Mrps18b	-0.518256	0.635769	-1.030529999
3110099E03Rik	0.499221	0.63577	1.051398805
Gm21924	-0.53758	0.635824	-1.03512
Gm20936	-0.5097	0.635834	-1.03543
Gm21268	-0.5097	0.635834	-1.03543
4930517G24Rik	0.499932	0.635851	1.026084824
Eif3j2	-0.498572	0.635904	-1.02295
Cdk5r1	0.498464	0.635921	1.018629921
4933438B17Rik	0.499339	0.635961	1.03289958
Grhl3	0.51527	0.635983	1.035645317
Gm6486	0.510523	0.635988	1.071468918
Aqp1	-0.504056	0.636013	-1.02453
Gm26322	0.500112	0.636021	1.039910956
Gm20033	0.499067	0.636023	1.024791206
Fscb	0.513716	0.636028	1.039370488
Naa25	-0.49924	0.636064	-1.02587
Nadsyn1	0.498201	0.636078	1.018749958
Cdh10	0.501449	0.63618	1.024514214
Cdc42bpg	0.499282	0.6362	1.0190819
Fam136b-ps	-0.533356	0.636205	-1.058379999
Padi2	0.524486	0.636225	1.032255425
Gm23972	-0.547418	0.636235	-1.07124
Cntrl	-0.508982	0.636249	-1.02529
Panx3	0.524898	0.636317	1.035358215
Gm20235	-0.511116	0.636324	-1.08329
Tnks	0.501383	0.636333	1.023641115
Meox1	0.510032	0.636353	1.042176768
9430077A04Rik	-0.505761	0.636385	-1.04281
Gm18417	-0.52175	0.636392	-1.07711
Kcnj11	0.500092	0.63642	1.034361154
Atic	-0.498866	0.636486	-1.01697
Tcf12	0.500475	0.636616	1.014936875
1110013I04Rik	-0.497599	0.636654	-1.02185
Pcmtd2	-0.497527	0.63666	-1.02325
Olfr122	-0.52004	0.636666	-1.02956
Ddx60	0.497656	0.636693	1.029147666
Gm26320	-0.524797	0.636754	-1.04646
Gm5907	0.526951	0.636779	1.039766803
Rbm25	-0.509674	0.636785	-1.02848
Xrcc6bp1	0.496969	0.636895	1.026561457
Gm25899	0.515062	0.636971	1.081857138
Gm14913	0.504955	0.637001	1.055802509
4930440C22Rik	0.499504	0.637032	1.038513521
Hmx1	0.545036	0.63704	1.038981524
Gm21837	0.496735	0.637049	1.057142602
Gm21906	0.496735	0.637049	1.057142602
Gm11267	0.496794	0.637064	1.036291588
Clnk	0.505872	0.63712	1.031618822
Csn1s2a	0.499087	0.637126	1.035824796
7630403G23Rik	0.506672	0.637148	1.033601451
Olfr11	0.507898	0.63717	1.03113984
1700045H11Rik	0.496939	0.637214	1.021713001
Mtg2	0.505108	0.637221	1.014170349
Ddn	-0.515991	0.637233	-1.033199999
Gm13271	0.526128	0.637287	1.04231403
Olfr748	-0.496764	0.637322	-1.03418
Gm14737	-0.529063	0.637349	-1.069
Tars2	-0.496605	0.637354	-1.02071
Gm14972	-0.538233	0.637435	-1.04912
Bace2	0.499246	0.637484	1.047499823
Duox1	0.500423	0.637633	1.026575689
BC051226	0.498596	0.637641	1.032656185
S100g	0.505035	0.63765	1.024578128
Gm14065	-0.50818	0.637696	-1.04302
Ubl3	-0.502443	0.6377	-1.02885
Cd28	-0.495784	0.637751	-1.02053
Srsf5	-0.519384	0.637756	-1.06404
Hadh	-0.495461	0.637896	-1.02314
Gm13455	0.52777	0.637904	1.048400539
Vpreb3	-0.499474	0.637912	-1.025
4933407I05Rik	0.510191	0.637924	1.032062256
Cyp2e1	0.519583	0.637924	1.040480552
2010111I01Rik	0.504942	0.637943	1.039990248
Gm7222	0.496973	0.637947	1.026461844
Gm14817	0.496822	0.637956	1.04723847
Sec24d	0.49653	0.638045	1.011565683
Tmem194b	0.501178	0.638067	1.025907032
Exoc6b	-0.517717	0.638076	-1.02793
Olfr1038-ps	0.50005	0.63808	1.046092191
Lipa	0.511642	0.638099	1.038491926
n-R5s33	0.507682	0.638112	1.071342669
Mir99b	0.495136	0.638149	1.032384223
Olfr1037	-0.497259	0.63816	-1.0274
Prss21	0.496494	0.638191	1.041793976
Gm12255	-0.495452	0.638307	-1.03979
Traj60	0.495169	0.638336	1.078188928
Vmn2r-ps111	0.497317	0.638366	1.039593847
C130080G10Rik	0.495802	0.638376	1.031933498
Mkln1	-0.505958	0.638378	-1.03962
4930511E03Rik	0.535312	0.638398	1.047318321
Gm14022	-0.505071	0.638418	-1.02468
Cystm1	0.507924	0.638421	1.034734043
Gm15829	-0.525496	0.638466	-1.04242
Kri1	-0.498905	0.638515	-1.01796
Rbks	-0.519343	0.638527	-1.03629
1810022K09Rik	0.526336	0.638592	1.056278304
Gm6288	0.501624	0.638626	1.031733238
Gm20804	-0.499407	0.638641	-1.03511
Zdhhc15	-0.519578	0.638653	-1.0218
Gm26849	0.497201	0.638667	1.032598924
4930544G11Rik	0.495905	0.638669	1.034447193
Gm11373	0.494708	0.638695	1.04723847
Gm11745	-0.519783	0.638707	-1.03193
Gm23578	-0.495809	0.638738	-1.06158
Rpl10l	-0.497307	0.638771	-1.03121
Neil2	-0.505355	0.638782	-1.0245
Vmn1r83	-0.494116	0.638804	-1.0464
Gm14807	0.509194	0.638827	1.037110776
Tmem176b	-0.521134	0.638858	-1.04935
Rnf7	-0.496971	0.638917	-1.0285
Trmu	0.506759	0.63893	1.029226137
Dtnb	0.506213	0.638971	1.014725846
Btbd2	0.497407	0.638977	1.023783032
Gm22594	0.493845	0.638982	1.034303798
Wdr24	-0.504231	0.638988	-1.0152
Orly	0.503127	0.639057	1.034146087
Trpv5	0.495747	0.63907	1.024464505
Ddx28	-0.493668	0.63909	-1.04648
Itgad	0.505879	0.639099	1.016831057
Gm24520	-0.53726	0.639128	-1.068109999
Tlk2	-0.494103	0.639205	-1.02347
Klhl33	-0.495409	0.63921	-1.05275
Mir670	0.496217	0.639219	1.037297699
Gm15172	0.495547	0.639234	1.042393505
Gm13392	-0.502977	0.639258	-1.02745
Cblc	0.497259	0.639339	1.027679212
Gm20853	-0.510311	0.639351	-1.05044
Ticam1	0.535772	0.639378	1.065920617
1110059G10Rik	0.51846	0.639524	1.023704975
Gm4950	-0.49315	0.639603	-1.03132
Gm22808	0.505275	0.639607	1.044440278
Tyw1	0.503256	0.639631	1.016401211
Gm12628	0.493149	0.639689	1.020368311
Gm13991	-0.518274	0.63977	-1.03457
Mir466m	0.495027	0.639798	1.044585078
Gm15222	0.519832	0.639857	1.042870485
Gm15251	0.526141	0.639874	1.048567692
Gm14573	-0.493571	0.639879	-1.02363
Calm2	-0.49528	0.639884	-1.01372
Gm26787	-0.49338	0.639906	-1.03867
Gm8019	0.495459	0.639928	1.029240405
Gm25812	0.493692	0.639944	1.05154457
Gm22573	-0.493909	0.639946	-1.06933
4930578C19Rik	0.511299	0.639986	1.039737975
Piwil4	0.496742	0.640041	1.018340477
Gm17079	0.50074	0.64009	1.063632673
Gm3550	0.496219	0.640091	1.026113273
Lmbrd1	-0.493771	0.6401	-1.027319999
Gm23211	0.494887	0.640105	1.016535078
Prlh	0.518207	0.640112	1.041808418
Gm24908	0.498793	0.64014	1.056139203
Mir6972	0.498216	0.640151	1.031182725
Rhbdl2	-0.503937	0.640179	-1.02441
Olfr1065	-0.500542	0.640201	-1.05668
Lgals9	0.501751	0.640217	1.102783816
Gm15346	0.494549	0.640268	1.03475556
Ptbp1	0.506194	0.640295	1.032878102
Vmn2r-ps77	-0.495923	0.640309	-1.01541
Smap1	-0.492423	0.640333	-1.02626
Fam26f	-0.493534	0.640339	-1.04263
Hist1h3i	-0.533079	0.640343	-1.03954
Gm11807	0.533016	0.640348	1.071082791
Cybrd1	0.531162	0.64035	1.074540604
Ins1	0.502782	0.640401	1.048197084
Gm26259	-0.512822	0.640447	-1.04932
Zik1	0.491789	0.640458	1.042126203
Trmt112	0.496819	0.640521	1.049222027
Gm25852	-0.523689	0.64055	-1.02029
Gm2635	0.505309	0.640569	1.028014063
Gm10390	0.492277	0.640574	1.02715222
Gm4788	0.509197	0.640619	1.039788425
Ly75	-0.492132	0.640832	-1.02663
Gm11890	0.492638	0.640887	1.026020815
Mbd3l1	0.507703	0.640906	1.048495013
Gm11565	-0.501683	0.640949	-1.03011
Nckap5l	0.503623	0.64096	1.018276952
Gm11949	-0.510981	0.640996	-1.01846
Gm15526	0.515913	0.641022	1.071105064
Vezf1	0.514198	0.641072	1.032541666
Gm21943	0.491027	0.64111	1.029647132
5730508B09Rik	0.49094	0.641133	1.033945398
Gm23514	0.497264	0.641143	1.080702929
Gm14024	0.494413	0.641146	1.030575357
Gm23586	0.506799	0.641164	1.048691257
Rnf5	0.494573	0.641168	1.017472639
Gm14896	0.491133	0.641168	1.039240817
Cyp11b1	0.514373	0.641172	1.028063943
Gm24860	0.511963	0.641195	1.041830082
Tmem100	0.507192	0.641214	1.06920612
Gm8630	0.498549	0.641215	1.023811417
Gm14813	0.497838	0.641218	1.019032455
3930402G23Rik	-0.490933	0.641227	-1.05664
Cacnb4	0.498303	0.641228	1.026888826
Agrp	-0.498578	0.64123	-1.027319999
Col4a3bp	0.510943	0.641322	1.021904232
Gm20465	-0.494041	0.641355	-1.02194
Rbm4	-0.496496	0.641387	-1.01868
Gsc	0.498122	0.641408	1.035092716
Cd300lf	-0.502575	0.641439	-1.01678
Gpr126	0.490168	0.64144	1.024066924
4930535I16Rik	0.531516	0.64147	1.038455935
Ccdc129	0.49524	0.641477	1.029839849
Xylb	0.527004	0.641479	1.027700582
Gm13140	0.493888	0.641481	1.037383983
Tgfbr2	0.509958	0.641508	1.039658702
Defa-ps6	0.497435	0.641517	1.023761743
Adck4	0.497417	0.64152	1.01179008
Mir140	0.490037	0.641535	1.046665173
Olfr324	0.492025	0.641577	1.020523921
Olfr281	0.504262	0.641633	1.076657962
Mab21l2	0.48983	0.641649	1.030403929
Naca	0.492399	0.641668	1.013727575
Mir1970	-0.490086	0.641669	-1.04115
Nlgn2	0.498898	0.641695	1.01428986
Zfp644	-0.490833	0.641729	-1.02264
Gm23968	0.500381	0.641738	1.0181852
4930465K10Rik	0.515657	0.641762	1.104681137
Setd8	0.526796	0.641788	1.034769904
A930013F10Rik	0.489888	0.641796	1.054361795
Gm13853	0.491148	0.641812	1.030196826
Mir136	0.506167	0.641831	1.037189855
Gm13496	0.518068	0.641845	1.032520195
Gm20213	0.500682	0.641846	1.02520328
Ubc	0.503634	0.641854	1.017620755
Zfp474	0.4925	0.641904	1.03910396
4930455F16Rik	0.501454	0.641958	1.025459134
Smcp	0.489408	0.641984	1.055582984
Gm22230	0.501837	0.642029	1.046977182
Gm24474	0.497768	0.642068	1.023165838
Gm22126	-0.51314	0.642117	-1.08288
Olfr1352	-0.519276	0.642183	-1.04519
Olfr30	0.50875	0.642202	1.031239907
Timp4	0.504215	0.642229	1.02734447
C2cd2	-0.48919	0.642298	-1.030160001
1700030M09Rik	-0.491482	0.642337	-1.02009
Gm24336	-0.488897	0.642394	-1.04122
2900092C05Rik	-0.493177	0.642464	-1.03253
Pkdrej	0.491572	0.642511	1.049891324
Gm14459	0.493806	0.642513	1.01520424
Csrnp1	0.500599	0.642514	1.047303802
Gm25750	0.499516	0.642526	1.02562263
Gpr107	-0.488717	0.642616	-1.01316
Ralbp1	-0.491532	0.642641	-1.02059
Gm12090	0.489328	0.642655	1.029390234
Slc25a51	-0.488528	0.642714	-1.02343
Mir1981	-0.49561	0.64275	-1.03504
Scgb1b2	0.497483	0.642815	1.035709926
Zbtb34	0.491328	0.64282	1.019972319
Tcf19	-0.509108	0.642825	-1.05408
Klhl10	0.500027	0.642831	1.036068938
Olfr469	0.489072	0.642875	1.027508266
Gm12007	0.510441	0.642943	1.049927711
4930405L22Rik	0.488061	0.643046	1.031947803
Spag17	0.490176	0.643066	1.021344804
Gstk1	0.489635	0.643095	1.034404173
Gm13443	-0.49483	0.643149	-1.02463
Gm12613	0.530627	0.643174	1.024187602
Nphp1	0.489747	0.643231	1.015000192
Cdkn2b	0.493637	0.643349	1.058983419
Mir7021	0.503867	0.643376	1.0691246
Mettl24	0.494399	0.643475	1.038117683
Rusc2	0.504951	0.64359	1.022130923
Mir5623	-0.494456	0.643592	-1.0578
Gm25586	0.487166	0.643598	1.046092191
Gm22470	0.487144	0.643601	1.024393497
Cyp2t4	-0.523787	0.64363	-1.03235
Rcbtb1	-0.515911	0.643674	-1.02506
Gm20930	0.490761	0.643688	1.032649027
Gm20913	0.490761	0.643688	1.032649027
Gm22229	0.491368	0.643725	1.049884047
Gm15831	0.492058	0.643736	1.036428074
Dnaaf1	0.498339	0.64376	1.0242018
Gm22549	0.495051	0.64378	1.033572794
Gm24103	0.493594	0.643803	1.03475556
Zfp334	0.518632	0.643821	1.050073272
Amelx	0.489059	0.643841	1.039485764
Rps16	0.487992	0.643889	1.027422804
Gm24246	0.494667	0.643892	1.044556116
Gm14672	0.50895	0.643897	1.072472013
Gm26927	0.520714	0.643918	1.041411324
Map6d1	0.48641	0.643941	1.023832707
Mir3470b	-0.504142	0.643953	-1.04394
Nln	-0.497373	0.643957	-1.02477
Isy1	-0.492878	0.643977	-1.02595
RP23-393F23.11	0.500261	0.644006	1.049920434
Gm26801	0.510527	0.644023	1.043948107
Larp1	0.514934	0.644139	1.021578452
D930030F02Rik	0.486074	0.644157	1.024862241
Rps12-ps6	-0.502995	0.64418	-1.02403
Rps12-ps17	-0.502995	0.64418	-1.02403
Rps12-ps18	-0.502995	0.64418	-1.02403
Ccdc77	-0.499986	0.64418	-1.0153
Gm15127	0.497333	0.644223	1.043275367
Gm20253	-0.492299	0.644233	-1.07244
Gtf3c5	0.495719	0.644244	1.021663428
Trav3-1	-0.48929	0.644245	-1.037830001
Gm25379	0.515905	0.644267	1.063809629
Gm24552	0.489758	0.644306	1.059974825
4930572K03Rik	0.519103	0.644313	1.04582394
Gm23127	0.489737	0.644353	1.059401899
Gm26421	0.490198	0.64436	1.030939735
Gm23113	-0.48657	0.644367	-1.04732
Gm11697	0.490642	0.64437	1.069621226
Wdr7	0.496363	0.644389	1.016105358
Gm2343	0.511311	0.644396	1.030246812
Rabgap1l	-0.510238	0.644412	-1.04506
Gm14735	0.486668	0.644441	1.046643409
Olfr128	0.486616	0.644452	1.051172909
Rfx8	0.48621	0.644471	1.016929736
Tomm7	-0.487265	0.644483	-1.0351
Gm26906	0.493758	0.644527	1.034956406
Hist1h1t	-0.485686	0.644553	-1.03608
Pigq	0.492364	0.644579	1.026504534
Gm11750	0.527369	0.64458	1.039363283
Gm11131	0.49165	0.644604	1.030039741
Mir1912	-0.5126	0.644643	-1.056069999
Banp	-0.485607	0.644678	-1.02085
Kdm4c	-0.491023	0.644698	-1.03108
Mir381	0.490439	0.644783	1.034468704
Gm14441	-0.485696	0.644808	-1.02631
Gm7289	-0.501114	0.644809	-1.02988
Tmem45a	0.501409	0.644817	1.047405438
Stam	0.486275	0.644913	1.021861733
Gm23330	-0.506471	0.644952	-1.08657
n-R5s95	0.486759	0.644964	1.045918182
Eif4enif1	-0.526861	0.644976	-1.0198
Gm12831	0.487422	0.645032	1.048691257
Slc32a1	-0.490608	0.645054	-1.01584
Ces3b	-0.489107	0.645121	-1.01874
Gm20536	-0.520295	0.645203	-1.02934
Gm24896	0.507589	0.645217	1.038355168
Gm17035	-0.510124	0.645253	-1.03687
Trav9-2	-0.503957	0.645267	-1.05521
Inip	-0.492859	0.645314	-1.03305
Slfn8	-0.491536	0.645328	-1.0162
BC049352	-0.530989	0.645343	-1.03091
Gm1045	-0.500381	0.645355	-1.05082
Srsf12	-0.492768	0.645357	-1.02059
Gm13195	0.497392	0.645378	1.036895138
Tbk1	-0.48469	0.645454	-1.0216
Gm23283	0.493822	0.645492	1.016718293
Arv1	0.484053	0.645524	1.047608739
9330151L19Rik	0.484156	0.645594	1.012519715
Cideb	0.49761	0.645594	1.053565493
Izumo3	0.485546	0.645656	1.03652147
Gm10399	0.488725	0.645663	1.025530216
Defa-ps18	0.48393	0.645668	1.043427238
Gm14627	-0.48565	0.645699	-1.04789
Cept1	-0.490915	0.645713	-1.02725
4930405H06Rik	-0.505753	0.645751	-1.04513
4933407I08Rik	0.521755	0.645754	1.034927711
Gabpa	-0.483834	0.64577	-1.027319999
Spast	-0.483811	0.645777	-1.01992
Lrch1	0.485933	0.645788	1.023201298
Itgb6	0.495318	0.645814	1.023704975
Il22ra2	-0.489711	0.645855	-1.03701
Ppil2	0.503228	0.645864	1.029854125
Gm15043	-0.489319	0.645868	-1.046140001
Gm14836	0.485048	0.645909	1.022790028
Mgea5	-0.489099	0.645914	-1.02059
Gm10574	0.526409	0.645924	1.039730768
5730409E04Rik	0.504956	0.645956	1.02297437
Zswim8	0.494104	0.645974	1.016020844
Gm13290	-0.489096	0.64601	-1.05492
Gm21082	-0.499277	0.646026	-1.02266
Gm25560	0.483733	0.646068	1.037686032
Gm24661	0.484025	0.646068	1.067983975
1700083H02Rik	0.483364	0.646085	1.049585722
Zfp941	0.494451	0.646147	1.044295498
Gm5776	-0.487726	0.646202	-1.02136
Mir106b	-0.497627	0.646227	-1.04632
Hdac6	0.483307	0.646236	1.008918753
Ctr9	-0.499845	0.646238	-1.01967
Ccdc125	0.485751	0.646241	1.027992686
Osgin2	-0.509951	0.646242	-1.02954
Zscan4c	0.482962	0.646314	1.03361578
Gm11492	0.493469	0.646358	1.023775935
Il20rb	0.516464	0.646405	1.036435258
Arhgap28	0.488186	0.646475	1.015816632
Gm14517	0.484317	0.646502	1.034934885
Mir1964	-0.526765	0.646531	-1.03497
C87414	-0.484895	0.646613	-1.0304
Vmn2r30	0.482791	0.646613	1.028648441
BC027231	-0.482438	0.646617	-1.02515
Olfr661	0.487299	0.646655	1.029625722
Iqcj	0.487615	0.646687	1.019901623
Ooep	-0.493612	0.646718	-1.03899
Gm23048	0.490232	0.646729	1.031254204
Olfr332	-0.486542	0.646731	-1.03988
LOC102635639	0.497991	0.646736	1.028734005
Ccdc126	0.486037	0.646738	1.032634712
Cep63	0.498644	0.646755	1.018439302
Lrrc47	0.48829	0.646767	1.017395064
Igkv11-125	-0.528465	0.646774	-1.164919999
Gm6524	-0.512758	0.646829	-1.05598
Tshb	-0.482759	0.646895	-1.03063
Tbc1d8b	0.483649	0.646928	1.022166348
1700123K08Rik	0.482498	0.646952	1.059739741
Bcl2l12	0.481968	0.646986	1.023981748
Trim71	0.48186	0.646989	1.026532995
Gm7951	0.483392	0.647012	1.036126391
Gm22257	0.487622	0.647134	1.041137057
Prdm6	0.488463	0.647218	1.031175577
Gm25317	0.494765	0.647223	1.026020815
Tpbpa	0.48152	0.647232	1.040538251
Hist1h2bb	0.498425	0.647235	1.027380075
Rps27rt	-0.481465	0.647261	-1.01702
Ap1m2	0.517935	0.647262	1.030532497
Dimt1	-0.506507	0.647284	-1.0216
Gm1866	-0.48302	0.647338	-1.05006
Gm12535	0.503853	0.647372	1.037031703
Gm14789	-0.502585	0.647412	-1.06018
Gm3867	0.489828	0.647428	1.027721953
Gm13045	0.482109	0.647468	1.03688795
Gm15416	0.516132	0.647484	1.056505297
Bod1l	0.483231	0.647529	1.023321874
Asb4	0.482351	0.647561	1.026241306
Mff	-0.486693	0.647771	-1.02422
Gm26067	-0.51957	0.647781	-1.05672
Mrpl45	0.485923	0.647873	1.027437047
Gm25514	-0.503351	0.647882	-1.08223
Gm12707	0.498857	0.647895	1.06327148
Vmn1r85	0.485503	0.647908	1.046287985
Gm14156	-0.49182	0.647915	-1.024190001
Trim30a	0.491638	0.647942	1.028042566
Gm1335	-0.48044	0.647961	-1.02039
Gm22676	-0.483621	0.647964	-1.04747
Olfr1338	0.487742	0.647977	1.031840515
4930423O20Rik	0.491217	0.647978	1.039046342
Kcnn2	0.500057	0.64799	1.037074833
Amy2b	0.480391	0.648015	1.02970423
Gm20752	0.484335	0.648022	1.029989764
Gm4631	-0.525919	0.648048	-1.02768
Gdf3	0.505941	0.64814	1.048146226
Gm15736	-0.480575	0.648156	-1.04737
Gm23393	-0.501565	0.648161	-1.05412
Gm9673	-0.486884	0.648242	-1.02857
Sgsm3	-0.484027	0.648297	-1.01158
Gm7358	0.497586	0.648327	1.061570364
Olfr488	0.482276	0.648344	1.023775935
Ighv16-1	-0.482811	0.648347	-1.0277
Olfr589	-0.482507	0.648374	-1.05402
Farsa	-0.481552	0.648414	-1.01249
4930546J17Rik	-0.483854	0.648419	-1.03169
Dpy19l1	-0.479692	0.648433	-1.031040001
1500009C09Rik	0.487088	0.648451	1.03725456
Usp9y	0.490771	0.648496	1.016274407
Gm13130	0.49525	0.648539	1.051646617
Myo19	0.496805	0.648618	1.011712938
Rpl10	-0.480401	0.648625	-1.02856
Vps37a	0.495711	0.648654	1.020297587
E030002O03Rik	0.479364	0.648655	1.035365391
Ino80	-0.47944	0.648692	-1.01653
Synb	0.515299	0.648764	1.04900387
Chid1	-0.480059	0.648768	-1.01724
Gm13989	0.499771	0.648864	1.058601791
Cops8	0.479158	0.648902	1.034791422
Gm12446	0.48121	0.648944	1.01696498
1700028J19Rik	0.489911	0.648992	1.030761102
Nms	0.48033	0.649102	1.023939163
Hdgfl1	-0.507876	0.649105	-1.0363
Gm12023	0.485207	0.649126	1.053039826
Gm13387	-0.495331	0.649176	-1.03848
Kcnmb4os2	0.485474	0.649236	1.031225611
Gm17414	-0.48933	0.649324	-1.06579
Gm4789	0.496983	0.649335	1.052923046
Gm6238	-0.488939	0.649366	-1.02909
Gm21914	0.494672	0.649378	1.037312079
Gm21801	0.494672	0.649378	1.037312079
Gm26749	0.495863	0.64939	1.03304278
Hgfac	-0.480152	0.649424	-1.01716
Olfr1294	0.483509	0.649436	1.024194701
Gm26925	0.48235	0.649482	1.050772246
Phospho2	-0.478605	0.649487	-1.02163
Gm23352	-0.48431	0.649493	-1.0232
Gm14560	0.491077	0.64955	1.070815554
Pnn	-0.478119	0.649563	-1.01508
Trav16d-dv11	0.51444	0.649573	1.144224388
Rfpl3s	-0.48329	0.649596	-1.01589
Dpcd	-0.484503	0.6496	-1.01607
Psg23	0.480006	0.649614	1.027600858
Ccdc78	0.487987	0.649639	1.021139522
Gm11211	0.486854	0.649641	1.040321899
Alg13	0.495207	0.649723	1.029825572
Ddx10	-0.478238	0.649746	-1.02864
Mir680-1	-0.485056	0.64977	-1.02136
Repin1	-0.48379	0.649777	-1.01275
Olfr1390	0.477736	0.649791	1.033271942
Gm10277	0.495965	0.649815	1.042003411
Olfr747	0.479011	0.649828	1.059159601
Gm13805	0.510064	0.649829	1.047448999
Gm12276	-0.514582	0.649904	-1.06034
Vmn1r148	-0.487289	0.649924	-1.0309
Gm26129	0.489521	0.649933	1.077815321
Abhd14a	-0.479411	0.649938	-1.0245
Gm25974	0.477749	0.649938	1.046092191
Golga4	-0.491211	0.649945	-1.02444
Gm24913	0.487702	0.64996	1.029804158
Olfr1185-ps1	-0.484775	0.649965	-1.02086
Psg18	0.501624	0.64997	1.025601303
Gm25204	0.494512	0.649979	1.074957782
Arfip2	0.47811	0.649993	1.015929296
Gm9613	0.480708	0.650041	1.025729272
Ins2	0.481972	0.650042	1.044795074
Tnk2	-0.477342	0.650059	-1.01787
Gm2808	-0.525484	0.650071	-1.054310001
Mrgpra5	0.506418	0.650106	1.042574154
Gm22533	0.477193	0.650118	1.054186411
Gm24204	0.478925	0.650173	1.071825467
Gm13189	0.49999	0.65034	1.052930345
Syne3	-0.477562	0.650355	-1.01521
Gm22248	0.486341	0.650371	1.053667737
D3Ertd751e	0.49643	0.650431	1.02247814
Vmn1r130	0.483959	0.650452	1.022683692
Gm13996	0.500878	0.650453	1.036535839
Cd63-ps	0.495143	0.650465	1.039089555
Gm11250	0.477729	0.650494	1.041115407
Fbxw22	-0.490964	0.650565	-1.02635
Gm16272	-0.483913	0.650577	-1.026399999
E230015J15Rik	-0.478593	0.650605	-1.0563
Gm21772	-0.48588	0.650629	-1.05663
Hist3h2ba	-0.51471	0.650635	-1.04054
1700072G22Rik	-0.480999	0.650641	-1.04937
Cldn12	0.477504	0.650673	1.018015833
Gm22008	0.485196	0.650688	1.034060073
Fgfr1op	0.481105	0.650724	1.028962211
Olfr728	-0.484691	0.65078	-1.04744
Gm24492	0.476328	0.650787	1.077837734
Gm13012	0.476144	0.650815	1.05717924
Gm26111	-0.481867	0.65086	-1.04615
Sacm1l	-0.481399	0.650899	-1.03912
Olfr1156	0.481017	0.650914	1.017818275
Inpp5b	0.478767	0.650939	1.019307964
Enpp6	-0.515556	0.650948	-1.03495
Mrm1	0.477747	0.651009	1.014107083
Gm25781	0.47919	0.651081	1.090092077
Mir7074	-0.493768	0.65115	-1.05408
Gm24632	0.485691	0.651165	1.039586641
Rps3a1	0.475578	0.651199	1.019435148
Gm10373	0.50038	0.651227	1.025309878
Olfr343-ps1	-0.476659	0.651244	-1.03609
LOC100503048	0.520657	0.651301	1.093815946
Golph3	-0.486612	0.65132	-1.02019
Gm15327	-0.496148	0.651344	-1.04643
Gm10387	0.47568	0.651353	1.054807694
Gm15171	-0.488395	0.651403	-1.05364
Gm24399	0.505575	0.651423	1.078173982
Gm24834	0.475516	0.651436	1.036693915
6430590A07Rik	-0.477381	0.651439	-1.04429
Gm26070	0.482274	0.65144	1.045410823
Srsf7	-0.475278	0.651461	-1.03163
C1galt1c1	-0.519248	0.651502	-1.084469999
Cypt14	0.477572	0.65153	1.041216443
LOC102636046	0.490001	0.651541	1.076113313
Gm2001	-0.495982	0.651566	-1.04979
Gm11494	0.483685	0.651586	1.063993989
1700001K23Rik	0.477457	0.651595	1.024762793
Gm13599	-0.47711	0.651679	-1.02787
Gm4847	0.474936	0.651711	1.032949698
Gm14944	0.476554	0.651716	1.047078786
Rcn2	0.501733	0.651739	1.047405438
Bnip1	-0.475652	0.651767	-1.01568
Hfe	0.477108	0.651772	1.026291101
Gm20319	0.484273	0.651778	1.020821061
Gm11295	-0.476047	0.65178	-1.05966
n-R5s159	-0.47491	0.651784	-1.02414
Tas2r115	0.490509	0.651817	1.0388231
8030451O07Rik	0.493351	0.651923	1.046715959
Gm25925	-0.478679	0.651966	-1.03077
Gm10335	-0.474443	0.651989	-1.02185
Ccdc32	0.474713	0.65199	1.014310952
Pomt1	0.477255	0.652	1.020071303
Chmp3	0.480979	0.65202	1.027622227
Gm11942	-0.483234	0.652087	-1.01353
Gm25739	0.477183	0.65209	1.064621052
Gm11438	0.492067	0.652118	1.041396888
Tarbp2	0.482774	0.652139	1.030382503
Vmn2r-ps2	-0.493102	0.652154	-1.05893
Gm22826	0.47732	0.652182	1.048356938
Atp8b5	0.477809	0.652195	1.016852201
Gm4758	-0.517516	0.652196	-1.01995
Gm24916	0.478007	0.652223	1.086365824
Gm15363	0.487237	0.652228	1.039255224
Irx1	0.476237	0.652237	1.040632017
Ube2j2	-0.474577	0.652284	-1.02335
Scgb2b2	-0.47894	0.652301	-1.041139999
Mir6363	0.484249	0.652332	1.029590038
Gm23787	0.483705	0.652334	1.052521716
Zfp398	-0.493536	0.652349	-1.02424
Myl4	0.482741	0.652405	1.01150258
Pcdhb13	0.476986	0.652423	1.028748267
Gm5937	-0.476501	0.652447	-1.024190001
Gm15040	-0.490554	0.652482	-1.05545
Bmp5	0.480209	0.652504	1.022549016
Mir6366	0.476004	0.652535	1.042429632
4930513N10Rik	0.480185	0.652557	1.025942588
Mrpl48	-0.477059	0.652601	-1.01786
