gene_name,B6-1-Tfh,B6-1-Tn,B6-2-Tfh,B6-2-Tn,B6-3-Tfh,B6-3-Tn,B6-4-Tfh,B6-4-Tn
Raly,3488,5146,4504,4978,3745,4932,4234,5452
Ralyl,25,0,18,0,30,0,23,0
Ramp1,1434,1506,1464,1119,1176,1062,1092,1000
Ramp2,0,0,0,0,0,0,0,0
Ramp3,113,264,253,217,148,311,193,254
Ran,1926,2272,2285,2094,2062,2085,2006,2051
Ranbp1,1047,1307,1261,1200,1067,1165,1068,1144
Ranbp10,1448,2794,1438,2301,1452,2530,1522,2698
Ranbp17,4,0,1,0,1,0,0,0
Ranbp2,6059,7362,4623,6246,5523,5807,5141,6371
Ranbp3,2047,2139,2245,2043,2120,2190,2177,2252
Ranbp6,993,1056,965,1040,1019,1014,887,1032
Ranbp9,2545,3044,2746,2745,2649,2763,2700,2898
Rangap1,2725,2606,3077,2784,2864,2527,3085,2952
Rangrf,47,73,41,78,45,65,52,68
Rap1a,3084,1857,3516,1837,3157,1740,2957,1620
Rap1a-ps2,0,0,0,0,0,0,0,0
Rap1b,5601,12308,6566,11109,5718,10804,5718,10430
Rap1gap,181,6,270,12,233,9,336,15
Rap1gap2,125,66,248,39,169,32,153,43
Rap1gapos,0,0,0,0,1,0,1,0
Rap1gds1,3915,4211,4123,3454,3877,3658,4421,3823
Rap2a,208,203,204,172,167,156,152,189
Rap2b,1197,1865,1214,1460,1129,1469,1195,1460
Rap2c,2616,2337,2546,1871,2531,1907,2250,1761
Rapgef1,9490,6884,8268,5512,8651,5732,8554,5801
Rapgef2,1202,1358,1098,1196,1097,1082,1127,1281
Rapgef3,4,5,7,8,7,2,5,1
Rapgef3os2,0,1,0,0,0,0,0,0
Rapgef4,108,1149,168,1024,116,967,135,937
Rapgef4os2,0,0,0,0,0,0,0,0
Rapgef4os3,0,0,0,0,0,0,0,0
Rapgef5,277,0,176,1,284,0,198,1
Rapgef6,6287,14657,5952,12994,6527,13042,6149,14023
Rapgefl1,10,27,8,15,7,18,4,12
Raph1,768,123,659,92,879,123,821,121
Rapsn,46,3,48,2,28,4,48,5
Rara,785,1859,794,1355,780,1491,706,1580
Rarb,0,0,0,0,1,0,0,0
Rarg,2248,1618,2022,851,1986,884,1823,882
Rarres1,1,0,0,0,0,0,0,0
Rarres2,0,1,1,0,1,0,0,0
Rars,1116,1580,1263,1352,1132,1354,1143,1455
Rars2,484,560,423,464,420,401,488,414
Rasa1,4531,2486,4368,2388,4601,2201,4847,2430
Rasa2,1937,2143,1749,1995,1770,1861,1893,2014
Rasa3,4742,14139,6023,11465,5476,11398,5384,11594
Rasa4,16,72,19,62,22,81,13,73
Rasal1,464,760,559,694,370,709,557,725
Rasal2,5,0,0,2,5,1,3,2
Rasal3,11538,14142,14435,15282,13178,15082,15802,17933
Rasd1,1,0,3,1,0,0,0,0
Rasd2,2,0,6,0,1,0,5,1
Rasgef1a,356,12,388,32,414,31,418,24
Rasgef1b,37,1,26,3,24,3,31,4
Rasgef1c,0,0,1,0,1,0,1,1
Rasgrf1,278,0,116,0,219,0,101,0
Rasgrf2,183,402,142,252,156,230,138,277
Rasgrp1,3843,13189,4307,9389,3307,9124,4285,10090
Rasgrp2,853,8455,1773,8290,1059,8457,1549,9312
Rasgrp3,7,1,2,0,5,0,6,0
Rasgrp4,112,74,85,61,121,73,75,79
Rasip1,11,4,11,7,8,6,5,6
Rasl10a,3,0,4,0,3,0,1,0
Rasl10b,2,1,0,0,0,0,0,2
Rasl11a,206,2,153,5,163,2,218,2
Rasl11b,12,107,12,84,9,108,4,80
Rasl12,1,0,2,0,1,0,0,0
Rasl2-9,1,0,0,0,0,0,1,0
Rassf1,909,988,1082,915,902,974,960,961
Rassf10,11,0,15,0,12,0,11,0
Rassf2,7176,9691,7289,8448,7430,8347,7644,8905
Rassf3,740,2169,728,1599,720,1881,763,1745
Rassf4,74,6,61,7,84,7,61,8
Rassf5,10161,10251,10522,9069,10467,8899,10446,9249
Rassf6,168,0,107,0,142,0,118,0
Rassf7,227,200,243,167,249,162,233,153
Rassf8,141,14,117,10,127,7,53,4
Raver1,4339,4477,4534,4030,4339,4082,4484,4263
Raver2,4,389,28,392,1,406,19,439
Rb1,2174,1457,1878,1273,2299,1202,2044,1244
Rb1cc1,2019,2350,1844,1981,2000,2037,1970,2108
Rbak,515,369,453,304,473,320,456,356
Rbakdn,3,0,4,0,2,0,2,0
Rbbp4,4762,5143,5325,4485,4764,4411,4684,4329
Rbbp5,1527,1766,1484,1464,1442,1455,1460,1544
Rbbp6,3981,4082,3437,3533,3962,3717,3780,3921
Rbbp7,3123,3212,3464,2859,3141,2841,3140,2740
Rbbp8,301,240,310,236,331,251,286,257
Rbbp9,262,236,235,198,203,199,237,195
Rbck1,5079,5146,5298,4553,5083,4903,5383,5037
Rbfa,477,1098,560,913,467,970,525,973
Rbfox1,0,0,0,0,0,0,0,0
Rbfox2,19,4,22,3,36,1,8,1
Rbfox3,0,2,0,0,0,0,0,0
Rbks,110,150,107,112,118,107,112,116
Rbl1,1643,1742,1593,1469,1642,1322,1572,1421
Rbl2,4998,3839,4639,3086,4658,3055,4596,2939
Rbm10,1802,1878,2012,1865,1847,1814,2168,1948
Rbm11,59,3,55,2,56,0,49,0
Rbm12,591,592,628,587,599,600,631,577
Rbm12b1,407,338,373,305,402,322,471,336
Rbm12b2,439,464,525,449,471,507,516,526
Rbm14,1000,1040,1150,1041,1223,1086,1274,1355
Rbm15,1378,1189,1104,1103,1407,1068,1241,1117
Rbm15b,1452,2214,1487,1996,1513,1998,1523,2067
Rbm17,1323,1775,1484,1470,1391,1639,1374,1568
Rbm18,1016,876,1050,883,937,817,1067,877
Rbm19,650,768,630,705,587,655,593,682
Rbm20,2,3,6,4,6,4,3,5
Rbm22,2092,2138,2321,1987,2074,1907,2121,1986
Rbm24,0,3,1,6,0,3,0,2
Rbm25,5747,5477,5024,4693,5050,4605,5234,4852
Rbm26,2103,1808,1691,1585,1907,1403,1961,1605
Rbm27,1895,2236,1689,2005,1809,1814,1771,1924
Rbm28,1391,1453,1502,1457,1489,1335,1571,1654
Rbm3,4761,5666,4371,4045,4211,4171,3813,3958
Rbm33,4364,4035,3416,3342,4005,3664,3827,4216
Rbm34,607,643,566,573,525,567,560,583
Rbm38,3556,7693,3909,6148,3377,7012,3520,7050
Rbm39,10558,9772,11145,8962,10964,9118,11349,9911
Rbm3os,6,17,13,9,15,10,4,15
Rbm4,136,142,90,143,110,135,96,183
Rbm41,408,389,306,315,374,304,315,337
Rbm42,2,2,4,6,5,5,4,4
Rbm43,967,866,1095,793,929,781,1044,811
Rbm44,11,13,33,31,13,11,25,10
Rbm45,850,1075,969,982,833,921,832,950
Rbm47,6,6,5,3,2,5,8,3
Rbm48,411,464,492,396,434,454,456,442
Rbm4b,598,491,655,473,616,474,677,535
Rbm5,6481,5770,6202,5559,6404,5460,6784,5837
Rbm6,2476,2764,2519,2536,2472,2502,2637,2750
Rbm6-ps1,7,4,5,5,7,4,3,6
Rbm6-ps2,0,0,0,0,0,1,0,0
Rbm7,1488,1665,1652,1455,1483,1467,1430,1328
Rbm8a,1013,1186,1244,1048,992,980,1041,965
Rbms1,1529,2894,1501,2610,1485,2455,1501,2645
Rbms2,1455,1113,1543,940,1579,951,1443,968
Rbmx,2048,1481,1865,1387,1968,1449,1923,1680
Rbmx2,186,189,154,191,156,184,156,153
Rbmx2-ps,0,0,0,0,0,0,1,0
Rbmxl1,260,380,287,316,295,348,277,355
Rbp1,4,3,5,2,3,3,7,2
Rbp4,0,0,0,0,0,0,0,0
Rbp7,0,0,0,0,2,0,0,0
Rbpj,1689,767,1404,636,1712,561,1422,559
Rbpjl,0,0,0,0,0,0,0,0
Rbpms,32,10,23,3,38,14,13,13
Rbpms2,0,8,2,5,2,7,0,5
Rbpsuh-ps1,0,0,0,0,0,0,0,0
Rbpsuh-rs3,13,7,7,1,12,4,6,3
Rbsn,806,904,769,763,801,673,810,766
Rbx1,809,1030,924,908,803,901,835,830
Rc3h1,2461,2816,1993,2634,2490,2523,2449,2955
Rc3h2,2201,1823,1768,1507,2119,1519,2013,1707
Rcan1,418,169,378,188,402,177,420,162
Rcan2,0,0,0,0,0,0,0,0
Rcan3,965,2466,901,2144,1003,2197,943,2228
Rcbtb1,1737,2969,1753,2639,1740,2595,1845,2972
Rcbtb2,935,1168,1038,1039,828,999,856,1028
Rcc1,347,478,357,426,270,453,322,432
Rcc2,3947,5343,4182,4977,4008,4795,4091,5043
Rccd1,562,450,546,433,460,428,504,424
Rce1,658,475,691,431,613,451,618,476
Rchy1,1352,1387,1406,1207,1317,1259,1355,1226
Rcl1,923,864,753,707,795,624,766,653
Rcn1,483,784,445,693,515,615,482,720
Rcn2,682,1050,690,933,755,853,619,805
Rcn3,20,135,23,102,9,99,15,126
Rcor1,2289,2608,2180,2356,2233,2308,2329,2628
Rcor2,58,45,61,40,44,33,62,40
Rcor3,540,434,508,355,570,370,509,413
Rcsd1,3679,5443,4196,4956,3685,4538,3947,5067
Rd3,41,7,37,8,36,6,19,9
Rdh1,38,7,16,4,25,5,22,4
Rdh10,234,222,272,259,237,233,269,242
Rdh11,716,560,648,464,644,543,633,547
Rdh12,360,114,370,111,395,149,372,136
Rdh13,299,356,304,298,276,309,281,293
Rdh14,375,407,396,365,364,344,355,347
Rdh16,2,0,1,0,0,0,0,0
Rdh5,83,87,98,102,80,106,104,117
Rdh9,3,1,3,2,2,1,3,0
Rdm1,622,296,777,313,651,322,644,315
Rdx,2428,3558,2508,3247,2344,3101,2229,3140
Rec114,5,0,0,0,0,0,0,0
Rec8,566,94,495,68,503,98,482,84
Reck,162,142,151,70,148,61,112,67
Recql,842,1226,974,1151,798,1048,914,1222
Recql4,102,71,102,67,73,53,93,50
Recql5,693,631,715,534,634,493,735,508
Recql5os1,0,0,0,0,0,0,0,0
Redrum,0,1,0,0,0,1,0,0
Reep1,359,0,145,0,293,1,144,1
Reep2,231,2,223,10,220,4,207,10
Reep3,2256,714,1668,706,2225,660,2002,755
Reep4,583,732,668,657,545,700,617,696
Reep5,1317,1606,1622,1270,1420,1294,1356,1261
Reep6,5,1,2,4,4,1,4,1
Reg1,0,0,0,0,0,0,0,0
Reg3d,0,0,0,0,0,0,0,0
Rel,3274,1978,2227,1523,2776,1531,2416,1597
Rela,3555,3047,3657,2581,3599,2912,3401,2887
Relb,2642,1507,2107,888,2221,1081,1957,942
Rell1,383,532,394,502,357,541,377,588
Rell2,87,141,86,121,66,135,94,142
Reln,5,1,2,0,4,1,2,3
Relt,441,1151,487,1003,416,1107,460,1167
Rem1,1,0,1,0,2,1,0,0
Rem2,7,2,3,2,9,2,5,4
Renbp,156,20,109,13,133,11,113,16
Rep15,1,0,2,0,0,1,3,0
Repin1,356,43,314,47,310,42,292,47
Reps1,3418,1498,3304,1349,3272,1343,3071,1353
Reps2,0,0,1,0,0,0,0,0
Rer1,2051,2402,2560,2214,2129,2235,2230,2214
Rere,4829,5099,4363,4325,4972,4374,4968,4917
Rerg,0,0,0,0,1,0,0,0
Rest,2539,1792,2060,1437,2352,1318,2419,1475
Ret,9,0,17,5,20,4,19,10
Retn,0,0,0,0,0,1,0,0
Retnlg,2,0,4,0,0,0,0,0
Retsat,105,114,74,89,77,68,68,71
Rev1,516,897,535,810,517,912,572,867
Rev3l,2699,3972,2009,3122,2445,3020,2301,3479
Rexo1,2503,2776,2551,2662,2513,2658,2631,2827
Rexo2,745,1383,1036,1209,840,1245,904,1354
Rexo4,1237,1294,1417,1258,1297,1296,1461,1378
Rfc1,1429,1729,1379,1338,1278,1403,1407,1398
Rfc2,1161,1016,1233,891,1086,886,1133,825
Rfc3,290,140,316,141,271,129,272,120
Rfc4,189,174,188,190,160,159,182,190
Rfc5,454,361,473,316,464,305,434,284
Rfesd,271,254,295,185,223,170,227,174
Rffl,421,639,418,527,441,635,385,611
Rfk,1214,1148,1298,1110,1158,1056,1117,1033
Rfng,342,402,414,351,369,421,434,485
Rft1,312,334,282,263,259,234,276,214
Rftn1,1199,2398,1379,1815,1113,1885,1373,2037
Rftn2,86,154,98,177,85,150,83,135
Rfwd2,420,474,450,415,408,406,429,435
Rfwd3,1090,902,1079,783,1061,705,1105,848
Rfx1,2347,1837,2549,1839,2428,1975,2524,2173
Rfx2,74,109,87,104,81,88,77,107
Rfx3,491,733,385,606,544,579,516,784
Rfx4,0,0,0,0,0,0,0,0
Rfx5,1556,892,1169,704,1242,599,1243,698
Rfx7,3272,3505,2876,2841,3001,2810,3139,3240
Rfx8,4,0,3,0,2,0,2,0
Rfxank,958,758,947,604,838,672,862,729
Rfxap,390,438,412,368,406,408,379,394
Rgag1,0,0,0,0,1,0,0,0
Rgag4,203,9,168,9,184,12,146,5
Rgcc,175,650,276,494,194,529,212,414
Rgl1,79,18,53,11,52,12,42,9
Rgl2,2593,3612,2956,3455,2461,3549,2846,4072
Rgl3,1,0,0,0,0,0,0,0
Rgma,3,0,0,0,1,0,0,0
Rgmb,43,553,47,455,38,499,48,509
Rgn,0,0,0,0,0,0,0,0
Rgp1,2186,2371,1958,1947,1931,1938,1900,2084
Rgr,0,0,0,1,0,0,0,0
Rgs1,1139,180,1237,234,1127,177,1218,178
Rgs10,3700,3503,3942,3141,3294,3187,3817,2896
Rgs11,79,567,106,469,66,520,124,678
Rgs12,234,184,240,191,265,184,224,194
Rgs13,0,1,0,0,0,0,1,0
Rgs14,2426,3577,3067,3130,2433,3189,2830,3491
Rgs16,2923,18,2015,11,2853,13,2107,14
Rgs17,0,0,0,0,0,0,0,0
Rgs18,5,0,1,3,0,0,2,0
Rgs19,1251,2449,1539,2165,1260,2322,1392,2504
Rgs2,312,514,377,398,307,475,350,438
Rgs20,0,0,0,0,2,0,0,0
Rgs21,0,0,0,0,0,0,0,0
Rgs3,3248,1207,3136,927,2895,914,3058,1002
Rgs4,0,0,0,0,0,0,0,0
Rgs6,2,0,0,0,0,0,0,0
Rgs7bp,1,0,0,0,0,0,0,0
Rgs8,272,0,180,0,231,0,193,1
Rgs9,513,1,203,4,287,3,238,2
Rgs9bp,14,7,4,2,9,8,11,1
Rgsl1,0,2,1,1,0,1,0,2
Rhag,0,1,3,1,1,1,0,0
Rhbdd1,1133,732,1003,632,1053,527,835,549
Rhbdd2,782,668,804,610,745,554,760,537
Rhbdd3,155,92,181,73,158,90,167,81
Rhbdf1,110,3,75,3,103,3,62,5
Rhbdf2,335,557,314,455,285,443,335,469
Rhbdl1,22,28,31,27,19,19,23,29
Rhbdl2,3,0,0,0,2,0,2,0
Rhbdl3,273,32,301,43,319,24,376,24
Rhbg,0,0,0,0,0,0,1,0
Rhcg,0,0,0,0,0,0,0,0
Rhd,3,0,1,0,1,0,1,0
Rheb,992,1007,989,923,958,921,971,918
Rhebl1,95,148,105,129,106,121,114,136
Rhno1,647,661,693,624,658,611,626,611
Rho,1,3,0,0,0,0,3,1
Rhoa,5683,7287,6633,6412,5738,6498,5987,6543
Rhoay-ps3,0,0,0,0,0,0,0,0
Rhob,214,129,233,208,257,202,179,193
Rhobtb1,2,0,1,0,0,0,1,0
Rhobtb2,898,2264,998,1860,815,2047,976,2183
Rhobtb3,0,0,0,0,0,1,1,0
Rhoc,45,57,42,36,22,29,38,38
Rhod,82,10,105,5,61,8,67,5
Rhof,2989,3319,3340,2696,3117,2999,3106,3065
Rhog,3156,3342,4035,3039,3321,3357,3546,3112
Rhoh,4547,4312,4848,4040,3968,3642,4333,3758
Rhoj,1,0,0,0,0,0,0,0
Rhoq,32,29,35,27,36,23,67,34
Rhot1,905,1067,937,909,853,875,871,993
Rhot2,911,845,1012,797,836,738,949,819
Rhou,3,0,0,0,1,0,1,0
Rhov,8,0,11,1,8,0,2,0
Rhox5,1,0,0,0,2,0,1,0
Rhpn1,0,0,0,0,0,0,0,0
Rhpn2,1,0,0,0,0,0,0,0
Rian,196,0,246,0,219,0,111,0
Ribc1,26,32,14,26,13,22,19,20
Ric1,1490,951,1285,855,1518,806,1509,927
Ric3,31,0,28,1,33,0,20,1
Ric8,2216,2778,2560,2410,2266,2336,2178,2390
Ric8b,538,408,506,435,560,406,534,435
Rictor,2741,3815,1984,3335,2497,3179,2400,3677
Rif1,2400,3071,1959,2854,2234,2435,2201,2888
Riiad1,10,4,6,4,7,2,6,5
Rilp,3,0,4,1,7,2,9,3
Rilpl1,120,39,85,26,75,18,63,8
Rilpl2,2773,344,2874,317,2913,292,2492,272
Rimbp3,3,0,4,0,2,0,1,0
Rimkla,13,22,25,12,17,18,24,19
Rimklb,1,0,0,0,3,0,2,0
Rims2,0,0,1,0,6,0,0,0
Rims3,243,100,158,112,179,79,121,88
Rims4,0,0,0,0,0,0,0,0
Rin1,12,16,11,24,14,14,29,25
Rin2,728,3,627,12,845,4,704,10
Rin3,3737,3825,4366,3265,4198,3322,4328,3591
Ring1,853,856,866,769,775,766,771,682
Rinl,6816,4904,8046,4633,7119,4788,7820,5074
Rint1,457,530,467,472,456,473,447,574
Riok1,812,1045,882,898,821,891,912,861
Riok2,669,875,690,772,628,659,645,675
Riok3,2145,2487,2202,2235,2188,2146,2333,2323
Ripk1,936,1308,948,1167,1006,1132,934,1141
Ripk2,723,501,680,399,680,379,599,435
Ripk3,682,726,815,654,688,705,742,789
Ripk4,29,2,15,3,24,2,10,0
Ripply1,0,0,0,0,0,0,0,0
Ripply3,11,3,12,5,8,4,7,0
Rit1,663,592,743,492,712,531,645,515
Rita1,85,114,114,105,74,90,95,121
Rlbp1,0,2,0,1,1,3,0,2
Rlf,1661,1840,1704,1750,2023,1807,1870,1815
Rlim,1959,2355,1925,2230,1954,2135,1999,2216
Rln3,218,14,250,9,165,6,88,6
Rltpr,4308,3550,4708,3363,4320,3448,4996,4049
Rmdn1,138,118,150,95,113,83,122,96
Rmdn2,44,26,45,18,32,23,48,19
Rmdn3,369,418,391,387,373,392,398,410
Rmi1,256,251,286,243,230,237,247,261
Rmi2,90,153,83,143,87,171,90,156
Rmnd1,371,551,382,534,328,534,405,581
Rmnd5a,3789,4640,3231,3629,3560,3540,3513,3736
Rmnd5b,880,1218,990,1155,850,1144,923,1275
Rmrp,1,2,2,10,2,1,4,4
Rn18s-rs5,5,2,9,9,4,2,4,7
Rn7s2,0,0,0,0,0,0,0,0
Rn7sk,35,41,34,56,32,38,36,28
Rnase1,0,0,0,0,0,0,0,0
Rnase12,0,2,1,0,2,0,0,1
Rnase2b,0,0,0,0,0,0,0,0
Rnase4,363,6,388,11,355,10,268,11
Rnase6,4,13,6,4,2,8,0,3
Rnaseh1,348,411,396,336,371,332,332,344
Rnaseh2a,572,648,680,607,560,558,571,573
Rnaseh2b,287,300,294,253,228,242,234,230
Rnaseh2c,442,523,596,496,486,531,553,564
Rnasek,13,13,12,3,12,5,7,9
Rnasel,1178,1717,1146,1278,1132,1323,1139,1377
Rnaset2a,226,128,268,134,243,111,246,116
Rnaset2b,175,86,161,85,170,104,164,97
Rnd1,21,21,15,8,18,13,23,12
Rnd2,5,2,11,2,5,1,3,2
Rnd3,2,0,2,0,2,1,2,1
Rnf10,4507,4024,4575,3655,4436,3691,4468,3971
Rnf103,796,708,776,613,849,611,758,635
Rnf11,1159,608,1082,496,1037,480,1017,474
Rnf111,2130,2266,2132,1930,2090,1948,2206,2262
Rnf113a1,116,108,126,114,147,130,120,98
Rnf113a2,0,0,0,0,0,0,0,1
Rnf114,3680,4963,4193,4366,3850,4421,3809,4456
Rnf115,1473,1536,1426,1298,1394,1285,1441,1327
Rnf121,644,569,775,564,686,557,697,563
Rnf122,412,449,385,392,470,378,396,401
Rnf123,3939,3694,3969,3275,3698,3525,4104,3893
Rnf125,696,555,748,591,795,612,741,573
Rnf126,747,898,898,844,787,927,850,1005
Rnf128,654,9,688,15,621,7,602,7
Rnf13,881,1000,926,884,896,861,842,793
Rnf130,104,609,102,451,78,447,86,377
Rnf135,356,115,381,101,362,112,333,114
Rnf138,849,1071,957,1001,834,987,823,880
Rnf138rt1,8,0,4,0,5,0,3,0
Rnf139,2144,1878,2151,1510,2059,1607,2016,1566
Rnf14,1569,1666,1589,1511,1564,1360,1603,1422
Rnf141,335,343,338,294,332,274,358,313
Rnf144a,697,1524,698,1087,579,964,879,1019
Rnf144b,24,1,17,0,18,0,10,2
Rnf145,6045,5598,6090,5061,6424,5169,6366,5000
Rnf146,1427,1544,1614,1474,1571,1445,1482,1442
Rnf149,879,377,734,378,779,333,742,352
Rnf150,1,0,2,1,3,2,1,1
Rnf151,2,3,0,1,3,1,3,2
Rnf152,55,0,21,0,29,0,33,0
Rnf157,870,109,676,124,745,83,660,83
Rnf165,32,0,34,0,46,1,41,0
Rnf166,1336,2341,1613,2089,1399,2084,1513,2222
Rnf167,4487,6528,5315,5874,4353,5799,4937,6232
Rnf168,814,628,750,549,815,546,795,573
Rnf169,1083,1055,993,963,1084,974,1125,1087
Rnf17,12,4,9,8,26,5,5,4
Rnf170,493,269,425,213,458,209,442,231
Rnf170-ps,1,0,0,0,1,0,0,0
Rnf180,0,0,0,0,0,0,0,0
Rnf181,1633,1278,1782,1230,1734,1193,1742,1263
Rnf185,701,660,751,609,749,627,709,635
Rnf187,3262,3849,3950,3537,3507,3583,3491,3570
Rnf19a,5944,2183,6050,2279,6567,2302,6082,2267
Rnf19b,2088,958,2265,863,2384,899,1997,831
Rnf2,2093,1923,2179,1604,2091,1622,2079,1597
Rnf20,2650,2892,2531,2606,2479,2531,2627,2706
Rnf207,1,0,0,0,0,2,0,1
Rnf208,69,4,40,4,39,6,42,7
Rnf213,7965,12637,6988,12399,7101,9525,8323,14689
Rnf214,691,614,545,516,642,530,593,596
Rnf215,700,416,655,387,636,402,655,427
Rnf216,1738,245,1680,281,1839,230,1811,257
Rnf217,0,0,0,0,0,0,0,0
Rnf219,472,434,494,322,444,302,412,349
Rnf220,2049,2542,2302,2198,2167,2248,2148,2255
Rnf222,0,0,0,0,0,0,0,0
Rnf225,2,4,2,2,2,1,2,4
Rnf24,210,86,130,98,172,69,151,76
Rnf25,725,605,850,527,775,591,811,582
Rnf26,307,336,364,319,312,313,314,308
Rnf31,1943,2083,2004,1931,1920,2070,1901,2102
Rnf32,34,72,50,73,28,85,42,103
Rnf34,733,779,773,718,733,726,740,730
Rnf38,3495,5219,3478,4274,3533,4307,3651,4548
Rnf39,28,3,22,0,35,1,37,2
Rnf4,3016,3114,3300,2698,3068,2722,2979,2864
Rnf40,3514,3485,3357,3014,3197,3079,3338,3142
Rnf41,1084,841,1032,730,1048,737,1075,772
Rnf43,2466,241,2339,232,2352,167,2544,246
Rnf44,3775,4090,3637,3723,3764,3926,3945,4132
Rnf5,642,751,732,718,630,720,637,710
Rnf6,1373,1264,1392,1176,1337,1203,1369,1253
Rnf7,689,736,868,689,771,657,760,612
Rnf8,103,101,128,95,119,102,123,95
Rnft1,985,608,1004,555,988,535,998,589
Rnft2,6,21,12,20,12,10,9,20
Rngtt,780,1080,855,958,804,962,770,993
Rnh1,2434,1107,2533,1058,2307,1047,2211,925
Rnls,26,7,26,10,18,7,25,10
Rnmt,901,1057,869,918,801,1000,822,934
Rnmtl1,119,164,109,171,91,145,125,130
Rnpc3,467,464,481,495,461,472,459,500
Rnpep,1279,612,1553,704,1392,667,1615,747
Rnpepl1,3127,3397,3667,3106,3406,3176,3733,3648
Rnps1,879,1009,858,822,860,886,895,930
Rnu11,0,4,6,7,1,1,4,3
Rnu12,0,0,0,1,0,1,0,1
Rnu1a1,0,1,0,0,0,1,0,2
Rnu2-10,0,2,0,0,0,1,0,1
Rnu5g,0,0,0,0,0,0,1,0
Rnu73b,20,17,19,20,13,17,14,22
Rny1,1,0,0,0,0,0,0,0
Rny3,0,0,0,0,0,0,0,0
Robo1,0,0,0,0,0,2,1,1
Robo2,0,0,0,0,0,0,0,0
Robo3,1,1,0,0,2,0,0,0
Robo4,0,0,1,0,1,0,1,0
Rock1,4710,5017,4349,4393,4602,3926,4727,4763
Rock2,2002,1756,1716,1605,2063,1574,1996,1679
Rogdi,321,147,345,143,299,140,314,146
Rom1,138,98,148,72,112,75,99,55
Romo1,387,480,453,409,362,435,354,347
Ropn1l,8,4,12,2,4,2,5,2
Ror1,0,0,0,0,0,0,1,0
Ror2,0,1,0,0,0,0,0,0
Rora,1622,192,1194,198,1397,153,1359,155
Rorb,6,0,6,0,5,0,2,0
Rorc,22,8,46,32,18,22,29,15
Ros1,0,1,0,0,0,0,0,0
Rp2h,385,390,349,312,348,306,298,320
Rp31-ps19,0,0,0,0,0,1,0,0
Rp9,892,1368,1098,1152,1070,1266,1072,1120
Rpa1,4416,5385,4878,4851,4483,4738,4782,4624
Rpa2,779,645,797,509,734,544,802,484
Rpa3,220,291,295,242,194,261,262,237
Rpain,254,400,298,394,303,443,304,432
Rpap1,1383,1320,1356,1136,1216,1093,1327,1137
Rpap2,570,535,537,400,540,460,542,401
Rpap3,405,452,475,441,371,378,415,384
Rpe,794,865,953,840,835,731,864,791
Rpf1,866,1064,920,948,805,983,860,859
Rpf2,306,512,371,421,282,419,283,454
Rpgr,159,80,120,70,117,65,122,65
Rpgrip1,180,304,131,213,143,200,159,223
Rpgrip1l,175,66,124,79,143,65,160,78
Rph3a,480,0,391,1,514,0,226,0
Rph3al,268,286,280,226,321,204,274,244
Rpia,1229,890,1345,850,1275,760,1244,712
Rpl10,5813,12591,7592,12576,6290,12752,6241,11173
Rpl10-ps1,0,0,0,0,0,0,0,0
Rpl10-ps2,1,0,0,2,1,0,0,2
Rpl10-ps3,74,165,98,164,79,165,83,188
Rpl10-ps4,0,0,0,0,0,0,0,0
Rpl10-ps6,3,1,1,3,0,0,3,2
Rpl10a,3861,10584,4806,9560,3943,10191,4153,9047
Rpl10a-ps1,138,427,198,348,147,377,168,417
Rpl10a-ps2,0,0,0,2,0,0,1,1
Rpl10l,0,0,0,0,0,0,0,0
Rpl11,7883,17608,10224,16316,8547,16983,8616,15075
Rpl12,15308,51232,22570,48623,16760,50177,18426,44508
Rpl12-ps1,1,0,0,0,0,4,0,0
Rpl12-ps2,0,0,0,1,0,0,0,0
Rpl13,6497,16378,9062,15685,7478,16417,7790,14304
Rpl13-ps1,2,5,1,1,2,1,0,1
Rpl13-ps3,0,0,1,0,0,0,1,3
Rpl13-ps5,0,0,0,0,0,0,0,0
Rpl13a,18196,50690,26563,48837,20007,50065,21806,43848
Rpl13a-ps1,4,19,6,15,8,14,14,9
Rpl14,6757,17986,9117,17383,7265,17631,7553,16061
Rpl14-ps1,90,284,152,262,118,297,121,290
Rpl15,2997,6876,3824,6434,3152,6559,3298,5854
Rpl15-ps1,0,0,0,0,0,0,1,0
Rpl15-ps2,0,4,0,2,1,2,0,1
Rpl15-ps3,0,1,2,3,1,0,2,4
Rpl15-ps4,0,0,0,0,0,0,0,0
Rpl17,14073,37720,19373,34641,15436,37511,16295,31742
Rpl17-ps1,1,4,0,2,1,3,1,1
Rpl17-ps10,0,3,1,0,0,0,0,1
Rpl17-ps4,1,3,2,3,0,2,5,4
Rpl17-ps5,24,79,45,70,37,90,44,96
Rpl17-ps8,0,2,0,0,0,1,0,0
Rpl17-ps9,1,0,1,1,0,3,0,0
Rpl18,7562,17870,10110,17248,8317,17288,8742,16018
Rpl18-ps1,96,330,187,343,123,346,165,336
Rpl18-ps2,14,25,4,20,16,21,14,19
Rpl18a,9384,26404,14110,25537,11005,26757,11250,23845
Rpl18a-ps1,2,1,3,3,3,1,0,1
Rpl19,8031,19615,11132,19534,8896,20370,8986,17467
Rpl19-ps1,3,10,8,17,9,1,5,10
Rpl19-ps11,22,41,28,58,22,51,25,39
Rpl19-ps12,1,10,3,8,2,5,0,2
Rpl19-ps4,0,0,0,0,0,1,0,0
Rpl21,11393,26050,14721,24306,12547,26570,12690,22819
