NAME,GS<br> follow link to MSigDB,GS DETAILS,SIZE,ES,NES,NOM p-val,FDR q-val,FWER p-val,RANK AT MAX,LEADING EDGE,Unnamed: 11,group
GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,GO_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION,,28,0.2874229,0.8449291,0.6815534,0.92590415,1,3119,"tags=46%, list=25%, signal=62%",,Tn_TC
GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,GO_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT,,51,0.25140655,0.8448209,0.74859285,0.92542195,1,1259,"tags=16%, list=10%, signal=17%",,Tn_TC
GO_RESPONSE_TO_X_RAY,GO_RESPONSE_TO_X_RAY,,28,0.27937362,0.8447482,0.6933333,0.92486477,1,2023,"tags=21%, list=16%, signal=25%",,Tn_TC
GO_FEMALE_GAMETE_GENERATION,GO_FEMALE_GAMETE_GENERATION,,84,0.23016249,0.8439917,0.78043914,0.92575955,1,2871,"tags=25%, list=23%, signal=32%",,Tn_TC
GO_RESPONSE_TO_ANESTHETIC,GO_RESPONSE_TO_ANESTHETIC,,40,0.2618286,0.8436514,0.7352941,0.92579675,1,2423,"tags=33%, list=19%, signal=40%",,Tn_TC
GO_PIGMENTATION,GO_PIGMENTATION,,60,0.2429263,0.8436089,0.77671754,0.92516017,1,952,"tags=13%, list=8%, signal=14%",,Tn_TC
GO_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,GO_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE,,102,0.22293903,0.8433041,0.8206522,0.92505735,1,1975,"tags=23%, list=16%, signal=27%",,Tn_TC
GO_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,GO_CELL_CELL_ADHESION_MEDIATED_BY_CADHERIN,,19,0.3041735,0.8425434,0.69548136,0.9260032,1,567,"tags=11%, list=5%, signal=11%",,Tn_TC
GO_MOLTING_CYCLE_PROCESS,GO_MOLTING_CYCLE_PROCESS,,56,0.24338004,0.8423908,0.7592233,0.9255915,1,3196,"tags=34%, list=26%, signal=45%",,Tn_TC
GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE,GO_PREASSEMBLY_OF_GPI_ANCHOR_IN_ER_MEMBRANE,,16,0.32641512,0.84224045,0.6900212,0.9251849,1,2451,"tags=44%, list=20%, signal=54%",,Tn_TC
GO_NATURAL_KILLER_CELL_DIFFERENTIATION,GO_NATURAL_KILLER_CELL_DIFFERENTIATION,,18,0.31356815,0.8419819,0.6968504,0.9250224,1,1749,"tags=28%, list=14%, signal=32%",,Tn_TC
GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,GO_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION,,64,0.2368799,0.84170157,0.78878504,0.92488956,1,2171,"tags=19%, list=17%, signal=23%",,Tn_TC
GO_REGULATION_OF_ERAD_PATHWAY,GO_REGULATION_OF_ERAD_PATHWAY,,26,0.2888224,0.8414134,0.73258007,0.92479205,1,795,"tags=15%, list=6%, signal=16%",,Tn_TC
GO_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING,GO_PHOSPHATIDYLCHOLINE_ACYL_CHAIN_REMODELING,,16,0.3270577,0.8411719,0.6930693,0.92458636,1,2026,"tags=31%, list=16%, signal=37%",,Tn_TC
GO_PATTERN_SPECIFICATION_PROCESS,GO_PATTERN_SPECIFICATION_PROCESS,,239,0.19837539,0.84104276,0.9041591,0.92414695,1,3310,"tags=25%, list=26%, signal=33%",,Tn_TC
GO_RECOMBINATIONAL_REPAIR,GO_RECOMBINATIONAL_REPAIR,,106,0.22125524,0.8406537,0.8292683,0.9242282,1,2611,"tags=25%, list=21%, signal=32%",,Tn_TC
GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS,GO_ORGANOPHOSPHATE_CATABOLIC_PROCESS,,102,0.22113906,0.8397023,0.81007755,0.92553246,1,1876,"tags=19%, list=15%, signal=22%",,Tn_TC
GO_SOMATIC_STEM_CELL_DIVISION,GO_SOMATIC_STEM_CELL_DIVISION,,18,0.30977783,0.83920044,0.6944444,0.92582655,1,1398,"tags=17%, list=11%, signal=19%",,Tn_TC
GO_CEREBRAL_CORTEX_DEVELOPMENT,GO_CEREBRAL_CORTEX_DEVELOPMENT,,79,0.22932288,0.83889455,0.7972441,0.9257305,1,3196,"tags=32%, list=26%, signal=42%",,Tn_TC
GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,GO_POSITIVE_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,,20,0.3059914,0.8388612,0.69863015,0.9250901,1,2336,"tags=35%, list=19%, signal=43%",,Tn_TC
GO_MAST_CELL_MEDIATED_IMMUNITY,GO_MAST_CELL_MEDIATED_IMMUNITY,,34,0.26496163,0.8382356,0.7410359,0.9256796,1,2250,"tags=26%, list=18%, signal=32%",,Tn_TC
GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,GO_REGULATION_OF_NEUROTRANSMITTER_TRANSPORT,,79,0.22902523,0.83574003,0.80154145,0.93012506,1,2361,"tags=25%, list=19%, signal=31%",,Tn_TC
GO_RAB_PROTEIN_SIGNAL_TRANSDUCTION,GO_RAB_PROTEIN_SIGNAL_TRANSDUCTION,,56,0.24353519,0.83514357,0.78154427,0.93060505,1,1613,"tags=14%, list=13%, signal=16%",,Tn_TC
GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING,GO_REGULATION_OF_CAMP_MEDIATED_SIGNALING,,26,0.28465942,0.83497137,0.73512477,0.9302479,1,1054,"tags=15%, list=8%, signal=17%",,Tn_TC
GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,GO_NUCLEIC_ACID_PHOSPHODIESTER_BOND_HYDROLYSIS,,245,0.19557248,0.8349464,0.9076305,0.929579,1,2277,"tags=19%, list=18%, signal=22%",,Tn_TC
GO_SEXUAL_REPRODUCTION,GO_SEXUAL_REPRODUCTION,,486,0.18446721,0.83443147,0.98859936,0.92994124,1,2081,"tags=15%, list=17%, signal=17%",,Tn_TC
GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE,GO_T_HELPER_1_TYPE_IMMUNE_RESPONSE,,35,0.26175898,0.8333534,0.7705882,0.9314104,1,11,"tags=3%, list=0%, signal=3%",,Tn_TC
GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS,GO_REGULATION_OF_MACROPHAGE_CHEMOTAXIS,,16,0.3137645,0.8327648,0.7069307,0.93192464,1,10,"tags=6%, list=0%, signal=6%",,Tn_TC
GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS,GO_REGULATION_OF_LIPID_CATABOLIC_PROCESS,,32,0.2673501,0.83264464,0.7509881,0.93145597,1,1509,"tags=19%, list=12%, signal=21%",,Tn_TC
GO_MAST_CELL_ACTIVATION,GO_MAST_CELL_ACTIVATION,,40,0.2558893,0.83205193,0.73203886,0.9319876,1,2250,"tags=28%, list=18%, signal=33%",,Tn_TC
GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,GO_VASCULAR_ASSOCIATED_SMOOTH_MUSCLE_CELL_MIGRATION,,18,0.3042747,0.83177763,0.6983806,0.93182445,1,2288,"tags=22%, list=18%, signal=27%",,Tn_TC
GO_MYOBLAST_FUSION,GO_MYOBLAST_FUSION,,23,0.29496592,0.8313986,0.73320156,0.9318523,1,491,"tags=9%, list=4%, signal=9%",,Tn_TC
GO_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,GO_REGULATION_OF_BICELLULAR_TIGHT_JUNCTION_ASSEMBLY,,15,0.32422805,0.8308328,0.6883629,0.93229437,1,1421,"tags=20%, list=11%, signal=23%",,Tn_TC
GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,GO_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY,,113,0.21546212,0.8306031,0.8367347,0.93203586,1,2700,"tags=26%, list=22%, signal=32%",,Tn_TC
GO_HYPEROSMOTIC_RESPONSE,GO_HYPEROSMOTIC_RESPONSE,,18,0.3093078,0.83030427,0.7191651,0.931927,1,1279,"tags=22%, list=10%, signal=25%",,Tn_TC
GO_LIPID_BIOSYNTHETIC_PROCESS,GO_LIPID_BIOSYNTHETIC_PROCESS,,479,0.18135983,0.8299572,0.98579043,0.93190366,1,2743,"tags=23%, list=22%, signal=28%",,Tn_TC
GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,GO_REGULATION_OF_CARDIAC_MUSCLE_TISSUE_DEVELOPMENT,,50,0.24769667,0.8298307,0.7899628,0.93142337,1,2085,"tags=18%, list=17%, signal=22%",,Tn_TC
GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,GO_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION,,89,0.21997058,0.8296945,0.8277778,0.9309712,1,1614,"tags=13%, list=13%, signal=15%",,Tn_TC
GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,GO_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION,,109,0.21557695,0.8293228,0.85767096,0.9309826,1,2043,"tags=18%, list=16%, signal=22%",,Tn_TC
GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,GO_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST,,28,0.27461708,0.82920456,0.75686276,0.93052346,1,2808,"tags=39%, list=22%, signal=51%",,Tn_TC
GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,GO_POSITIVE_REGULATION_OF_ERYTHROCYTE_DIFFERENTIATION,,22,0.29119554,0.82903385,0.6706349,0.930146,1,1369,"tags=27%, list=11%, signal=31%",,Tn_TC
GO_BASE_EXCISION_REPAIR,GO_BASE_EXCISION_REPAIR,,39,0.26057172,0.82806057,0.76528597,0.9313435,1,2565,"tags=33%, list=20%, signal=42%",,Tn_TC
GO_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE,GO_PROTEIN_LOCALIZATION_TO_POSTSYNAPTIC_MEMBRANE,,24,0.285035,0.82771486,0.7231405,0.9312677,1,913,"tags=13%, list=7%, signal=13%",,Tn_TC
GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,GO_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION,,22,0.29836172,0.82736677,0.74626863,0.9312192,1,1043,"tags=14%, list=8%, signal=15%",,Tn_TC
GO_ISOPRENOID_METABOLIC_PROCESS,GO_ISOPRENOID_METABOLIC_PROCESS,,55,0.24237283,0.8267615,0.79696393,0.9316728,1,2217,"tags=20%, list=18%, signal=24%",,Tn_TC
GO_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,GO_POSITIVE_REGULATION_OF_UBIQUITIN_PROTEIN_TRANSFERASE_ACTIVITY,,25,0.28782094,0.8267547,0.73512477,0.9309748,1,1945,"tags=24%, list=16%, signal=28%",,Tn_TC
GO_MAMMARY_GLAND_MORPHOGENESIS,GO_MAMMARY_GLAND_MORPHOGENESIS,,28,0.27716434,0.8267475,0.74108815,0.93028617,1,2987,"tags=32%, list=24%, signal=42%",,Tn_TC
GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION,GO_REGULATION_OF_GLIAL_CELL_PROLIFERATION,,25,0.28450182,0.82667196,0.70321363,0.9297486,1,2431,"tags=28%, list=19%, signal=35%",,Tn_TC
GO_ANIMAL_ORGAN_FORMATION,GO_ANIMAL_ORGAN_FORMATION,,27,0.27468705,0.8256997,0.7233645,0.9308944,1,2085,"tags=30%, list=17%, signal=35%",,Tn_TC
GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,GO_POSITIVE_REGULATION_OF_CELL_MIGRATION_INVOLVED_IN_SPROUTING_ANGIOGENESIS,,17,0.31039086,0.8256788,0.7321063,0.93022853,1,2148,"tags=24%, list=17%, signal=28%",,Tn_TC
GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,GO_NEGATIVE_REGULATION_OF_MULTI_ORGANISM_PROCESS,,125,0.2091026,0.8252106,0.87814313,0.93046844,1,2110,"tags=19%, list=17%, signal=23%",,Tn_TC
GO_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,GO_GOLGI_TO_PLASMA_MEMBRANE_TRANSPORT,,53,0.24399285,0.8251028,0.7961905,0.92996615,1,2246,"tags=26%, list=18%, signal=32%",,Tn_TC
GO_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,GO_NEGATIVE_REGULATION_OF_PROTEIN_TYROSINE_KINASE_ACTIVITY,,25,0.28654513,0.82506,0.7126654,0.9293339,1,2412,"tags=32%, list=19%, signal=40%",,Tn_TC
GO_REGULATION_OF_PROTEIN_SUMOYLATION,GO_REGULATION_OF_PROTEIN_SUMOYLATION,,19,0.30427912,0.8240755,0.7265469,0.93053013,1,2168,"tags=32%, list=17%, signal=38%",,Tn_TC
GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,GO_REGULATION_OF_REGULATED_SECRETORY_PATHWAY,,105,0.21573105,0.8238663,0.86153847,0.93024176,1,2368,"tags=24%, list=19%, signal=29%",,Tn_TC
GO_PROTEIN_TRANSPORT_ALONG_MICROTUBULE,GO_PROTEIN_TRANSPORT_ALONG_MICROTUBULE,,61,0.23161536,0.82341146,0.8244275,0.93044424,1,2418,"tags=20%, list=19%, signal=24%",,Tn_TC
GO_MITOCHONDRIAL_FISSION,GO_MITOCHONDRIAL_FISSION,,28,0.2737783,0.82338107,0.7470588,0.9297999,1,2704,"tags=36%, list=22%, signal=45%",,Tn_TC
GO_REGULATION_OF_BONE_MINERALIZATION,GO_REGULATION_OF_BONE_MINERALIZATION,,42,0.2567321,0.823148,0.7771429,0.9295475,1,2889,"tags=29%, list=23%, signal=37%",,Tn_TC
GO_BLOOD_VESSEL_MORPHOGENESIS,GO_BLOOD_VESSEL_MORPHOGENESIS,,358,0.18625958,0.8227402,0.9734042,0.929602,1,2598,"tags=20%, list=21%, signal=25%",,Tn_TC
GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,GO_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,,25,0.29232126,0.8220757,0.76095617,0.9301887,1,1607,"tags=20%, list=13%, signal=23%",,Tn_TC
GO_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,GO_REGULATION_OF_CELLULAR_CARBOHYDRATE_METABOLIC_PROCESS,,81,0.22449045,0.82127285,0.8378378,0.9309774,1,1304,"tags=14%, list=10%, signal=15%",,Tn_TC
GO_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY,GO_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY,,40,0.25581804,0.8200835,0.8153846,0.9325077,1,1432,"tags=20%, list=11%, signal=23%",,Tn_TC
GO_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS,GO_DEVELOPMENT_OF_PRIMARY_FEMALE_SEXUAL_CHARACTERISTICS,,63,0.23141977,0.8200418,0.8108614,0.9318859,1,2871,"tags=25%, list=23%, signal=33%",,Tn_TC
GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,GO_TRANSCRIPTION_ELONGATION_FROM_RNA_POLYMERASE_II_PROMOTER,,75,0.2245273,0.81898814,0.8237477,0.9331871,1,2123,"tags=23%, list=17%, signal=27%",,Tn_TC
GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,GO_NEGATIVE_REGULATION_OF_MUSCLE_TISSUE_DEVELOPMENT,,28,0.2762764,0.8181531,0.743295,0.9339999,1,1054,"tags=14%, list=8%, signal=16%",,Tn_TC
GO_CELLULAR_RESPONSE_TO_IONIZING_RADIATION,GO_CELLULAR_RESPONSE_TO_IONIZING_RADIATION,,64,0.23020871,0.8180487,0.828125,0.9334785,1,3013,"tags=30%, list=24%, signal=39%",,Tn_TC
GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,GO_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION,,29,0.26796335,0.817635,0.76829267,0.9334964,1,1552,"tags=17%, list=12%, signal=20%",,Tn_TC
GO_EMBRYONIC_PATTERN_SPECIFICATION,GO_EMBRYONIC_PATTERN_SPECIFICATION,,34,0.2664079,0.81746984,0.7633136,0.93308556,1,3434,"tags=29%, list=27%, signal=40%",,Tn_TC
GO_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY,GO_INTERLEUKIN_6_MEDIATED_SIGNALING_PATHWAY,,18,0.3033182,0.8173658,0.73185486,0.93256927,1,527,"tags=11%, list=4%, signal=12%",,Tn_TC
GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,GO_NEGATIVE_REGULATION_OF_SMOOTH_MUSCLE_CELL_PROLIFERATION,,34,0.2602198,0.8145608,0.78625953,0.93695676,1,2519,"tags=24%, list=20%, signal=29%",,Tn_TC
GO_DICARBOXYLIC_ACID_TRANSPORT,GO_DICARBOXYLIC_ACID_TRANSPORT,,48,0.24240352,0.8140367,0.82011604,0.93714243,1,2159,"tags=23%, list=17%, signal=28%",,Tn_TC
GO_ADIPOSE_TISSUE_DEVELOPMENT,GO_ADIPOSE_TISSUE_DEVELOPMENT,,33,0.26427338,0.81384534,0.78612715,0.93676734,1,3071,"tags=39%, list=25%, signal=52%",,Tn_TC
GO_CELL_FATE_SPECIFICATION,GO_CELL_FATE_SPECIFICATION,,34,0.2583779,0.81341964,0.8,0.93687004,1,513,"tags=9%, list=4%, signal=9%",,Tn_TC
GO_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT,GO_EYE_PHOTORECEPTOR_CELL_DEVELOPMENT,,17,0.30533952,0.8121766,0.7387914,0.93840384,1,2369,"tags=24%, list=19%, signal=29%",,Tn_TC
GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS,GO_PROTEIN_LOCALIZATION_TO_GOLGI_APPARATUS,,23,0.28475672,0.8111487,0.7571702,0.9394978,1,3036,"tags=43%, list=24%, signal=57%",,Tn_TC
GO_MITOCHONDRION_LOCALIZATION,GO_MITOCHONDRION_LOCALIZATION,,36,0.25623876,0.8109452,0.78043914,0.9391415,1,3527,"tags=39%, list=28%, signal=54%",,Tn_TC
GO_RESPONSE_TO_VITAMIN_D,GO_RESPONSE_TO_VITAMIN_D,,24,0.28590772,0.810652,0.7414449,0.9389559,1,3723,"tags=42%, list=30%, signal=59%",,Tn_TC
GO_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING,GO_CHAPERONE_COFACTOR_DEPENDENT_PROTEIN_REFOLDING,,25,0.2748008,0.8082498,0.74131274,0.9424161,1,2173,"tags=24%, list=17%, signal=29%",,Tn_TC
GO_RNA_MODIFICATION,GO_RNA_MODIFICATION,,134,0.20891902,0.8074083,0.900369,0.9431716,1,1889,"tags=18%, list=15%, signal=21%",,Tn_TC
GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,GO_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY,,28,0.2700271,0.806016,0.78202677,0.9448579,1,2603,"tags=39%, list=21%, signal=49%",,Tn_TC
GO_REGULATION_OF_VIRAL_TRANSCRIPTION,GO_REGULATION_OF_VIRAL_TRANSCRIPTION,,61,0.22909594,0.80445236,0.844,0.9467898,1,1226,"tags=13%, list=10%, signal=14%",,Tn_TC
GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,GO_IRE1_MEDIATED_UNFOLDED_PROTEIN_RESPONSE,,59,0.23241785,0.8044224,0.84660196,0.94614017,1,1975,"tags=24%, list=16%, signal=28%",,Tn_TC
GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,GO_POSITIVE_REGULATION_OF_EPITHELIAL_CELL_PROLIFERATION,,110,0.21027845,0.80362314,0.8926441,0.94673294,1,1598,"tags=15%, list=13%, signal=17%",,Tn_TC
GO_TIGHT_JUNCTION_ORGANIZATION,GO_TIGHT_JUNCTION_ORGANIZATION,,39,0.2510441,0.80347437,0.822,0.94627774,1,1421,"tags=15%, list=11%, signal=17%",,Tn_TC
GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS,GO_NEUROTRANSMITTER_BIOSYNTHETIC_PROCESS,,55,0.23559093,0.8031987,0.83463037,0.94604445,1,2086,"tags=20%, list=17%, signal=24%",,Tn_TC
GO_NEGATIVE_REGULATION_OF_OSSIFICATION,GO_NEGATIVE_REGULATION_OF_OSSIFICATION,,43,0.24884693,0.8030587,0.82191783,0.9455842,1,2304,"tags=28%, list=18%, signal=34%",,Tn_TC
GO_B_CELL_PROLIFERATION,GO_B_CELL_PROLIFERATION,,82,0.21963114,0.80265427,0.8603774,0.94557035,1,2278,"tags=17%, list=18%, signal=21%",,Tn_TC
GO_AMINE_TRANSPORT,GO_AMINE_TRANSPORT,,34,0.25608212,0.80216306,0.7741935,0.9456799,1,2158,"tags=24%, list=17%, signal=28%",,Tn_TC
GO_DNA_DEPENDENT_DNA_REPLICATION,GO_DNA_DEPENDENT_DNA_REPLICATION,,132,0.20291455,0.80202967,0.90160644,0.94523644,1,3234,"tags=29%, list=26%, signal=38%",,Tn_TC
GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,GO_CELLULAR_RESPONSE_TO_HYDROGEN_PEROXIDE,,74,0.22161664,0.80094314,0.86166006,0.9463654,1,2427,"tags=26%, list=19%, signal=32%",,Tn_TC
GO_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,GO_REGULATION_OF_ESTABLISHMENT_OR_MAINTENANCE_OF_CELL_POLARITY,,20,0.28777036,0.8009039,0.76413256,0.94574064,1,1511,"tags=25%, list=12%, signal=28%",,Tn_TC
GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,GO_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,,113,0.20883195,0.8008738,0.88804555,0.9450864,1,2889,"tags=26%, list=23%, signal=33%",,Tn_TC
GO_NEURON_MIGRATION,GO_NEURON_MIGRATION,,96,0.21426424,0.8007917,0.8754789,0.94453,1,2879,"tags=25%, list=23%, signal=32%",,Tn_TC
GO_TRNA_MODIFICATION,GO_TRNA_MODIFICATION,,77,0.22076495,0.8006845,0.8651685,0.9440026,1,2547,"tags=23%, list=20%, signal=29%",,Tn_TC
GO_INTERLEUKIN_6_PRODUCTION,GO_INTERLEUKIN_6_PRODUCTION,,96,0.21339123,0.79958755,0.90485436,0.94512635,1,2096,"tags=19%, list=17%, signal=22%",,Tn_TC
GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT,GO_CRANIAL_SKELETAL_SYSTEM_DEVELOPMENT,,42,0.24373299,0.7990274,0.8030593,0.945363,1,2557,"tags=24%, list=20%, signal=30%",,Tn_TC
GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION,GO_REGULATION_OF_MYOTUBE_DIFFERENTIATION,,36,0.25118044,0.7990167,0.81925344,0.9446873,1,2171,"tags=22%, list=17%, signal=27%",,Tn_TC
GO_HIPPOCAMPUS_DEVELOPMENT,GO_HIPPOCAMPUS_DEVELOPMENT,,52,0.23488659,0.7984531,0.8398357,0.9449579,1,2502,"tags=23%, list=20%, signal=29%",,Tn_TC
GO_CHAPERONE_MEDIATED_PROTEIN_FOLDING,GO_CHAPERONE_MEDIATED_PROTEIN_FOLDING,,49,0.2398496,0.7972752,0.8472222,0.9461442,1,2173,"tags=18%, list=17%, signal=22%",,Tn_TC
GO_REGULATION_OF_AMINO_ACID_TRANSPORT,GO_REGULATION_OF_AMINO_ACID_TRANSPORT,,15,0.31221616,0.79725486,0.7659575,0.9454978,1,2158,"tags=40%, list=17%, signal=48%",,Tn_TC
GO_MOTILE_CILIUM_ASSEMBLY,GO_MOTILE_CILIUM_ASSEMBLY,,17,0.30192462,0.7972086,0.7394636,0.9448739,1,2260,"tags=24%, list=18%, signal=29%",,Tn_TC
GO_C21_STEROID_HORMONE_METABOLIC_PROCESS,GO_C21_STEROID_HORMONE_METABOLIC_PROCESS,,18,0.2973221,0.7970132,0.75883573,0.9445035,1,1731,"tags=22%, list=14%, signal=26%",,Tn_TC
GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO_POSITIVE_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,,123,0.20718284,0.79695976,0.89571697,0.9438847,1,2126,"tags=15%, list=17%, signal=17%",,Tn_TC
GO_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,GO_UNSATURATED_FATTY_ACID_METABOLIC_PROCESS,,44,0.24106796,0.79540753,0.7824497,0.94558775,1,2052,"tags=20%, list=16%, signal=24%",,Tn_TC
GO_XENOBIOTIC_METABOLIC_PROCESS,GO_XENOBIOTIC_METABOLIC_PROCESS,,58,0.23356561,0.79489243,0.8468809,0.94574624,1,1369,"tags=10%, list=11%, signal=12%",,Tn_TC
GO_POSITIVE_REGULATION_OF_NEURON_DEATH,GO_POSITIVE_REGULATION_OF_NEURON_DEATH,,74,0.2195902,0.7939838,0.87356323,0.9465167,1,2336,"tags=20%, list=19%, signal=25%",,Tn_TC
GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION,GO_EXTRACELLULAR_STRUCTURE_ORGANIZATION,,230,0.18604344,0.7938941,0.98366606,0.94596124,1,2771,"tags=20%, list=22%, signal=26%",,Tn_TC
GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,GO_INTEGRIN_MEDIATED_SIGNALING_PATHWAY,,80,0.2161804,0.7937053,0.8866545,0.94556683,1,2490,"tags=23%, list=20%, signal=28%",,Tn_TC
GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,GO_REGULATION_OF_PEPTIDYL_TYROSINE_PHOSPHORYLATION,,171,0.19537514,0.79263216,0.94649446,0.9465276,1,2011,"tags=15%, list=16%, signal=18%",,Tn_TC
GO_ACID_SECRETION,GO_ACID_SECRETION,,57,0.23156162,0.7916719,0.8364662,0.94728625,1,2159,"tags=21%, list=17%, signal=25%",,Tn_TC
GO_FOREBRAIN_CELL_MIGRATION,GO_FOREBRAIN_CELL_MIGRATION,,34,0.25506538,0.7901284,0.8041825,0.9489254,1,902,"tags=15%, list=7%, signal=16%",,Tn_TC
GO_REGULATION_OF_TISSUE_REMODELING,GO_REGULATION_OF_TISSUE_REMODELING,,43,0.23854752,0.78634757,0.8187251,0.95387274,1,3198,"tags=37%, list=26%, signal=50%",,Tn_TC
GO_TELENCEPHALON_DEVELOPMENT,GO_TELENCEPHALON_DEVELOPMENT,,154,0.1955635,0.78601694,0.94503546,0.95368093,1,2502,"tags=20%, list=20%, signal=25%",,Tn_TC
GO_CELL_VOLUME_HOMEOSTASIS,GO_CELL_VOLUME_HOMEOSTASIS,,24,0.27400997,0.784887,0.81092435,0.9546705,1,2260,"tags=25%, list=18%, signal=30%",,Tn_TC
GO_FORELIMB_MORPHOGENESIS,GO_FORELIMB_MORPHOGENESIS,,16,0.2987685,0.78410393,0.776699,0.955094,1,1828,"tags=19%, list=15%, signal=22%",,Tn_TC
GO_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,GO_PROTEOGLYCAN_BIOSYNTHETIC_PROCESS,,43,0.23645973,0.7803581,0.85549134,0.95975876,1,2361,"tags=23%, list=19%, signal=29%",,Tn_TC
