gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,B6-1-Tn,B6-2-Tn,B6-3-Tn,B6-4-Tn
Reep6,5,2,4,4,1,4,1,1
Reg1,0,0,0,0,0,0,0,0
Reg3d,0,0,0,0,0,0,0,0
Rel,3274,2227,2776,2416,1978,1523,1531,1597
Rela,3555,3657,3599,3401,3047,2581,2912,2887
Relb,2642,2107,2221,1957,1507,888,1081,942
Rell1,383,394,357,377,532,502,541,588
Rell2,87,86,66,94,141,121,135,142
Reln,5,2,4,2,1,0,1,3
Relt,441,487,416,460,1151,1003,1107,1167
Rem1,1,1,2,0,0,0,1,0
Rem2,7,3,9,5,2,2,2,4
Renbp,156,109,133,113,20,13,11,16
Rep15,1,2,0,3,0,0,1,0
Repin1,356,314,310,292,43,47,42,47
Reps1,3418,3304,3272,3071,1498,1349,1343,1353
Reps2,0,1,0,0,0,0,0,0
Rer1,2051,2560,2129,2230,2402,2214,2235,2214
Rere,4829,4363,4972,4968,5099,4325,4374,4917
Rerg,0,0,1,0,0,0,0,0
Rest,2539,2060,2352,2419,1792,1437,1318,1475
Ret,9,17,20,19,0,5,4,10
Retn,0,0,0,0,0,0,1,0
Retnlg,2,4,0,0,0,0,0,0
Retsat,105,74,77,68,114,89,68,71
Rev1,516,535,517,572,897,810,912,867
Rev3l,2699,2009,2445,2301,3972,3122,3020,3479
Rexo1,2503,2551,2513,2631,2776,2662,2658,2827
Rexo2,745,1036,840,904,1383,1209,1245,1354
Rexo4,1237,1417,1297,1461,1294,1258,1296,1378
Rfc1,1429,1379,1278,1407,1729,1338,1403,1398
Rfc2,1161,1233,1086,1133,1016,891,886,825
Rfc3,290,316,271,272,140,141,129,120
Rfc4,189,188,160,182,174,190,159,190
Rfc5,454,473,464,434,361,316,305,284
Rfesd,271,295,223,227,254,185,170,174
Rffl,421,418,441,385,639,527,635,611
Rfk,1214,1298,1158,1117,1148,1110,1056,1033
Rfng,342,414,369,434,402,351,421,485
Rft1,312,282,259,276,334,263,234,214
Rftn1,1199,1379,1113,1373,2398,1815,1885,2037
Rftn2,86,98,85,83,154,177,150,135
Rfwd2,420,450,408,429,474,415,406,435
Rfwd3,1090,1079,1061,1105,902,783,705,848
Rfx1,2347,2549,2428,2524,1837,1839,1975,2173
Rfx2,74,87,81,77,109,104,88,107
Rfx3,491,385,544,516,733,606,579,784
Rfx4,0,0,0,0,0,0,0,0
Rfx5,1556,1169,1242,1243,892,704,599,698
Rfx7,3272,2876,3001,3139,3505,2841,2810,3240
Rfx8,4,3,2,2,0,0,0,0
Rfxank,958,947,838,862,758,604,672,729
Rfxap,390,412,406,379,438,368,408,394
Rgag1,0,0,1,0,0,0,0,0
Rgag4,203,168,184,146,9,9,12,5
Rgcc,175,276,194,212,650,494,529,414
Rgl1,79,53,52,42,18,11,12,9
Rgl2,2593,2956,2461,2846,3612,3455,3549,4072
Rgl3,1,0,0,0,0,0,0,0
Rgma,3,0,1,0,0,0,0,0
Rgmb,43,47,38,48,553,455,499,509
Rgn,0,0,0,0,0,0,0,0
Rgp1,2186,1958,1931,1900,2371,1947,1938,2084
Rgr,0,0,0,0,0,1,0,0
Rgs1,1139,1237,1127,1218,180,234,177,178
Rgs10,3700,3942,3294,3817,3503,3141,3187,2896
Rgs11,79,106,66,124,567,469,520,678
Rgs12,234,240,265,224,184,191,184,194
Rgs13,0,0,0,1,1,0,0,0
Rgs14,2426,3067,2433,2830,3577,3130,3189,3491
Rgs16,2923,2015,2853,2107,18,11,13,14
Rgs17,0,0,0,0,0,0,0,0
Rgs18,5,1,0,2,0,3,0,0
Rgs19,1251,1539,1260,1392,2449,2165,2322,2504
Rgs2,312,377,307,350,514,398,475,438
Rgs20,0,0,2,0,0,0,0,0
Rgs21,0,0,0,0,0,0,0,0
Rgs3,3248,3136,2895,3058,1207,927,914,1002
Rgs4,0,0,0,0,0,0,0,0
Rgs6,2,0,0,0,0,0,0,0
Rgs7bp,1,0,0,0,0,0,0,0
Rgs8,272,180,231,193,0,0,0,1
Rgs9,513,203,287,238,1,4,3,2
Rgs9bp,14,4,9,11,7,2,8,1
Rgsl1,0,1,0,0,2,1,1,2
Rhag,0,3,1,0,1,1,1,0
Rhbdd1,1133,1003,1053,835,732,632,527,549
Rhbdd2,782,804,745,760,668,610,554,537
Rhbdd3,155,181,158,167,92,73,90,81
Rhbdf1,110,75,103,62,3,3,3,5
Rhbdf2,335,314,285,335,557,455,443,469
Rhbdl1,22,31,19,23,28,27,19,29
Rhbdl2,3,0,2,2,0,0,0,0
Rhbdl3,273,301,319,376,32,43,24,24
Rhbg,0,0,0,1,0,0,0,0
Rhcg,0,0,0,0,0,0,0,0
Rhd,3,1,1,1,0,0,0,0
Rheb,992,989,958,971,1007,923,921,918
Rhebl1,95,105,106,114,148,129,121,136
Rhno1,647,693,658,626,661,624,611,611
Rho,1,0,0,3,3,0,0,1
Rhoa,5683,6633,5738,5987,7287,6412,6498,6543
Rhoay-ps3,0,0,0,0,0,0,0,0
Rhob,214,233,257,179,129,208,202,193
Rhobtb1,2,1,0,1,0,0,0,0
Rhobtb2,898,998,815,976,2264,1860,2047,2183
Rhobtb3,0,0,0,1,0,0,1,0
Rhoc,45,42,22,38,57,36,29,38
Rhod,82,105,61,67,10,5,8,5
Rhof,2989,3340,3117,3106,3319,2696,2999,3065
Rhog,3156,4035,3321,3546,3342,3039,3357,3112
Rhoh,4547,4848,3968,4333,4312,4040,3642,3758
Rhoj,1,0,0,0,0,0,0,0
Rhoq,32,35,36,67,29,27,23,34
Rhot1,905,937,853,871,1067,909,875,993
Rhot2,911,1012,836,949,845,797,738,819
Rhou,3,0,1,1,0,0,0,0
Rhov,8,11,8,2,0,1,0,0
Rhox5,1,0,2,1,0,0,0,0
Rhpn1,0,0,0,0,0,0,0,0
Rhpn2,1,0,0,0,0,0,0,0
Rian,196,246,219,111,0,0,0,0
Ribc1,26,14,13,19,32,26,22,20
Ric1,1490,1285,1518,1509,951,855,806,927
Ric3,31,28,33,20,0,1,0,1
Ric8,2216,2560,2266,2178,2778,2410,2336,2390
Ric8b,538,506,560,534,408,435,406,435
Rictor,2741,1984,2497,2400,3815,3335,3179,3677
Rif1,2400,1959,2234,2201,3071,2854,2435,2888
Riiad1,10,6,7,6,4,4,2,5
Rilp,3,4,7,9,0,1,2,3
Rilpl1,120,85,75,63,39,26,18,8
Rilpl2,2773,2874,2913,2492,344,317,292,272
Rimbp3,3,4,2,1,0,0,0,0
Rimkla,13,25,17,24,22,12,18,19
Rimklb,1,0,3,2,0,0,0,0
Rims2,0,1,6,0,0,0,0,0
Rims3,243,158,179,121,100,112,79,88
Rims4,0,0,0,0,0,0,0,0
Rin1,12,11,14,29,16,24,14,25
Rin2,728,627,845,704,3,12,4,10
Rin3,3737,4366,4198,4328,3825,3265,3322,3591
Ring1,853,866,775,771,856,769,766,682
Rinl,6816,8046,7119,7820,4904,4633,4788,5074
Rint1,457,467,456,447,530,472,473,574
Riok1,812,882,821,912,1045,898,891,861
Riok2,669,690,628,645,875,772,659,675
Riok3,2145,2202,2188,2333,2487,2235,2146,2323
Ripk1,936,948,1006,934,1308,1167,1132,1141
Ripk2,723,680,680,599,501,399,379,435
Ripk3,682,815,688,742,726,654,705,789
Ripk4,29,15,24,10,2,3,2,0
Ripply1,0,0,0,0,0,0,0,0
Ripply3,11,12,8,7,3,5,4,0
Rit1,663,743,712,645,592,492,531,515
Rita1,85,114,74,95,114,105,90,121
Rlbp1,0,0,1,0,2,1,3,2
Rlf,1661,1704,2023,1870,1840,1750,1807,1815
Rlim,1959,1925,1954,1999,2355,2230,2135,2216
Rln3,218,250,165,88,14,9,6,6
Rltpr,4308,4708,4320,4996,3550,3363,3448,4049
Rmdn1,138,150,113,122,118,95,83,96
Rmdn2,44,45,32,48,26,18,23,19
Rmdn3,369,391,373,398,418,387,392,410
Rmi1,256,286,230,247,251,243,237,261
Rmi2,90,83,87,90,153,143,171,156
Rmnd1,371,382,328,405,551,534,534,581
Rmnd5a,3789,3231,3560,3513,4640,3629,3540,3736
Rmnd5b,880,990,850,923,1218,1155,1144,1275
Rmrp,1,2,2,4,2,10,1,4
Rn18s-rs5,5,9,4,4,2,9,2,7
Rn7s2,0,0,0,0,0,0,0,0
Rn7sk,35,34,32,36,41,56,38,28
Rnase1,0,0,0,0,0,0,0,0
Rnase12,0,1,2,0,2,0,0,1
Rnase2b,0,0,0,0,0,0,0,0
Rnase4,363,388,355,268,6,11,10,11
Rnase6,4,6,2,0,13,4,8,3
Rnaseh1,348,396,371,332,411,336,332,344
Rnaseh2a,572,680,560,571,648,607,558,573
Rnaseh2b,287,294,228,234,300,253,242,230
Rnaseh2c,442,596,486,553,523,496,531,564
Rnasek,13,12,12,7,13,3,5,9
Rnasel,1178,1146,1132,1139,1717,1278,1323,1377
Rnaset2a,226,268,243,246,128,134,111,116
Rnaset2b,175,161,170,164,86,85,104,97
Rnd1,21,15,18,23,21,8,13,12
Rnd2,5,11,5,3,2,2,1,2
Rnd3,2,2,2,2,0,0,1,1
Rnf10,4507,4575,4436,4468,4024,3655,3691,3971
Rnf103,796,776,849,758,708,613,611,635
Rnf11,1159,1082,1037,1017,608,496,480,474
Rnf111,2130,2132,2090,2206,2266,1930,1948,2262
Rnf113a1,116,126,147,120,108,114,130,98
Rnf113a2,0,0,0,0,0,0,0,1
Rnf114,3680,4193,3850,3809,4963,4366,4421,4456
Rnf115,1473,1426,1394,1441,1536,1298,1285,1327
Rnf121,644,775,686,697,569,564,557,563
Rnf122,412,385,470,396,449,392,378,401
Rnf123,3939,3969,3698,4104,3694,3275,3525,3893
Rnf125,696,748,795,741,555,591,612,573
Rnf126,747,898,787,850,898,844,927,1005
Rnf128,654,688,621,602,9,15,7,7
Rnf13,881,926,896,842,1000,884,861,793
Rnf130,104,102,78,86,609,451,447,377
Rnf135,356,381,362,333,115,101,112,114
Rnf138,849,957,834,823,1071,1001,987,880
Rnf138rt1,8,4,5,3,0,0,0,0
Rnf139,2144,2151,2059,2016,1878,1510,1607,1566
Rnf14,1569,1589,1564,1603,1666,1511,1360,1422
Rnf141,335,338,332,358,343,294,274,313
Rnf144a,697,698,579,879,1524,1087,964,1019
Rnf144b,24,17,18,10,1,0,0,2
Rnf145,6045,6090,6424,6366,5598,5061,5169,5000
Rnf146,1427,1614,1571,1482,1544,1474,1445,1442
Rnf149,879,734,779,742,377,378,333,352
Rnf150,1,2,3,1,0,1,2,1
Rnf151,2,0,3,3,3,1,1,2
Rnf152,55,21,29,33,0,0,0,0
Rnf157,870,676,745,660,109,124,83,83
Rnf165,32,34,46,41,0,0,1,0
Rnf166,1336,1613,1399,1513,2341,2089,2084,2222
Rnf167,4487,5315,4353,4937,6528,5874,5799,6232
Rnf168,814,750,815,795,628,549,546,573
Rnf169,1083,993,1084,1125,1055,963,974,1087
Rnf17,12,9,26,5,4,8,5,4
Rnf170,493,425,458,442,269,213,209,231
Rnf170-ps,1,0,1,0,0,0,0,0
Rnf180,0,0,0,0,0,0,0,0
Rnf181,1633,1782,1734,1742,1278,1230,1193,1263
Rnf185,701,751,749,709,660,609,627,635
Rnf187,3262,3950,3507,3491,3849,3537,3583,3570
Rnf19a,5944,6050,6567,6082,2183,2279,2302,2267
Rnf19b,2088,2265,2384,1997,958,863,899,831
Rnf2,2093,2179,2091,2079,1923,1604,1622,1597
Rnf20,2650,2531,2479,2627,2892,2606,2531,2706
Rnf207,1,0,0,0,0,0,2,1
Rnf208,69,40,39,42,4,4,6,7
Rnf213,7965,6988,7101,8323,12637,12399,9525,14689
Rnf214,691,545,642,593,614,516,530,596
Rnf215,700,655,636,655,416,387,402,427
Rnf216,1738,1680,1839,1811,245,281,230,257
Rnf217,0,0,0,0,0,0,0,0
Rnf219,472,494,444,412,434,322,302,349
Rnf220,2049,2302,2167,2148,2542,2198,2248,2255
Rnf222,0,0,0,0,0,0,0,0
Rnf225,2,2,2,2,4,2,1,4
Rnf24,210,130,172,151,86,98,69,76
Rnf25,725,850,775,811,605,527,591,582
Rnf26,307,364,312,314,336,319,313,308
Rnf31,1943,2004,1920,1901,2083,1931,2070,2102
Rnf32,34,50,28,42,72,73,85,103
Rnf34,733,773,733,740,779,718,726,730
Rnf38,3495,3478,3533,3651,5219,4274,4307,4548
Rnf39,28,22,35,37,3,0,1,2
Rnf4,3016,3300,3068,2979,3114,2698,2722,2864
Rnf40,3514,3357,3197,3338,3485,3014,3079,3142
Rnf41,1084,1032,1048,1075,841,730,737,772
Rnf43,2466,2339,2352,2544,241,232,167,246
Rnf44,3775,3637,3764,3945,4090,3723,3926,4132
Rnf5,642,732,630,637,751,718,720,710
Rnf6,1373,1392,1337,1369,1264,1176,1203,1253
Rnf7,689,868,771,760,736,689,657,612
Rnf8,103,128,119,123,101,95,102,95
Rnft1,985,1004,988,998,608,555,535,589
Rnft2,6,12,12,9,21,20,10,20
Rngtt,780,855,804,770,1080,958,962,993
Rnh1,2434,2533,2307,2211,1107,1058,1047,925
Rnls,26,26,18,25,7,10,7,10
Rnmt,901,869,801,822,1057,918,1000,934
Rnmtl1,119,109,91,125,164,171,145,130
Rnpc3,467,481,461,459,464,495,472,500
Rnpep,1279,1553,1392,1615,612,704,667,747
Rnpepl1,3127,3667,3406,3733,3397,3106,3176,3648
Rnps1,879,858,860,895,1009,822,886,930
Rnu11,0,6,1,4,4,7,1,3
Rnu12,0,0,0,0,0,1,1,1
Rnu1a1,0,0,0,0,1,0,1,2
Rnu2-10,0,0,0,0,2,0,1,1
Rnu5g,0,0,0,1,0,0,0,0
Rnu73b,20,19,13,14,17,20,17,22
Rny1,1,0,0,0,0,0,0,0
Rny3,0,0,0,0,0,0,0,0
Robo1,0,0,0,1,0,0,2,1
Robo2,0,0,0,0,0,0,0,0
Robo3,1,0,2,0,1,0,0,0
Robo4,0,1,1,1,0,0,0,0
Rock1,4710,4349,4602,4727,5017,4393,3926,4763
Rock2,2002,1716,2063,1996,1756,1605,1574,1679
Rogdi,321,345,299,314,147,143,140,146
Rom1,138,148,112,99,98,72,75,55
Romo1,387,453,362,354,480,409,435,347
Ropn1l,8,12,4,5,4,2,2,2
Ror1,0,0,0,1,0,0,0,0
Ror2,0,0,0,0,1,0,0,0
Rora,1622,1194,1397,1359,192,198,153,155
Rorb,6,6,5,2,0,0,0,0
Rorc,22,46,18,29,8,32,22,15
Ros1,0,0,0,0,1,0,0,0
Rp2h,385,349,348,298,390,312,306,320
Rp31-ps19,0,0,0,0,0,0,1,0
Rp9,892,1098,1070,1072,1368,1152,1266,1120
Rpa1,4416,4878,4483,4782,5385,4851,4738,4624
Rpa2,779,797,734,802,645,509,544,484
Rpa3,220,295,194,262,291,242,261,237
Rpain,254,298,303,304,400,394,443,432
Rpap1,1383,1356,1216,1327,1320,1136,1093,1137
Rpap2,570,537,540,542,535,400,460,401
Rpap3,405,475,371,415,452,441,378,384
Rpe,794,953,835,864,865,840,731,791
Rpf1,866,920,805,860,1064,948,983,859
Rpf2,306,371,282,283,512,421,419,454
Rpgr,159,120,117,122,80,70,65,65
Rpgrip1,180,131,143,159,304,213,200,223
Rpgrip1l,175,124,143,160,66,79,65,78
Rph3a,480,391,514,226,0,1,0,0
Rph3al,268,280,321,274,286,226,204,244
Rpia,1229,1345,1275,1244,890,850,760,712
Rpl10,5813,7592,6290,6241,12591,12576,12752,11173
Rpl10-ps1,0,0,0,0,0,0,0,0
Rpl10-ps2,1,0,1,0,0,2,0,2
Rpl10-ps3,74,98,79,83,165,164,165,188
Rpl10-ps4,0,0,0,0,0,0,0,0
Rpl10-ps6,3,1,0,3,1,3,0,2
Rpl10a,3861,4806,3943,4153,10584,9560,10191,9047
Rpl10a-ps1,138,198,147,168,427,348,377,417
Rpl10a-ps2,0,0,0,1,0,2,0,1
Rpl10l,0,0,0,0,0,0,0,0
Rpl11,7883,10224,8547,8616,17608,16316,16983,15075
Rpl12,15308,22570,16760,18426,51232,48623,50177,44508
Rpl12-ps1,1,0,0,0,0,0,4,0
Rpl12-ps2,0,0,0,0,0,1,0,0
Rpl13,6497,9062,7478,7790,16378,15685,16417,14304
Rpl13-ps1,2,1,2,0,5,1,1,1
Rpl13-ps3,0,1,0,1,0,0,0,3
Rpl13-ps5,0,0,0,0,0,0,0,0
Rpl13a,18196,26563,20007,21806,50690,48837,50065,43848
Rpl13a-ps1,4,6,8,14,19,15,14,9
Rpl14,6757,9117,7265,7553,17986,17383,17631,16061
Rpl14-ps1,90,152,118,121,284,262,297,290
Rpl15,2997,3824,3152,3298,6876,6434,6559,5854
Rpl15-ps1,0,0,0,1,0,0,0,0
Rpl15-ps2,0,0,1,0,4,2,2,1
Rpl15-ps3,0,2,1,2,1,3,0,4
Rpl15-ps4,0,0,0,0,0,0,0,0
Rpl17,14073,19373,15436,16295,37720,34641,37511,31742
Rpl17-ps1,1,0,1,1,4,2,3,1
Rpl17-ps10,0,1,0,0,3,0,0,1
Rpl17-ps4,1,2,0,5,3,3,2,4
Rpl17-ps5,24,45,37,44,79,70,90,96
Rpl17-ps8,0,0,0,0,2,0,1,0
Rpl17-ps9,1,1,0,0,0,1,3,0
Rpl18,7562,10110,8317,8742,17870,17248,17288,16018
Rpl18-ps1,96,187,123,165,330,343,346,336
Rpl18-ps2,14,4,16,14,25,20,21,19
Rpl18a,9384,14110,11005,11250,26404,25537,26757,23845
Rpl18a-ps1,2,3,3,0,1,3,1,1
Rpl19,8031,11132,8896,8986,19615,19534,20370,17467
Rpl19-ps1,3,8,9,5,10,17,1,10
Rpl19-ps11,22,28,22,25,41,58,51,39
Rpl19-ps12,1,3,2,0,10,8,5,2
Rpl19-ps4,0,0,0,0,0,0,1,0
Rpl21,11393,14721,12547,12690,26050,24306,26570,22819
Rpl21-ps1,0,0,0,0,0,0,0,0
Rpl21-ps12,1,1,4,2,5,0,2,2
Rpl21-ps13,1,1,0,1,1,0,0,0
Rpl21-ps14,0,0,1,1,0,1,0,0
Rpl21-ps15,0,0,0,0,0,0,0,0
Rpl21-ps3,1,3,1,1,3,0,1,1
Rpl21-ps4,1,0,0,1,3,1,1,2
Rpl21-ps5,2,2,0,0,2,1,2,3
Rpl21-ps6,2,0,2,1,1,1,1,0
Rpl21-ps7,0,0,0,0,2,4,4,3
Rpl21-ps8,4,4,28,3,5,8,9,7
Rpl21-ps9,0,0,0,2,1,1,0,1
Rpl22,5004,6596,5519,5462,9691,9618,9817,8486
Rpl22-ps1,9,17,17,9,21,14,13,11
Rpl22l1,1032,1342,1157,1199,2236,1948,2057,1800
Rpl23,9924,13230,10622,11454,28220,25121,26637,24376
Rpl23a,4361,5984,4893,5000,11363,10573,11829,10258
Rpl23a-ps1,0,0,2,1,0,0,0,0
Rpl23a-ps14,0,0,0,0,0,0,0,1
Rpl23a-ps2,0,0,0,0,1,0,0,1
Rpl23a-ps3,2,3,7,4,6,7,6,8
Rpl23a-ps4,0,0,0,0,0,0,0,0
Rpl23a-ps5,0,0,0,1,0,0,0,0
Rpl24,14,10,11,18,15,8,17,10
Rpl26,4547,5966,5056,5046,11203,10832,11750,9907
Rpl26-ps2,0,0,0,0,0,1,0,0
Rpl26-ps3,0,0,0,0,0,0,0,1
Rpl26-ps4,0,1,0,1,3,1,1,3
Rpl27,1754,2494,1963,1926,3901,3830,4021,3384
Rpl27-ps1,2,1,3,0,3,2,3,2
Rpl27-ps2,0,0,0,0,0,1,0,0
Rpl27-ps3,5,4,2,3,4,4,1,0
Rpl27a,3808,5307,4158,4228,9144,9118,9419,7748
Rpl27a-ps1,1,3,2,4,7,6,4,5
Rpl27a-ps2,19,21,23,27,39,30,37,40
Rpl28,4302,6000,4641,4984,10222,9799,10386,9167
Rpl28-ps1,77,112,94,92,221,204,182,186
Rpl28-ps3,0,2,0,4,4,3,8,3
Rpl29,2271,2966,2508,2450,4412,4245,4451,4017
Rpl29-ps1,0,0,0,0,0,1,0,0
Rpl29-ps2,0,3,1,2,0,0,1,1
Rpl29-ps5,0,1,0,1,0,3,1,0
Rpl3,12930,17405,14419,14294,33250,31070,31850,27767
Rpl3-ps1,38,59,64,41,102,99,107,95
Rpl3-ps2,0,1,0,0,4,2,5,2
Rpl30,5396,7106,6000,5751,12226,12152,12987,10718
Rpl30-ps1,4,4,2,6,9,0,4,13
Rpl30-ps10,0,3,3,0,1,2,3,5
Rpl30-ps11,0,0,0,1,0,0,1,1
Rpl30-ps2,0,0,0,0,1,1,1,0
Rpl30-ps3,0,1,0,0,1,1,0,0
Rpl30-ps5,0,0,0,1,1,0,0,1
Rpl30-ps8,0,0,1,0,2,0,0,1
Rpl30-ps9,0,0,1,0,0,1,0,1
Rpl31,3918,5341,4307,4504,13222,11459,12622,11299
Rpl31-ps1,0,1,2,1,2,1,1,4
Rpl31-ps10,0,2,3,1,3,4,6,5
Rpl31-ps11,1,0,0,0,0,1,0,1
Rpl31-ps12,0,0,0,0,0,0,0,0
Rpl31-ps13,0,0,0,0,0,7,4,2
Rpl31-ps14,0,0,0,0,0,0,2,0
Rpl31-ps15,0,1,0,0,3,1,0,3
Rpl31-ps16,0,2,2,4,1,4,1,3
Rpl31-ps17,0,1,0,1,1,3,2,0
Rpl31-ps18,0,0,0,0,1,2,0,1
Rpl31-ps20,0,2,0,1,3,3,2,0
Rpl31-ps21,0,0,0,0,0,0,0,1
Rpl31-ps22,0,0,0,0,0,0,0,0
Rpl31-ps23,23,16,27,32,0,0,0,0
Rpl31-ps24,0,0,0,0,0,0,0,0
Rpl31-ps4,0,0,0,0,0,0,0,0
Rpl31-ps5,0,0,0,0,0,0,0,0
Rpl31-ps6,1,1,0,0,0,1,0,0
Rpl31-ps7,0,0,0,0,0,0,0,0
Rpl31-ps8,172,222,213,204,613,476,549,535
Rpl31-ps9,1,1,0,1,1,1,0,0
Rpl32,9332,12865,9932,10601,27669,25451,27170,22381
Rpl32-ps,0,1,0,1,3,2,4,3
Rpl34,5985,8091,6518,6527,12627,12254,12652,10875
Rpl34-ps1,2,2,1,1,2,0,4,8
Rpl35,1623,2139,1674,1943,4975,4465,4835,4185
Rpl35-ps1,0,0,0,0,0,0,0,0
Rpl35a,3056,4328,3316,3460,8329,8075,8310,7200
Rpl35a-ps2,0,2,0,0,0,0,0,0
Rpl35a-ps3,0,0,0,0,0,0,0,0
Rpl35a-ps4,13,13,20,16,28,30,32,30
Rpl35a-ps5,1,3,3,1,4,3,5,5
Rpl35a-ps6,0,0,0,0,0,0,0,0
Rpl35a-ps7,1,1,0,0,1,0,0,0
Rpl36,3511,4924,3937,3923,8242,7769,8551,7023
Rpl36-ps10,0,0,0,0,1,0,0,0
Rpl36-ps2,10,4,3,8,7,4,11,13
Rpl36-ps3,1,0,1,0,0,1,0,0
Rpl36-ps4,0,0,0,0,0,1,0,0
Rpl36a,3667,4870,4058,3902,10791,9952,11009,8947
Rpl36a-ps1,0,0,0,0,0,2,0,1
Rpl36a-ps2,51,56,58,73,127,142,138,139
Rpl36a-ps3,0,0,0,0,1,1,0,3
Rpl36al,467,740,544,547,1027,947,1093,910
Rpl37,5001,7105,5384,5730,10801,10973,11308,9787
Rpl37a,5496,7822,6131,6398,13290,13332,13292,11488
Rpl37rt,275,424,269,302,543,595,573,553
Rpl38,2211,3219,2527,2541,4784,4848,5052,4482
Rpl38-ps1,0,0,0,0,4,0,2,0
Rpl38-ps2,10,13,11,8,16,20,12,15
Rpl39,3150,4272,3482,3338,8052,7327,7751,6731
Rpl39-ps,131,180,129,161,306,303,294,39
Rpl39l,39,4,33,19,4,12,15,15
Rpl3l,0,0,0,0,0,1,0,0
Rpl4,28377,36770,30627,31259,70520,68069,70306,62425
Rpl41,5767,7746,6043,6327,12094,10253,11429,9901
Rpl48-ps1,0,0,0,0,0,0,0,0
Rpl5,9798,13170,10681,11142,30958,28616,30126,26432
Rpl5-ps1,9,23,18,18,53,37,45,54
Rpl5-ps2,1,5,2,2,14,12,6,4
Rpl6,7997,10588,9004,9171,19220,18179,19202,16995
Rpl7,12633,17030,13937,14623,30554,28768,30598,26617
Rpl7a,8302,10670,9125,9368,19727,17936,18611,17080
Rpl7a-ps10,1,0,0,3,1,0,4,4
Rpl7a-ps11,0,1,0,0,0,0,0,0
Rpl7a-ps12,0,1,0,1,0,1,0,0
Rpl7a-ps13,0,0,1,0,0,1,0,0
Rpl7a-ps3,0,2,1,0,1,2,2,1
Rpl7a-ps5,0,0,0,0,0,1,1,1
Rpl7a-ps7,5,6,6,2,14,17,10,9
Rpl7a-ps8,0,1,1,0,0,0,1,1
Rpl7a-ps9,0,0,0,0,0,0,0,0
Rpl7l1,1697,1852,1654,1687,1887,1585,1664,1655
Rpl8,14909,20228,16622,17211,42612,40541,41162,37168
Rpl9,10836,14731,11867,12234,27103,25753,26791,23719
Rpl9-ps1,0,0,0,0,0,0,1,0
Rpl9-ps2,0,0,0,0,0,0,0,0
Rpl9-ps3,0,0,0,0,0,0,0,0
Rpl9-ps4,0,0,1,0,2,1,0,0
Rpl9-ps5,0,0,0,0,0,0,0,0
Rpl9-ps6,167,235,186,201,452,384,412,389
Rpl9-ps7,1,3,3,5,6,10,9,3
Rpl9-ps8,0,0,0,0,0,0,0,0
Rpl9-ps9,0,0,0,0,0,0,0,0
Rplp0,21228,27973,22452,24052,68587,61121,63417,58386
Rplp0-ps1,1,2,0,0,1,4,3,3
Rplp1,21537,31362,23743,24839,57504,56241,57822,48509
Rplp1-ps1,1,0,0,0,2,2,0,0
Rplp2,11379,15835,12602,12710,27926,26669,27668,24025
Rpn1,2686,3109,2792,2752,2476,2416,2312,2452
Rpn2,4397,5143,4582,4527,4198,4251,4321,4157
Rpp14,246,237,236,245,355,276,294,280
Rpp21,331,405,345,382,501,513,500,517
Rpp25,0,2,0,1,0,1,0,0
Rpp25l,286,364,297,298,328,302,327,307
Rpp30,186,184,187,178,223,174,184,180
Rpp38,102,126,112,114,198,183,171,181
Rpp40,66,63,59,51,168,163,149,140
Rpph1,6,4,4,7,5,12,4,8
Rprd1a,284,206,213,242,245,189,165,163
Rprd1b,1482,1365,1424,1373,1743,1407,1436,1476
Rprd2,2953,2490,2938,2901,2810,2511,2489,2830
Rprm,0,1,0,3,0,0,0,0
Rps10,3728,5237,4070,4260,10049,9812,9753,8945
Rps10-ps1,89,140,120,102,266,286,291,267
Rps10-ps2,16,49,23,38,57,51,65,73
Rps10-ps3,0,0,0,0,0,0,1,0
Rps11,11681,16449,13491,13715,32512,29509,32443,27412
Rps11-ps1,2,4,7,9,9,18,14,8
Rps11-ps2,0,2,2,3,3,6,3,5
Rps11-ps3,2,0,1,1,0,0,1,2
Rps11-ps4,1,2,1,0,2,2,4,0
Rps11-ps5,1,0,0,0,0,0,0,0
Rps12,9625,13061,10535,10801,22655,20967,22426,19081
Rps12-ps1,0,0,0,0,0,0,0,0
Rps12-ps10,17,33,19,25,49,42,52,46
Rps12-ps16,0,0,0,0,0,0,0,1
Rps12-ps19,0,1,2,1,3,5,3,0
Rps12-ps26,1,2,3,1,4,3,4,2
Rps12-ps3,0,0,0,0,0,0,1,0
Rps12-ps5,0,1,0,1,0,0,1,2
Rps12-ps7,0,0,0,0,0,0,0,0
Rps12-ps9,0,2,1,3,3,1,1,3
Rps12l1,1,0,0,0,0,1,1,0
Rps12l2,2,0,0,0,2,1,2,3
Rps13,7851,11205,8598,9058,19207,18313,19124,17135
Rps13-ps1,3,3,1,6,10,10,4,11
Rps13-ps2,236,293,227,266,570,487,580,559
Rps13-ps4,10,15,9,14,10,13,8,11
Rps13-ps5,0,0,0,2,0,2,1,1
Rps13-ps6,0,0,0,1,0,0,0,0
Rps13-ps7,0,0,0,0,0,0,0,0
Rps14,11602,15808,12815,13006,28810,26369,27606,24148
Rps15,12561,19037,14422,14998,32473,32299,33463,28495
