Unnamed: 0,stat,padj,log2FC_TCvsB6
Gm4349,0.399755,0.710013,0.0550268
Gm15692,0.39764,0.710041,0.0397283
Gm15893,-0.399212,0.710081,-0.0715899
Zfp870,-0.405943,0.710112,-0.0360641
Ciao1,-0.390228,0.71012,-0.0335289
Gm14890,0.396314,0.710135,0.0592472
Gm26435,0.390503,0.710172,0.0829615
Acvr1,-0.393879,0.710183,-0.0336257
Utf1,0.423455,0.710204,0.0423672
Olfr1263,0.400756,0.710285,0.060764
Gm26329,0.390386,0.71033,0.0379128
Gm25990,0.392019,0.710338,0.0387726
A730089K16Rik,0.395776,0.710412,0.0536882
Taok2,0.389505,0.710484,0.0150662
Gm26402,0.389388,0.710494,0.0373541
Myb,-0.389467,0.710504,-0.0701969
Vmn1r-ps48,-0.394115,0.710524,-0.030081
Emp2,0.389224,0.71055,0.0297234
Vmn1r173,0.391212,0.710582,0.0800587
Chrnb3,0.391879,0.710588,0.0292177
Gm13778,-0.395804,0.710599,-0.0308267
Gm12788,-0.408684,0.710609,-0.0313165
Impa2,-0.395982,0.710615,-0.0291312
Dhx38,-0.389227,0.710631,-0.0208431
Gm6292,0.397907,0.710675,0.0336618
Tmem125,0.390856,0.710688,0.0403027
Gm23038,-0.396845,0.710718,-0.0489654
Gm25633,0.392199,0.710723,0.0806981
Ppm1l,0.392999,0.710724,0.0190705
Gm12359,0.389565,0.710754,0.0322301
Upp2,0.391935,0.710766,0.0223978
Olfr1342,-0.395218,0.71079,-0.124937
A230071N21Rik,0.39803,0.71079,0.0278792
Pycr1,-0.392226,0.710809,-0.0406573
Gm25903,-0.389238,0.71082,-0.0639829
Gm10176,-0.398558,0.710857,-0.0586826
Olfr24,0.397059,0.710981,0.0527504
Laptm4a,-0.391479,0.710986,-0.0271187
Ajuba,-0.39028,0.711014,-0.0308857
Loxl2,0.396261,0.711042,0.0334931
Ifitm6,-0.393072,0.71106,-0.0296357
LOC101056136,0.396828,0.711089,0.0334193
Gm20083,-0.389362,0.711093,-0.0188001
Gm14239,-0.398974,0.711094,-0.0286414
Gm15063,0.391885,0.711102,0.0736327
Tmc8,0.389974,0.711136,0.0504645
Gm13205,-0.39359,0.711144,-0.0458986
C920011F04Rik,0.390017,0.711167,0.0446214
Dnajc4,-0.388343,0.711169,-0.0259492
Olfr739,-0.388677,0.711253,-0.0592264
Gm26898,0.390527,0.71133,0.0340244
Sptbn2,0.388106,0.711334,0.021224
Sec61b,-0.389431,0.711336,-0.0288192
Bche,0.392841,0.711354,0.0422299
Spag9,0.38905,0.711356,0.0375896
Lypd5,-0.390526,0.711375,-0.0250186
Gm23564,0.392899,0.711515,0.0263962
Gm4810,0.388831,0.711525,0.0530962
Gm11360,0.388763,0.711525,0.0303405
Gm16353,-0.38795,0.71154,-0.0603585
Sp100,0.399624,0.711552,0.0359039
Ddrgk1,-0.388638,0.711614,-0.0253844
Gm12903,0.408989,0.71162,0.0610639
Aqp3,-0.421291,0.711637,-0.0716173
Vmn1r57,0.390768,0.711677,0.0503875
Gm22131,0.408056,0.711683,0.0897611
Gm16536,-0.398468,0.711703,-0.0326084
Gm11442,0.400067,0.711782,0.0572625
Vmn1r28,0.391426,0.711792,0.0181576
Gm22698,-0.416032,0.711827,-0.0294464
Gm26773,-0.391083,0.711845,-0.0614984
Crls1,-0.38745,0.711862,-0.0421687
Plekhg1,-0.390258,0.712016,-0.0403264
Gm12424,0.405636,0.712049,0.0756582
Olfr1004-ps1,0.394248,0.712118,0.0437856
Higd1c,0.391831,0.712126,0.0238199
mmu-mir-6371,-0.38704,0.712176,-0.0616921
Mir6371,-0.38704,0.712176,-0.0616921
1700010I02Rik,0.415965,0.712192,0.0586591
Arhgap27os3,0.388001,0.712314,0.0649251
Prap1,0.389488,0.712348,0.0467658
Nipbl,-0.395971,0.712382,-0.0397956
Gm10378,-0.388682,0.712415,-0.0297071
Lsg1,-0.387616,0.712425,-0.0257384
Gm22063,0.389794,0.712444,0.0956883
Gm12716,0.386971,0.712466,0.028773
4930405O22Rik,-0.390448,0.712471,-0.0837648
Cebpd,-0.38756,0.712534,-0.0574244
Fam132a,0.386961,0.712547,0.0359769
Gm16139,-0.404103,0.712556,-0.068231
Gm15542,0.386901,0.712604,0.0546491
Rnf31,0.387282,0.71261,0.0199035
D930007P13Rik,0.409011,0.712625,0.0386129
Zfc3h1,0.398048,0.71278,0.0289364
Gm26841,0.418669,0.712873,0.0460452
Rap2c,0.39182,0.712879,0.0296448
Gm4211,-0.388985,0.712906,-0.0461393
Gm5473,-0.387991,0.712975,-0.0325783
E030024N20Rik,0.386449,0.713041,0.0785108
Gm8215,0.385847,0.713163,0.0324034
Gm8601,-0.415104,0.713165,-0.0410605
Map4k3,0.385431,0.713212,0.0177367
Gipc1,-0.389405,0.713214,-0.0137193
Rnd1,0.387014,0.713229,0.0392247
4930521E06Rik,-0.385535,0.713232,-0.0300292
Gm24944,0.400358,0.713243,0.0483963
Wdr45,-0.396583,0.713304,-0.0317156
Pou3f3,0.385773,0.713314,0.0233006
Galnt11,-0.385227,0.713365,-0.0187509
Gm23134,0.396611,0.713368,0.0658005
Zmynd19,-0.392753,0.713415,-0.0227327
Upk2,0.388425,0.71342,0.0503385
Ppp2r3d,-0.389373,0.713455,-0.0530269
Hyls1,-0.390433,0.713482,-0.0313682
Mir654,0.385,0.713518,0.0672019
Gm8935,-0.396419,0.713532,-0.0348308
Lipn,0.391557,0.713625,0.0368499
Gm25245,0.385803,0.713629,0.0839148
Slc25a47,0.386637,0.713634,0.0315912
Aff1,0.385479,0.713682,0.0221398
Glb1l,0.386761,0.713727,0.0148357
2310009A05Rik,0.395005,0.713727,0.0303175
Olfr1202,0.385152,0.713811,0.0512068
Gm19362,0.387844,0.713821,0.0427362
Isca2,0.38822,0.713889,0.0415318
Pnpla1,-0.385778,0.713917,-0.0335556
Gm23012,-0.388553,0.713941,-0.0428039
Pla2r1,0.38524,0.713974,0.0177442
4921533I20Rik,0.384733,0.714012,0.0304484
Naglu,-0.386011,0.714106,-0.0172355
9830144P21Rik,0.387787,0.714186,0.0404514
Lpin1,-0.40017,0.71419,-0.0342902
Lrp3,-0.412998,0.714264,-0.0422024
Dync1i2,0.384288,0.71428,0.0182266
Olfr1282,0.389761,0.714327,0.0360162
Gm13612,0.387553,0.714333,0.0127107
Lrrfip1,-0.388549,0.714346,-0.014292
Rbm4,-0.395341,0.714377,-0.0221035
Gm16012,0.394734,0.714405,0.0802942
Mir3065,0.387922,0.714447,0.0229383
Gm25646,0.389764,0.714448,0.0302325
Gm10562,-0.391875,0.714514,-0.0392625
Gm2927,0.383511,0.714565,0.0526845
Ccny,-0.409002,0.714573,-0.0289501
Hps6,0.416353,0.714677,0.0262495
Fzd10,0.387538,0.714701,0.059372
Dgke,-0.383377,0.714722,-0.0221006
Adam6a,0.3969,0.714728,0.0686616
RP23-349I13.3,-0.38714,0.714753,-0.0579259
S1pr1,-0.404462,0.714766,-0.0737996
Gm14182,0.383224,0.714785,0.0481228
Mir3089,0.38759,0.714791,0.0636325
Paox,-0.383192,0.714834,-0.0269843
Gm22324,0.383297,0.714836,0.0385889
Gm25654,0.400538,0.714841,0.0863229
AK157302,-0.39566,0.714898,-0.0197163
LOC101056195,0.409808,0.714899,0.0529458
LOC101056195,0.409808,0.714899,0.0529458
Lrrc14,-0.383015,0.714916,-0.013495
Tbca,-0.391596,0.714919,-0.0354673
Gm5764,0.391131,0.714921,0.0392862
Ano10,0.384623,0.714936,0.0380809
BC068281,0.384479,0.714939,0.0163515
Olfr1239,0.383624,0.714999,0.0417279
4930445N06Rik,0.383831,0.715059,0.0564668
Hddc2,0.384101,0.715069,0.0226999
Itga6,-0.3866,0.715081,-0.0368501
Gm10250,-0.388005,0.715083,-0.0377754
Lamtor1,-0.384303,0.71512,-0.0288357
Gm23986,0.38409,0.71524,0.0259695
Mir5099,0.396161,0.715269,0.0306026
Mir5099,0.396161,0.715269,0.0306026
Gm379,0.391271,0.715273,0.0401269
Gm17169,-0.405028,0.715282,-0.0454913
Bai3,0.386988,0.715295,0.0185117
Mir7222,0.383254,0.715306,0.0361456
Rpl8,-0.398674,0.715353,-0.0261171
Gm12912,0.384499,0.715358,0.041267
Stfa1,-0.383036,0.715384,-0.049953
Myl6b,0.392355,0.71539,0.0410985
Rps19,-0.390268,0.715418,-0.0343696
Gm25889,0.40785,0.715453,0.0574682
Gm24217,-0.386618,0.715465,-0.0384657
Cysltr2,0.38308,0.715471,0.0577974
Gm13670,0.410828,0.715471,0.0904202
4930401C15Rik,0.390094,0.715491,0.0317685
Paqr3,0.394703,0.715514,0.045586
5830462I19Rik,0.387175,0.715539,0.0371837
Gpr37l1,0.397539,0.71554,0.0525327
Arfgap2,-0.384395,0.715556,-0.0212938
Gm15092,0.383406,0.71561,0.0360011
Fam49a,0.40107,0.715645,0.0559181
n-R5s115,0.388418,0.715675,0.102875
Zfy1,-0.381932,0.715684,-0.0309788
Gm19818,-0.384262,0.715768,-0.0352933
Gm15756,0.415277,0.715768,0.0329361
Mettl4,0.388217,0.715797,0.0292494
4933429O19Rik,0.383349,0.715813,0.0211909
Flii,0.38188,0.715834,0.0112521
Slc26a11,0.382748,0.715858,0.0509434
Olfr197,-0.381995,0.715867,-0.0520712
Gm15852,-0.386277,0.715897,-0.0421587
Gm5471,0.398416,0.715903,0.0365077
Runx3,0.393221,0.715932,0.0437772
Usp17lb,0.389487,0.715963,0.0614717
Ms4a6d,-0.382751,0.715973,-0.0217682
Snapin,-0.400967,0.715991,-0.0551036
Ift20,0.392321,0.716043,0.0531456
Murc,0.387816,0.716055,0.0592327
Mfap1b,0.394339,0.716059,0.0354215
Gm5745,0.381757,0.716061,0.0194534
2810025M15Rik,0.40835,0.716091,0.064348
Mir547,-0.395702,0.716103,-0.061318
Gm16372,0.402252,0.716138,0.0588016
Gm24200,0.404889,0.716145,0.0250607
Vmn1r157,0.383035,0.716177,0.0212323
Gm10355,0.384558,0.716317,0.0429646
Rab31,0.404138,0.716326,0.0226097
Fam220a,-0.380941,0.716387,-0.0344178
Hes2,0.381538,0.71639,0.0281746
Rbm14-rbm4,-0.386289,0.716422,-0.0206761
Tmem17,0.403634,0.716422,0.0396342
RP23-362A12.1,-0.394889,0.716426,-0.0488198
B930018H19Rik,0.382789,0.716434,0.0260553
A730020M07Rik,0.400133,0.716493,0.0508603
Gm26710,0.380776,0.716547,0.0446447
Exoc8,-0.380932,0.716576,-0.0353925
Gm5708,-0.382204,0.716583,-0.0193335
Eme2,0.384458,0.716597,0.0276025
Tenc1,0.397801,0.716635,0.0176367
Anapc15,0.381031,0.716651,0.0206038
Wee1,0.41098,0.716674,0.0600801
Gm13320,0.385274,0.716695,0.0296896
Hspa8,0.384369,0.716703,0.0227635
Gm15841,-0.393505,0.716717,-0.0475908
Plbd1,0.387238,0.716743,0.0403217
Zfp775,-0.382436,0.716797,-0.0284801
Arid3b,0.395575,0.716878,0.0399757
Gm10713,0.410068,0.716929,0.0300975
Rit1,0.380179,0.716939,0.0446148
Ifng,0.387454,0.716972,0.0855738
Gm4107,-0.388923,0.717001,-0.0418909
Gm22728,-0.403206,0.717059,-0.0595433
Hao1,0.380134,0.717136,0.0281323
Gm11393,0.391784,0.71722,0.0388738
Gm26131,0.380354,0.717244,0.0410645
Zfp281,-0.384945,0.717255,-0.0261673
Mir344e,-0.386355,0.717277,-0.0268609
Gm15801,-0.392638,0.71731,-0.0343513
Gm8783,-0.392638,0.71731,-0.0343513
Mrpl32,0.38691,0.71732,0.0410608
Mir138-1,0.380655,0.717332,0.0746076
Wrn,0.386037,0.717389,0.0194741
Car15,-0.383008,0.71741,-0.044694
Gm24951,0.397225,0.717452,0.0929269
Tmem70,-0.389441,0.717463,-0.0345217
Gm17131,-0.383323,0.717491,-0.0647754
1700030A11Rik,-0.385309,0.71751,-0.0422715
Gtf3c1,0.385718,0.717582,0.0132598
Zmat5,0.385249,0.717584,0.0255204
2410124H12Rik,-0.379287,0.717597,-0.0275558
Izumo1,-0.402924,0.717612,-0.0370935
Gm6541,-0.398711,0.717631,-0.103669
Adm2,0.382894,0.717643,0.0437812
Olfr1,-0.382967,0.717648,-0.0561958
Gm4978,0.386173,0.717651,0.0270547
Gm15146,-0.400715,0.717703,-0.0686518
Olfr1030,0.401319,0.717767,0.0690454
Malt1,-0.380432,0.717854,-0.03794
Gm16058,0.385097,0.717894,0.0350943
Hbb-bh0,-0.384613,0.717903,-0.0261328
Camk2b,-0.387783,0.717909,-0.106013
Gm20274,-0.396844,0.717917,-0.0646816
Gm5218,0.401313,0.717919,0.0450077
Olfr150,0.383505,0.717924,0.0464825
Lsmem1,0.379504,0.717942,0.0356688
Gm3644,0.379783,0.717953,0.0501521
Olfr1454,0.391022,0.717971,0.04543
Kremen2,0.379512,0.717981,0.0280673
Adamts8,0.392913,0.718023,0.0418825
4933415F23Rik,0.380619,0.718089,0.0671751
Alkbh4,-0.382034,0.718126,-0.0269867
Fam129b,0.394386,0.71826,0.0335151
Acot5,-0.398661,0.718304,-0.0410595
Gm2885,0.381597,0.718342,0.0498909
Npas3,0.384215,0.718401,0.0283127
Gm14211,-0.380957,0.718413,-0.0423955
Cyb561a3,0.381986,0.718415,0.0227385
Cnot1,-0.382093,0.718424,-0.0238494
Vmn1r41,-0.378029,0.718426,-0.075499
Gm23066,0.379031,0.718463,0.0308769
Gm25407,0.386094,0.718474,0.0348501
Gm18006,-0.380417,0.718616,-0.0554558
Rad50,-0.37783,0.718659,-0.0279877
Gm17732,-0.407005,0.718662,-0.0848644
Olfr1512,-0.378771,0.718684,-0.026669
Aqp9,0.37822,0.718692,0.0180285
Serpinb12,0.377944,0.71872,0.0229856
Olfr1494,-0.381848,0.718741,-0.0263425
Gm15045,0.3795,0.718812,0.0389056
Gm15042,0.3795,0.718812,0.0389056
Gm11974,-0.386242,0.718832,-0.0376822
Gm25277,-0.378137,0.718844,-0.0153585
Gm11980,-0.396076,0.718858,-0.0235982
9130023H24Rik,-0.384792,0.718896,-0.0414865
Gm1553,0.378623,0.71891,0.0303555
Foxk2,-0.379185,0.718964,-0.0210558
3000002C10Rik,0.390074,0.718965,0.0205925
Gm20682,0.396173,0.718968,0.0337063
Dnm2,-0.379256,0.718989,-0.0272085
Gm11958,0.381133,0.719008,0.0544628
H2-DMa,0.381463,0.719062,0.0208494
C5ar2,-0.393795,0.719095,-0.0687042
Hmgcl,0.382747,0.719116,0.0235085
Kptn,-0.379175,0.719124,-0.016534
Zfp87,-0.377121,0.719158,-0.0286218
Cox5b,-0.377468,0.719262,-0.0419423
Hinfp,-0.39954,0.719314,-0.0249715
Gm13277,-0.376969,0.719316,-0.0624112
Gm5624,-0.377486,0.719348,-0.0342809
Gm15407,0.402614,0.719433,0.0786235
Gm13286,-0.390793,0.719454,-0.0376449
Kbtbd8,-0.381548,0.719655,-0.0230929
Gm12466,-0.384628,0.719683,-0.0200933
Wrap73,-0.397006,0.719683,-0.0371291
Gm25805,0.386947,0.719699,0.0511731
Mir296,-0.383926,0.719736,-0.0392104
Gm23426,0.380775,0.719869,0.0409236
n-R5s80,0.381219,0.7199,0.0381762
Olfr462,0.377802,0.719907,0.037801
Gm24310,-0.378196,0.71994,-0.0321409
Gm11361,-0.376015,0.71995,-0.0220706
Lrrc17,0.377812,0.719966,0.0108513
Psmb4,-0.378763,0.720011,-0.0207473
Zfp51,0.380593,0.72006,0.0231193
Creb1,0.401392,0.720077,0.0163026
Klra23,-0.376984,0.720114,-0.0342441
Gm11478,0.378753,0.720128,0.0109423
Gm22082,0.376218,0.720197,0.0467116
Esp8,0.399441,0.7202,0.0837576
1110008P14Rik,0.384345,0.72028,0.0361367
Vmn1r-ps128,-0.375463,0.720322,-0.0655052
Gm4302,0.376333,0.720334,0.0162724
Bckdha,0.383745,0.720392,0.0246028
2010107G23Rik,0.378233,0.720406,0.0333058
Gm11534,0.394453,0.720433,0.0263789
Gm16545,-0.376469,0.720492,-0.0232478
Olfr294,-0.392588,0.720506,-0.093059
Gm12627,0.38922,0.720568,0.0238328
Gm6083,0.380844,0.720627,0.0333381
Gm22117,0.378577,0.720628,0.0620068
Gm4910,0.408301,0.720645,0.042571
Inpp5d,0.380908,0.720661,0.0429702
Arhgap1,-0.378736,0.720663,-0.0393469
Fbxo39,0.375038,0.720694,0.031448
Gm24527,0.375416,0.720708,0.0369342
4930533I22Rik,0.376785,0.720817,0.0300251
Gm26457,-0.37744,0.720889,-0.0414776
Gm22955,0.379132,0.720923,0.0586289
Gm20428,0.379585,0.720973,0.0477246
BC050972,0.382011,0.720985,0.0355047
Gm12643,-0.378254,0.720989,-0.0306429
Gm18201,-0.385803,0.721003,-0.0585298
Klrc1,-0.387783,0.721027,-0.0255666
Gm11686,-0.403728,0.721038,-0.0367123
4930553C11Rik,0.374405,0.721041,0.0424529
Gm7731,0.39155,0.721041,0.0658776
Gm14500,0.375022,0.721047,0.0427168
Gm23700,-0.380577,0.721055,-0.0396324
D5Ertd683e,0.382119,0.721092,0.0506856
Gm26002,0.389608,0.721114,0.0546225
Pdha2,-0.377698,0.721284,-0.0418783
Rgs9bp,0.380567,0.721343,0.0367198
Bckdhb,-0.375115,0.72137,-0.0381757
Gm22421,0.374119,0.721378,0.0794374
Kpna1,-0.380718,0.721399,-0.0253783
Vmn1r-ps24,0.375348,0.721412,0.0597019
A230083G16Rik,0.373767,0.721437,0.036038
Caskin2,0.388761,0.721542,0.0238828
Mir26a-1,0.388353,0.721655,0.06083
Paqr9,0.373392,0.72171,0.0571515
Zhx1,-0.374576,0.721711,-0.0159061
Serpinb3d,-0.382475,0.721712,-0.0260361
Sult2a3,0.37502,0.721723,0.03196
Gm26139,0.394099,0.721731,0.0423901
Gm25354,-0.391076,0.721737,-0.0656527
BC043934,0.37346,0.721762,0.0283216
Fbxo36,0.386614,0.721772,0.0394214
Rad51d,0.388424,0.721776,0.0462499
Olfr172,-0.405097,0.721788,-0.0952852
Gm21824,0.394516,0.721826,0.0499609
Cox7b2,0.373405,0.721838,0.051716
Rbak,0.373488,0.721872,0.0251671
Gm23230,0.374652,0.721883,0.0560169
Eif2s2,-0.376673,0.721904,-0.0179162
Gm13796,0.373465,0.721925,0.0746377
Gm22764,0.373841,0.721942,0.0404981
Gm1604b,-0.374481,0.72195,-0.0172052
2410152P15Rik,0.373797,0.721969,0.0447741
Chst7,0.373623,0.721977,0.0315214
AU018091,0.372975,0.722012,0.0165757
Rdh14,0.373092,0.722049,0.0295116
Mir126b,0.3811,0.722069,0.062875
Rbm31y,0.373088,0.722082,0.051325
Vmn2r-ps21,-0.372902,0.722089,-0.0308087
4930544L04Rik,-0.39389,0.722105,-0.0495709
Gjd3,0.373451,0.722159,0.0265167
Zfp202,-0.37415,0.722209,-0.018244
Tmem57,0.384503,0.722224,0.0250502
Asxl2,0.37307,0.72229,0.0250638
Gm25828,-0.372916,0.722306,-0.0387718
Gm6044,-0.379821,0.722324,-0.0271844
Srbd1,-0.372725,0.722346,-0.0352241
Ankle2,-0.373092,0.722414,-0.0185134
Gm13570,-0.373738,0.722448,-0.0461268
Gm5451,-0.376055,0.722516,-0.0158848
Gm6613,-0.385844,0.722547,-0.0156547
Gm7361,0.37218,0.722576,0.0329673
Gm23608,0.372333,0.722618,0.0235389
Olfr201,-0.372341,0.722627,-0.0239
Als2cr11,0.372241,0.722656,0.0330099
Jak1,-0.383415,0.72273,-0.0236529
Gm24232,0.375552,0.72276,0.0296985
Gm10220,0.371785,0.72283,0.0685735
Gm17096,0.382511,0.72283,0.0941992
Vmn1r88,0.378286,0.722853,0.0499439
Gm23059,-0.380739,0.722896,-0.0242679
Prkar1a,-0.372104,0.722901,-0.0133553
Acad8,-0.371609,0.722976,-0.0229362
Gm25882,0.377394,0.723015,0.0619148
Gm13529,-0.380641,0.723029,-0.0212217
Gm25428,0.377678,0.723038,0.042393
Etfdh,-0.371904,0.723054,-0.0151954
Gm26339,-0.392678,0.723091,-0.0484728
Ltb4r2,0.376057,0.723123,0.0494019
4933427J07Rik,0.371324,0.72317,0.0508835
BC003965,-0.377376,0.723235,-0.0314688
Krtap19-5,-0.371455,0.723268,-0.0392818
Gm21802,0.379432,0.723308,0.0566938
Tmem191c,-0.372428,0.723325,-0.0209938
Cplx3,0.378796,0.723412,0.0707358
Spag7,-0.372426,0.723436,-0.0230296
Vmn1r167,0.379489,0.723438,0.0294406
Gm24801,-0.374735,0.723471,-0.0213034
BC035044,-0.395675,0.723484,-0.0444684
Gm11420,0.371478,0.723485,0.0436123
Gm10278,-0.382051,0.723512,-0.0400073
Gm6803,-0.37738,0.723512,-0.0217601
Ppp1r13b,0.375564,0.723517,0.0466841
4930503H13Rik,0.376129,0.723539,0.0330691
Gm16014,0.3871,0.72359,0.0692886
Nadk2,0.374597,0.723596,0.0111529
Spata5l1,-0.374135,0.723613,-0.0266055
Crlf1,0.381025,0.723691,0.0356522
Gm11882,0.388833,0.723746,0.0319314
Tarm1,0.372699,0.723747,0.0389308
C230013L11Rik,-0.376875,0.723753,-0.0497844
Gm4875,0.384251,0.723769,0.0600247
Gm25555,-0.37179,0.723778,-0.0323791
Gm24961,-0.374809,0.723794,-0.0454894
Gm22958,0.386009,0.723802,0.0582274
Brinp2,-0.39176,0.723806,-0.0409127
2310067B10Rik,0.372672,0.723863,0.0189123
Xlr4d-ps,0.37219,0.723887,0.0347406
Gm15905,0.370277,0.723899,0.0309587
Gm13665,-0.371354,0.723909,-0.0214123
Sprr2b,-0.374515,0.724015,-0.0284768
D17H6S53E,0.370928,0.724026,0.0365492
Rhox2d,0.370194,0.724074,0.0414981
Gm23637,0.374808,0.72409,0.0525998
Hey2,0.370022,0.72411,0.0109026
E130018O15Rik,-0.376514,0.724112,-0.0450833
4933402J07Rik,0.384282,0.724147,0.0542393
Gm22327,-0.400119,0.724224,-0.0922293
Hmga1-rs1,0.391747,0.724237,0.0576149
Gm16358,0.392285,0.724327,0.0475291
Tmx2,0.373616,0.724395,0.0211242
Gm12362,0.370141,0.724398,0.0172862
Gm22665,-0.372987,0.724558,-0.0225973
Igh-V11,-0.396859,0.724615,-0.30808
Gm5958,0.371037,0.724654,0.0348212
Gm8818,0.373388,0.724723,0.0670575
Gm13091,0.375078,0.724724,0.0329087
Gm15544,0.372032,0.724731,0.0700885
Shisa3,-0.384478,0.724741,-0.0525169
Rps21,-0.369811,0.724813,-0.020425
Npy1r,0.369638,0.724817,0.0175992
Gm16032,0.369308,0.724851,0.0618787
Gm26907,0.376469,0.724869,0.0383015
Gm23672,0.375508,0.72492,0.101492
Gm11987,0.381168,0.724921,0.0616717
Gm5822,0.368885,0.725004,0.0401038
Ccnt2,-0.370661,0.725082,-0.0264714
Stk11,0.368895,0.725109,0.0222283
Vmn1r127,0.371148,0.725112,0.0691958
Gm6904,0.372463,0.725185,0.0176972
Gm25797,0.392913,0.725259,0.0534657
Gm22011,0.374577,0.72526,0.0202747
Gm22950,0.377054,0.725315,0.105955
Gm16146,-0.373018,0.725348,-0.0509165
Olfr1358,0.393953,0.725384,0.0559356
Gm17102,-0.374756,0.725405,-0.0179317
Pkn2,-0.37193,0.725405,-0.0231404
Csnka2ip,0.374421,0.725407,0.0317298
Gm13885,-0.378392,0.725435,-0.0575883
Gm15573,-0.393469,0.725436,-0.0526424
Lcn11,-0.371915,0.725439,-0.030915
Zdhhc20,-0.381214,0.725448,0.0213378
Tmco6,0.37077,0.725448,-0.0398867
Gm2800,-0.376751,0.725455,-0.0804003
Tepp,0.369251,0.725479,0.0183911
Gm23170,0.368836,0.725527,0.0590851
Ick,0.368477,0.72557,0.0272799
Gm9017,0.36831,0.72562,0.0468023
Cacybp,0.372915,0.725629,0.0398671
Mir3085,0.370118,0.725695,0.0255219
Wdr81,-0.370297,0.725698,-0.0149952
4933402N22Rik,-0.367704,0.725725,-0.0487496
Gm8355,0.370019,0.725732,0.0323077
Gm16513,0.383292,0.725821,0.0437913
Gm8878,-0.368676,0.725822,-0.0253708
1700046C09Rik,0.397191,0.725823,0.0409136
Gm13088,0.368119,0.725874,0.0288163
Gm12151,0.368289,0.725877,0.0304924
Gm15996,0.37673,0.725928,0.0529848
Mob1a,-0.383833,0.725934,-0.0275688
Gm24561,0.37255,0.725987,0.0338407
Pira6,-0.367969,0.72602,-0.024769
Mir374b,0.372162,0.726045,0.0262129
Gm26547,0.36871,0.726123,0.0485787
4933424G05Rik,-0.371099,0.726157,-0.0393083
Btg1,-0.367097,0.726165,-0.0802159
Gm23171,-0.367339,0.726222,-0.0786123
Gm18594,-0.371373,0.726242,-0.0186075
Tsnaxip1,-0.367146,0.726254,-0.0284177
Atraid,0.375127,0.726256,0.0318056
Tigit,0.388348,0.726279,0.0336668
Gm20674,0.380877,0.726283,0.0581786
A130050O07Rik,0.367403,0.726292,0.0333968
Atp6v1g3,-0.370114,0.726315,-0.0307953
Foxa3,-0.367568,0.726345,-0.0241519
BB085087,-0.368184,0.726366,-0.0694904
1700010K24Rik,0.366679,0.726458,0.0370777
Olfr214,-0.368764,0.72646,-0.057699
Gm5919,-0.366867,0.726471,-0.0403953
Znrd1,-0.368139,0.726534,-0.0386855
Obp2b,0.382443,0.726535,0.0344289
Olfr1094,-0.38072,0.726685,-0.0442043
Gm22401,0.372505,0.726686,0.0316184
Gm16333,-0.366343,0.726694,-0.0286435
Gm23721,0.375471,0.72676,0.0841235
Gm22986,0.367149,0.72679,0.0425092
Sdccag3,-0.368733,0.726793,-0.026825
Gm13487,-0.379352,0.726804,-0.0511121
Ubl5,0.367088,0.72685,0.0282517
Gm26713,0.367846,0.726871,0.0494304
Vmn2r-ps36,-0.378408,0.72691,-0.043395
Casp3,-0.369164,0.726918,-0.0361013
Gm24267,0.368269,0.726925,0.0816348
Rbm6,-0.372935,0.726969,-0.0177126
n-R5s156,0.384319,0.726973,0.087373
Gm7592,0.392749,0.727049,0.0325673
Gif,0.366831,0.72706,0.0279193
Pcdhb18,0.366033,0.727078,0.0681964
Gm3415,-0.368734,0.727098,-0.0178279
Gm24950,0.3876,0.727108,0.0683317
Vmn2r33,0.373005,0.727152,0.0362651
Lrrc3b,0.370207,0.727158,0.0305994
Rpl13-ps5,-0.380047,0.727203,-0.0394988
Gm10844,-0.372298,0.727204,-0.0383034
Gm23238,-0.381874,0.727242,-0.0751336
Olfr379-ps1,-0.37808,0.727358,-0.0349272
Rsg1,-0.382487,0.727366,0.0581716
Mkl1,0.375132,0.727366,-0.0569405
Chpt1,0.365484,0.72737,0.0270364
Prss3,0.372869,0.727391,0.0302077
Gm22614,-0.388663,0.727393,-0.0924777
Gm25890,-0.388663,0.727393,-0.0924777
Gm7584,-0.390716,0.727494,-0.0227766
Gm19424,0.372557,0.727528,0.0221185
Eif1ax,-0.370084,0.727538,-0.0275621
Chd8,-0.365278,0.727582,-0.0241783
Mir7236,-0.36562,0.7276,-0.0530083
Gm24065,0.377484,0.727666,0.03376
Mrpl48-ps,0.366039,0.727674,0.0106274
Gm13544,0.367256,0.727713,0.0483878
Slc48a1,-0.365457,0.727723,-0.0161709
Lyrm2,-0.364838,0.727748,-0.0310387
Tmem194,-0.364838,0.727839,-0.0192472
Fstl4,0.373148,0.727842,0.0190743
Nrp2,0.375997,0.727858,0.0262744
Upk1a,0.387292,0.728025,0.0527755
Psma4,-0.383341,0.728051,-0.0118329
Ten1,0.370756,0.728091,0.0401473
Ubxn2a,-0.36431,0.728153,-0.0293189
Orai2,-0.374119,0.728156,-0.0270527
Ypel5,0.366674,0.728176,0.0118232
B9d2,0.364588,0.728225,0.0342568
Gm7995,-0.371334,0.728274,-0.0297762
Gm22021,-0.370505,0.728369,-0.0289705
Ier5l,0.365769,0.728443,0.0467947
Gm4468,-0.369969,0.728465,-0.0287945
H2-Q7,0.365151,0.728475,0.0145351
