gene_name,B6-1-Tfh,B6-2-Tfh,B6-3-Tfh,B6-4-Tfh,TC1-Tfh,TC2-Tfh,TC4-Tfh
4833423E24Rik,0,0,0,0,0,0,0
4833428L15Rik,0,0,0,0,0,0,0
4833439L19Rik,1235,1152,1181,1164,1180,1016,1176
4833445I07Rik,15,17,18,11,17,18,17
4921504A21Rik,0,0,1,0,0,1,0
4921504E06Rik,0,0,0,0,0,0,0
4921507L20Rik,2,0,0,0,0,0,0
4921507P07Rik,30,26,27,24,26,25,22
4921508D12Rik,0,0,0,1,0,0,0
4921508M14Rik,0,0,0,0,0,0,0
4921513D11Rik,0,0,0,1,2,1,2
4921513I03Rik,1,0,0,0,0,0,0
4921514A10Rik,0,1,0,0,0,1,0
4921517D22Rik,0,1,0,1,0,0,1
4921518K17Rik,0,0,0,0,0,0,1
4921522P10Rik,0,0,0,0,0,0,0
4921523L03Rik,0,0,0,0,0,0,0
4921524J17Rik,399,426,355,389,392,345,416
4921528I07Rik,0,0,0,0,0,0,0
4921531C22Rik,68,50,50,57,35,29,41
4921536K21Rik,3,0,0,0,4,2,4
4922502D21Rik,0,0,0,0,1,0,0
4930402F06Rik,0,1,0,0,0,0,0
4930402H24Rik,563,507,630,572,831,745,896
4930403O15Rik,0,0,0,0,0,0,0
4930403P22Rik,2,0,0,2,0,3,0
4930404H24Rik,0,0,0,0,1,0,0
4930404I05Rik,0,1,0,1,1,0,0
4930404N11Rik,30,43,32,34,24,22,28
4930405A21Rik,2,2,5,6,7,14,15
4930405O22Rik,2,1,1,1,2,0,1
4930407I10Rik,0,0,0,0,0,0,0
4930412C18Rik,0,0,0,0,0,0,0
4930412F09Rik,0,0,0,0,0,0,0
4930412L05Rik,0,0,1,1,1,1,0
4930412M03Rik,16,18,12,8,16,6,16
4930412O13Rik,11,2,6,9,4,6,9
4930415F15Rik,4,5,1,6,3,7,7
4930415O20Rik,0,0,0,0,0,0,0
4930417H01Rik,1,0,1,0,1,2,0
4930422M22Rik,0,0,0,0,0,0,0
4930423C22Rik,0,0,0,0,0,0,0
4930426D05Rik,1,1,0,0,0,0,0
4930426I24Rik,2,2,0,1,1,0,2
4930426L09Rik,30,29,28,43,21,24,33
4930427A07Rik,195,142,124,166,156,120,110
4930428N03Rik,0,0,0,0,0,0,0
4930429F24Rik,5,5,8,4,4,8,9
4930430E12Rik,0,0,0,0,0,0,0
4930430F08Rik,154,144,124,159,129,106,147
4930431P03Rik,1120,887,960,878,882,771,1145
4930432B10Rik,0,0,0,0,0,0,0
4930432E11Rik,0,0,0,0,0,0,0
4930432K21Rik,39,40,37,28,20,23,23
4930432L08Rik,0,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0,0
4930435H24Rik,0,0,0,0,0,0,0
4930438A08Rik,1,0,0,0,0,0,0
4930439D14Rik,1,3,0,2,2,5,4
4930440I19Rik,0,0,0,0,0,0,0
4930442H23Rik,0,0,0,0,0,0,0
4930444A19Rik,2,0,0,1,0,0,0
4930444G20Rik,0,0,0,0,0,0,0
4930444M15Rik,0,0,0,0,0,0,0
4930444P10Rik,0,0,0,0,0,0,0
4930445N18Rik,0,0,0,0,0,0,0
4930447C04Rik,0,0,0,0,0,0,0
4930447F24Rik,1,1,1,0,0,0,0
4930448E22Rik,0,0,0,0,0,0,0
4930448K20Rik,2,1,0,1,0,2,0
4930451G09Rik,11,13,11,9,10,4,8
4930451I11Rik,0,0,0,1,0,0,0
4930452B06Rik,92,60,67,55,65,88,143
4930453H23Rik,0,0,0,0,0,0,0
4930453N24Rik,914,1059,1013,978,804,759,821
4930455B14Rik,0,0,0,1,0,0,0
4930455D15Rik,0,0,0,0,1,0,0
4930455G09Rik,0,0,1,0,1,0,1
4930456G14Rik,12,8,15,13,9,7,11
4930458D05Rik,3,2,1,2,1,0,3
4930465K10Rik,0,0,0,0,1,0,0
4930465M20Rik,1,2,0,0,1,0,0
4930467E23Rik,0,0,0,0,0,0,0
4930467K11Rik,0,0,0,0,0,0,0
4930469G21Rik,0,0,0,0,0,0,0
4930469K13Rik,8,8,7,8,2,2,4
4930470G03Rik,0,2,0,3,0,0,3
4930471C04Rik,0,1,0,0,0,0,0
4930471M09Rik,1,0,0,0,1,0,0
4930473A02Rik,0,1,0,0,0,0,0
4930479D17Rik,2,0,3,2,2,3,3
4930480K23Rik,85,57,40,50,40,42,40
4930481A15Rik,427,463,373,461,479,345,463
4930481B07Rik,14,16,18,19,16,13,14
4930483J18Rik,0,4,1,1,2,2,0
4930483K19Rik,0,0,0,0,0,0,0
4930486L24Rik,13,27,12,26,11,15,7
4930500F10Rik,4,1,3,1,2,0,0
4930500M09Rik,1,0,0,0,1,1,3
4930502E09Rik,2,0,0,0,0,0,0
4930502E18Rik,1,0,0,0,0,0,0
4930503B20Rik,0,0,0,0,0,0,0
4930503L19Rik,698,644,658,725,720,796,858
4930503O07Rik,0,1,0,0,1,0,0
4930505K14Rik,0,0,0,0,1,0,0
4930505N22Rik,0,0,1,0,2,1,0
4930506C21Rik,0,3,3,1,3,3,5
4930507D05Rik,0,1,0,0,1,1,0
4930509E16Rik,2,2,5,3,3,4,5
4930509G22Rik,7,10,7,8,6,5,15
4930510E17Rik,0,0,0,0,0,0,0
4930511A02Rik,0,0,0,0,0,0,0
4930512B01Rik,3,1,0,0,0,0,0
4930513N10Rik,20,17,20,14,12,16,15
4930515G01Rik,21,22,18,20,21,15,20
4930517J16Rik,2,2,8,0,5,1,3
4930517O19Rik,2,1,3,1,1,1,1
4930518I15Rik,56,38,54,53,60,52,84
4930519F09Rik,0,1,1,0,0,0,0
4930519G04Rik,0,0,0,0,0,0,0
4930519P11Rik,3,1,3,3,1,1,1
4930520O04Rik,68,69,52,61,50,59,61
4930522L14Rik,216,224,212,193,138,112,139
4930523C07Rik,2148,2119,2030,1859,1508,1483,1597
4930524B15Rik,0,1,0,0,1,0,0
4930524J08Rik,0,4,3,1,2,1,3
4930524O07Rik,11,7,8,12,6,8,8
4930525G20Rik,2,0,0,0,0,0,2
4930526A20Rik,0,1,0,2,4,1,0
4930532G15Rik,0,2,1,4,7,6,2
4930534D22Rik,0,2,0,0,1,0,0
4930535E02Rik,1,3,4,5,1,3,2
4930535I16Rik,0,0,0,0,0,1,0
4930535L15Rik,0,0,1,0,0,1,0
4930538K18Rik,5,1,6,7,6,5,10
4930539E08Rik,113,75,86,79,86,89,99
4930539J05Rik,26,8,11,19,21,18,23
4930540M05Rik,0,0,0,1,0,0,1
4930542C12Rik,4,0,2,1,0,3,2
4930544D05Rik,3,2,1,0,7,3,4
4930544G11Rik,0,0,0,0,0,0,0
4930544I03Rik,0,0,0,0,0,0,0
4930546C10Rik,0,0,1,1,2,0,1
4930547M16Rik,3,1,0,0,0,0,0
4930548H24Rik,1,1,1,0,3,3,0
4930550C14Rik,12,8,3,2,3,1,3
4930550L24Rik,0,0,1,4,0,0,0
4930551O13Rik,0,0,0,0,0,0,0
4930552P12Rik,1,1,4,2,1,0,1
4930553M12Rik,0,1,0,0,3,4,4
4930554G24Rik,1,0,0,0,0,0,0
4930555B11Rik,0,0,0,0,1,0,0
4930555G01Rik,0,0,0,0,0,0,0
4930555K19Rik,0,0,0,0,0,0,0
4930556G01Rik,0,1,0,0,0,0,0
4930556I23Rik,2,3,4,2,0,1,2
4930556J24Rik,0,1,0,0,0,0,0
4930556M19Rik,2,1,3,2,0,2,2
4930558J18Rik,140,104,88,104,109,94,113
4930558K02Rik,2,0,0,0,1,1,2
4930562C15Rik,0,0,0,0,0,0,0
4930562D21Rik,0,0,0,0,0,1,0
4930562F07Rik,0,1,0,1,0,0,0
4930563E18Rik,0,0,0,0,0,1,0
4930563E22Rik,12,11,13,13,6,8,8
4930564D02Rik,0,0,1,0,0,0,0
4930565N06Rik,1,0,0,0,2,0,0
4930566F21Rik,0,1,0,0,0,0,0
4930568A12Rik,25,25,24,18,12,19,10
4930568G15Rik,0,0,0,0,0,0,0
4930570G19Rik,0,0,0,0,0,0,0
4930570N18Rik,16,10,9,18,4,6,2
4930577N17Rik,24,25,22,22,19,13,18
4930578M01Rik,1,1,3,1,2,1,0
4930579C12Rik,9,5,12,8,3,9,3
4930579F01Rik,0,0,1,0,0,0,0
4930579G18Rik,2,0,1,0,0,0,0
4930579G24Rik,90,89,67,84,51,26,41
4930579K19Rik,2,2,2,9,5,1,2
4930579O11Rik,0,0,0,0,0,1,0
4930581F22Rik,579,589,532,598,639,615,668
4930583I09Rik,0,0,1,0,0,0,0
4930583K01Rik,1,0,0,0,1,0,2
4930590J08Rik,1,1,0,1,1,0,0
4930594C11Rik,3,2,4,2,3,8,7
4930594M22Rik,6,10,3,12,9,14,15
4930595D18Rik,1,0,0,0,0,0,0
4930597A21Rik,0,0,0,0,0,0,0
4930597O21Rik,0,0,0,0,1,0,0
4930598A11Rik,0,0,0,0,0,0,0
4930598F16Rik,2,1,0,0,2,0,1
4930599N23Rik,10,8,8,5,5,9,7
4931403E22Rik,3,2,2,0,1,1,1
4931403G20Rik,0,0,0,1,0,2,1
4931406C07Rik,164,131,112,129,120,88,114
4931406G06Rik,0,0,0,0,0,0,1
4931406P16Rik,1104,1026,1091,1033,981,827,1024
4931408C20Rik,0,1,0,0,0,0,0
4931409K22Rik,0,0,0,0,0,0,0
4931414P19Rik,78,90,64,100,67,66,83
4931415C17Rik,15,8,9,8,7,15,18
4931422A03Rik,0,0,0,0,0,0,0
4931423N10Rik,0,0,1,0,0,0,0
4931428F04Rik,84,80,68,64,75,94,97
4931428L18Rik,0,0,0,0,0,0,0
4931429I11Rik,0,0,0,0,0,0,0
4931431C16Rik,0,0,1,0,0,0,0
4931440F15Rik,1,0,0,1,0,0,2
4931440J10Rik,1,2,0,0,0,2,0
4931440P22Rik,12,13,17,25,13,14,9
4932411N23Rik,0,0,0,0,0,0,0
4932412D23Rik,0,0,0,1,0,0,0
4932416K20Rik,0,0,0,0,0,0,0
4932418E24Rik,0,1,0,0,0,0,0
4932431P20Rik,0,0,1,1,0,0,0
4932438A13Rik,8337,6119,7484,7569,7584,7649,8371
4932438H23Rik,7,4,7,7,32,17,26
4932442E05Rik,0,1,0,0,0,1,0
4932442L08Rik,0,1,0,0,0,0,0
4932443L11Rik,3,0,2,1,1,2,0
4932702P03Rik,1,0,0,0,1,0,1
4933401B06Rik,0,0,0,0,0,0,0
4933402P03Rik,0,0,0,0,0,0,0
4933404O12Rik,158,175,142,125,103,82,123
4933405D12Rik,0,0,0,0,0,0,0
4933405L10Rik,0,0,0,0,0,0,0
4933405O20Rik,0,0,0,0,0,0,0
4933406C10Rik,20,10,10,11,6,18,8
4933406I18Rik,3,0,7,8,1,3,0
4933406P04Rik,8,11,11,10,37,28,25
4933407K13Rik,167,165,147,168,224,167,223
4933407L21Rik,5,3,1,1,3,3,3
4933408B17Rik,6,6,6,10,9,13,19
4933408J17Rik,0,0,0,2,0,1,0
4933408N05Rik,7,2,2,2,1,1,4
4933409D19Rik,1,0,0,0,0,0,0
4933411G11Rik,0,0,0,0,0,0,0
4933411K16Rik,0,0,0,0,0,0,0
4933412A08Rik,0,0,0,0,0,0,0
4933412E24Rik,0,0,1,0,0,1,0
4933413C19Rik,0,0,2,0,1,1,2
4933413G19Rik,0,0,0,0,0,0,0
4933413J09Rik,0,0,0,0,0,0,1
4933415A04Rik,0,1,0,0,0,0,0
4933416M07Rik,0,0,1,1,1,0,0
4933417A18Rik,0,0,0,0,0,0,0
4933417C20Rik,4,5,1,4,7,8,6
4933417D19Rik,2,1,1,2,3,1,5
4933421A08Rik,1,4,2,1,1,2,0
4933421I07Rik,0,0,0,0,0,0,0
4933421O10Rik,108,61,71,67,87,64,86
4933423P22Rik,1,0,0,0,0,2,0
4933424G06Rik,0,0,0,0,0,0,0
4933424M12Rik,5,7,6,5,8,6,6
4933425L06Rik,0,0,0,0,0,2,1
4933426K07Rik,0,0,0,0,0,0,0
4933427D06Rik,0,0,0,0,0,0,0
4933427D14Rik,1089,898,979,1022,981,808,1054
4933427E11Rik,1,2,2,1,3,0,0
4933427G17Rik,3,0,1,2,3,1,1
4933427G23Rik,0,1,1,0,0,1,0
4933427I04Rik,0,0,0,0,0,0,0
4933429H19Rik,1,3,0,2,1,0,3
4933430I17Rik,9,5,8,6,15,12,12
4933431E20Rik,14,4,11,11,6,11,6
4933431K14Rik,40,49,57,31,25,22,24
4933431K23Rik,0,0,0,0,0,0,0
4933433C11Rik,0,0,0,0,0,2,0
4933433G15Rik,6,4,4,6,8,9,5
4933434E20Rik,1951,2069,1900,1964,1811,1698,2066
4933438A12Rik,0,0,0,0,0,0,0
4933439C10Rik,311,298,305,332,367,331,413
4933439K11Rik,18,14,18,16,32,27,48
4933440M02Rik,0,0,0,0,0,0,0
4933440N22Rik,6,5,9,6,10,11,8
5031414D18Rik,81,51,71,49,134,52,104
5031415H12Rik,0,0,0,0,0,0,0
5031425E22Rik,348,329,294,321,463,373,430
5031425F14Rik,1,4,5,4,0,1,2
5031434C07Rik,0,0,0,0,0,0,0
5031434O11Rik,145,142,132,155,224,184,217
5031439G07Rik,671,666,646,590,560,497,588
5033403F01Rik,5,6,4,6,8,2,11
5033417F24Rik,13,20,12,10,11,9,22
5033423K11Rik,0,0,0,0,0,0,0
5033428I22Rik,1,0,0,1,0,0,0
5033430I15Rik,39,33,31,37,29,16,33
5330406M23Rik,2,0,1,1,5,2,3
5330416C01Rik,0,0,0,0,30,13,23
5330417C22Rik,253,206,288,187,252,137,243
5330426P16Rik,602,561,654,604,560,416,563
5330434G04Rik,1,2,0,0,0,0,1
5330438D12Rik,55,54,55,58,25,17,40
5330439K02Rik,2,3,0,4,2,1,6
5430400D12Rik,1,1,0,2,4,3,4
5430402O13Rik,15,10,9,10,10,8,11
5430403G16Rik,244,254,216,240,217,170,250
5430405H02Rik,181,147,174,172,163,136,224
5430416N02Rik,215,163,223,210,281,249,265
5430420F09Rik,0,0,0,0,1,0,0
5430421N21Rik,85,140,96,99,89,58,80
5430427O19Rik,27,24,20,25,18,21,13
5530400K19Rik,14,1,10,3,8,5,21
5530401A14Rik,0,0,0,0,0,0,0
5530601H04Rik,431,461,391,460,469,400,538
5730403I07Rik,0,0,0,0,0,0,0
5730405O15Rik,37,23,27,30,32,16,23
5730409E04Rik,188,157,212,150,166,145,195
5730416F02Rik,0,2,0,0,0,0,0
5730420D15Rik,0,0,0,0,0,0,0
5730422E09Rik,3,8,4,4,0,2,2
5730435O14Rik,0,1,0,0,0,0,0
5730455P16Rik,488,388,324,340,310,282,349
5730460C07Rik,0,0,0,0,0,0,0
5730507C01Rik,4,1,0,1,3,16,8
5730508B09Rik,104,96,73,84,61,44,82
5730522E02Rik,0,0,0,0,0,0,0
5730559C18Rik,1,1,3,1,3,1,3
5830405F06Rik,443,606,693,696,410,559,549
5830411N06Rik,5,12,2,4,2,4,0
5830415B17Rik,4,3,3,2,5,8,5
5830415F09Rik,204,261,219,217,182,171,224
5830416P10Rik,952,988,837,1001,1615,1561,1591
5830417I10Rik,637,530,516,566,580,598,657
5830418P13Rik,1,0,0,0,0,0,1
5830428H23Rik,1158,978,1150,1216,1238,962,1219
5830432E09Rik,167,192,174,189,206,149,173
5830444B04Rik,136,176,84,140,185,154,226
5830444F18Rik,0,0,0,0,0,0,0
5830454E08Rik,22,26,29,27,22,6,19
5830462I19Rik,0,0,0,1,0,0,1
5830468F06Rik,47,99,68,98,39,47,39
5830473C10Rik,0,1,0,0,1,0,0
5930403N24Rik,0,0,0,0,0,0,1
5930412G12Rik,8,11,6,1,10,4,11
5930422O12Rik,1,0,0,2,1,2,3
6030408B16Rik,3,0,0,2,1,0,3
6030419C18Rik,0,0,0,0,0,0,0
6030442K20Rik,12,8,6,1,5,5,10
6030443J06Rik,35,13,37,20,47,19,38
6030445D17Rik,4,3,2,3,2,1,0
6030458C11Rik,1041,1049,994,1053,880,816,961
6030460B20Rik,1,0,1,1,1,1,1
6030468B19Rik,9,2,5,4,9,8,6
6230400D17Rik,33,41,35,34,30,26,31
6230415J03Rik,175,110,176,136,51,49,71
6330403A02Rik,1,1,2,0,0,0,0
6330403K07Rik,562,593,583,514,403,331,457
6330403L08Rik,0,1,0,0,0,0,0
6330403N20Rik,1,3,2,2,0,2,0
6330408A02Rik,287,272,254,305,245,233,290
6330409D20Rik,0,0,0,2,0,1,0
6330416G13Rik,871,826,778,834,640,599,697
6330418K02Rik,86,121,76,96,51,59,86
6330549D23Rik,18,39,18,15,9,11,16
6330562C20Rik,9,6,3,7,8,11,10
6430511E19Rik,60,30,66,43,26,24,45
6430531B16Rik,4,2,2,3,1,2,0
6430548M08Rik,30,32,67,41,32,34,31
6430550D23Rik,24,21,14,20,27,25,47
6430562O15Rik,38,49,34,37,28,20,28
6430571L13Rik,41,33,19,11,12,25,14
6430573P05Rik,3,2,6,1,11,1,5
6430590A07Rik,15,3,9,5,10,11,9
6430628N08Rik,0,0,0,0,0,1,0
6430710C18Rik,0,0,0,0,0,1,0
6530401F13Rik,1,0,0,0,0,0,0
6530402F18Rik,549,564,629,666,656,707,740
6530409C15Rik,0,0,0,0,0,0,0
6720427I07Rik,49,66,50,64,42,41,61
6720464F23Rik,4,4,8,4,3,3,3
6720483E21Rik,1,2,2,0,2,1,3
6720489N17Rik,75,58,58,64,48,40,65
6820402A03Rik,6,3,5,3,5,7,11
6820408C15Rik,2,0,1,0,1,1,0
6820431F20Rik,142,128,137,139,168,185,170
7420461P10Rik,0,0,0,0,0,0,0
7530428D23Rik,0,0,0,0,0,0,0
8030423F21Rik,1,1,2,2,1,0,3
8030442B05Rik,1,0,1,0,1,1,1
8030451A03Rik,281,232,388,223,381,209,400
8030453O22Rik,0,0,0,0,0,0,0
8030462N17Rik,641,505,587,584,655,601,670
8030474K03Rik,2,0,7,0,0,0,0
8430408G22Rik,0,0,0,0,0,0,0
8430419L09Rik,586,565,473,577,474,470,550
8430429K09Rik,81,63,58,60,34,40,56
8430432A02Rik,3,4,2,3,1,0,2
8430436N08Rik,0,0,0,0,0,0,0
9030407P20Rik,45,28,31,28,23,16,17
9030617O03Rik,165,202,179,178,172,229,247
9030619P08Rik,0,0,0,0,0,0,0
9030624G23Rik,1,2,1,0,1,1,5
9030624J02Rik,1764,1765,1780,1840,1456,1249,1614
9130008F23Rik,5,3,0,2,3,6,2
9130011E15Rik,321,293,312,265,231,186,227
9130019O22Rik,128,111,107,101,73,67,85
9130019P16Rik,0,0,0,0,1,0,0
9130023H24Rik,241,204,229,203,132,123,209
9130204K15Rik,0,0,0,0,0,0,0
9130208D14Rik,2,2,7,0,8,0,4
9130213A22Rik,5,8,5,7,7,3,7
9130221H12Rik,356,416,364,361,291,259,300
9130230L23Rik,0,0,0,2,1,0,0
9130230N09Rik,25,33,21,21,20,15,28
9130401M01Rik,166,185,187,158,116,109,121
9130409I23Rik,1,0,0,0,0,0,0
9130410C08Rik,0,0,0,0,0,0,0
9230020A06Rik,0,0,0,0,0,0,0
9230102O04Rik,4,1,1,0,0,1,0
9230104M06Rik,2,4,1,0,2,3,1
9230105E05Rik,0,1,0,0,1,2,1
9230106D20Rik,0,0,0,0,0,0,0
9230109A22Rik,0,0,0,0,0,0,0
9230110C19Rik,14,11,12,12,7,8,10
9230111E07Rik,114,93,96,90,110,73,101
9230112E08Rik,183,171,173,177,189,209,240
9230114K14Rik,6,3,7,7,4,6,11
9230116N13Rik,40,36,34,28,33,25,32
9230117E06Rik,0,0,0,0,0,0,0
9330020H09Rik,24,23,18,24,21,18,17
9330104G04Rik,5,3,1,3,0,0,0
9330111N05Rik,2,2,6,1,3,1,4
9330132A10Rik,11,10,12,2,16,10,20
9330133O14Rik,165,131,112,106,102,79,118
9330136K24Rik,1,3,0,5,1,3,4
9330151L19Rik,217,286,254,290,242,238,321
9330154J02Rik,0,0,1,0,0,0,0
9330154K18Rik,0,1,0,0,1,0,0
9330159F19Rik,0,0,0,0,0,0,0
9330159M07Rik,7,5,7,1,5,5,5
9330160F10Rik,13,13,15,18,8,4,12
9330161L09Rik,23,13,10,18,22,18,15
9330162012Rik,6,1,4,2,5,2,2
9330175E14Rik,440,502,470,460,296,230,324
9330179D12Rik,59,35,52,31,23,19,23
9330182L06Rik,0,0,0,0,0,1,0
9330198N18Rik,13,11,9,11,10,6,5
9430002A10Rik,10,5,1,5,6,1,5
9430015G10Rik,719,725,722,857,1025,901,1157
9430016H08Rik,280,261,265,226,266,246,308
9430020K01Rik,0,0,0,0,1,2,0
9430025C20Rik,0,1,0,1,0,0,0
9430034N14Rik,4,5,4,5,22,15,12
9430037G07Rik,3,1,1,4,2,0,1
9430037O13Rik,1,1,2,0,1,2,1
9430038I01Rik,51,53,36,54,54,49,26
9430041J12Rik,0,0,0,0,0,0,2
9430060I03Rik,0,2,1,0,2,3,5
9430062P05Rik,0,0,0,0,0,0,0
9430065F17Rik,7,6,11,10,8,5,7
9430069I07Rik,0,0,0,0,0,1,1
9430087J23Rik,3,2,4,1,4,1,1
9430091E24Rik,82,101,80,98,76,59,89
9430097D07Rik,1,3,0,2,0,0,0
9430098F02Rik,0,0,0,0,0,0,0
9530022L04Rik,1,0,0,0,1,2,1
9530026P05Rik,0,0,0,0,0,0,0
9530027J09Rik,0,2,3,4,3,1,2
9530036M11Rik,17,14,8,11,9,13,12
9530046B11Rik,1,0,0,1,0,0,1
9530051G07Rik,1,0,3,5,0,0,5
9530052C20Rik,4,3,3,3,1,3,1
9530052E02Rik,2,0,0,0,0,2,1
9530053A07Rik,0,0,1,0,0,0,0
9530056K15Rik,0,1,1,2,1,4,3
9530068E07Rik,2397,2372,2307,2097,1695,1430,1881
9530077C05Rik,8,10,5,6,3,0,4
9530080O11Rik,1,1,1,0,2,1,1
9530082P21Rik,60,42,45,46,57,38,68
9630010A21Rik,2,0,1,1,2,0,1
9630013D21Rik,125,105,104,120,62,38,57
9630013K17Rik,0,0,0,0,1,0,0
9630028B13Rik,0,0,0,0,0,0,0
9830107B12Rik,0,0,0,0,0,0,0
9830144P21Rik,0,0,0,0,0,0,0
9830147E19Rik,280,230,283,251,1,3,3
9930004E17Rik,3,1,3,3,1,2,3
9930012K11Rik,113,193,130,146,118,108,142
9930014A18Rik,41,53,32,29,28,26,42
9930021J03Rik,1048,972,1195,1135,1306,1195,1269
9930022D16Rik,12,8,18,11,44,21,28
9930104L06Rik,525,521,496,556,598,478,577
9930111J21Rik1,671,442,693,606,614,591,668
9930111J21Rik2,1406,1292,1628,1691,1282,1158,1388
A030012G06Rik,0,0,0,0,0,0,0
A130006I12Rik,7,3,5,3,4,2,1
A130010J15Rik,141,149,159,142,69,59,86
A130014A01Rik,52,60,52,55,37,34,59
A130023I24Rik,0,0,0,0,0,0,0
A130048G24Rik,0,1,2,3,1,2,0
A130050O07Rik,0,0,0,0,0,0,0
A130051J06Rik,14,22,19,22,14,16,18
A130057D12Rik,1,0,0,0,0,0,1
A130071D04Rik,14,32,21,27,67,72,40
A1cf,1,1,0,4,0,0,0
A230005M16Rik,14,8,14,6,6,5,5
A230006K03Rik,0,0,0,0,0,0,0
A230020J21Rik,0,0,0,0,0,0,0
A230028O05Rik,4,4,1,2,1,4,2
A230046K03Rik,1167,1140,1211,1247,1268,1258,1297
A230050P20Rik,1686,1691,1661,1571,2082,1897,2116
A230056P14Rik,3,12,14,12,14,13,12
A230059L01Rik,9,5,5,1,13,4,7
A230060F14Rik,5,1,2,4,3,0,1
A230065H16Rik,0,0,0,1,0,1,0
A230072C01Rik,37,37,36,35,22,16,27
A230072E10Rik,75,53,56,55,58,56,70
A230083G16Rik,0,2,3,0,5,3,4
A230083N12Rik,0,1,2,1,4,1,0
A230087F16Rik,0,0,1,0,1,0,0
A230103J11Rik,7,0,3,0,0,3,2
A230107N01Rik,3,4,3,3,2,2,0
A330009N23Rik,6,18,2,10,4,3,4
A330015K06Rik,0,0,0,1,0,1,0
A330017A19Rik,12,3,10,7,22,17,17
A330023F24Rik,40,19,29,22,26,18,61
A330032B11Rik,0,0,0,0,0,0,0
A330035P11Rik,37,29,24,29,22,17,32
A330040F15Rik,0,0,0,1,0,0,0
A330069E16Rik,13,11,3,9,8,5,2
A330074K22Rik,10,8,2,4,7,1,2
A330093E20Rik,19,16,12,11,15,10,14
A3galt2,5,3,6,2,14,10,9
A430005L14Rik,375,449,390,387,271,240,285
A430010J10Rik,5,0,0,1,0,0,1
A430018G15Rik,6,4,6,3,6,3,6
A430027C01Rik,7,4,7,5,20,11,12
A430033K04Rik,329,281,305,295,241,237,297
A430034D21Rik,0,0,0,0,0,0,0
A430035B10Rik,37,38,41,47,29,27,27
A430046D13Rik,186,214,147,189,154,149,145
A430057M04Rik,3,3,3,12,10,1,4
A430072P03Rik,15,19,17,19,18,16,20
A430078G23Rik,567,606,587,610,467,514,550
A430078I02Rik,1,1,3,1,6,5,7
A430093F15Rik,1191,1187,1126,1115,1060,935,1264
A430105I19Rik,19,9,4,8,13,12,17
A430105J06Rik,11,12,10,2,16,1,13
A430106G13Rik,0,1,0,3,5,3,5
A430108G06Rik,0,0,0,0,0,0,0
A430110C17Rik,0,3,0,0,1,1,0
A430110L20Rik,27,28,46,22,30,24,36
A4galt,0,0,1,0,0,0,1
A530013C23Rik,0,0,1,0,3,2,0
A530017D24Rik,245,230,199,237,271,285,320
A530021J07Rik,0,7,5,5,4,5,0
A530032D15Rik,5,1,2,8,0,4,2
A530040E14Rik,24,38,60,60,21,16,20
A530064D06Rik,2,0,1,0,0,0,0
A530064N14Rik,0,0,0,0,0,1,0
A530072M11Rik,39,36,55,35,42,33,48
A530083I20Rik,0,0,0,0,1,0,0
A530084C06Rik,1,2,0,0,1,0,0
A530099J19Rik,0,0,0,0,0,0,0
A630001G21Rik,1688,1426,1510,1510,2030,2079,2368
A630014C17Rik,123,172,141,170,81,85,128
A630023P12Rik,2298,2700,2530,3106,3890,3355,4093
A630031M04Rik,0,0,0,0,0,0,0
A630033H20Rik,124,144,132,124,109,125,135
A630035G10Rik,24,17,18,19,33,23,35
A630052C17Rik,75,106,94,102,44,49,75
A630072L19Rik,0,1,0,2,1,0,0
A630072M18Rik,135,107,124,151,116,87,116
A630076J17Rik,0,0,0,0,0,0,0
A630081D01Rik,0,1,0,1,1,3,1
A630091E08Rik,3,8,3,2,5,1,2
A630095E13Rik,0,0,0,0,0,0,0
A630095N17Rik,1,0,0,1,0,0,0
A730011C13Rik,203,223,185,224,254,233,254
A730015C16Rik,0,0,0,1,0,1,0
A730017C20Rik,0,0,0,0,0,0,0
A730017L22Rik,302,274,296,270,315,299,350
A730020E08Rik,2,0,0,1,1,0,1
A730020M07Rik,0,0,0,0,0,0,0
A730032A03Rik,0,0,0,0,0,0,0
A730035I17Rik,0,0,0,0,0,1,0
A730036I17Rik,0,0,0,0,0,0,0
A730046J19Rik,0,0,0,0,0,0,0
A730056A06Rik,0,0,0,0,0,1,0
A730061H03Rik,3,3,2,0,6,2,4
A730071L15Rik,0,3,1,2,2,1,0
A730081D07Rik,7,9,9,11,8,2,5
A730085K08Rik,14,19,10,14,6,18,5
A730089K16Rik,1,0,0,0,0,0,0
A730090H04Rik,1,1,0,0,0,2,0
A730090N16Rik,1,0,2,0,2,0,0
A730098A19Rik,1,0,0,0,0,0,0
A830005F24Rik,13,25,18,14,19,10,18
A830009L08Rik,1,0,1,0,4,1,2
A830010M20Rik,206,156,190,129,202,169,203
A830012C17Rik,2,0,1,1,0,0,0
A830035A12Rik,0,0,0,0,0,0,0
A830039N20Rik,0,3,0,0,0,1,0
A830073O21Rik,2,1,0,0,1,1,0
A830080D01Rik,560,615,552,576,647,690,756
A830082K12Rik,0,0,0,0,0,0,0
A930001A20Rik,3,4,3,3,2,4,3
A930001C03Rik,8,2,3,6,9,1,3
A930002I21Rik,38,71,34,57,15,19,25
A930003A15Rik,1,2,1,1,3,0,2
