gene_name,TC1-Tfh,TC2-Tfh,TC4-Tfh,TC1-Tn,TC2-Tn,TC4-Tn
Rplp0,14316,12264,14229,41959,33106,38602
Rplp0-ps1,1,0,2,3,1,1
Rplp1,15795,13674,15393,43151,35231,40531
Rplp1-ps1,0,0,1,0,0,1
Rplp2,8647,7787,8807,21786,18012,21132
Rpn1,1731,1572,1792,1605,1407,1755
Rpn2,3106,2740,3378,3326,2691,3279
Rpp14,190,157,210,235,214,245
Rpp21,332,316,349,569,476,491
Rpp25,0,1,0,0,0,3
Rpp25l,212,181,237,197,206,169
Rpp30,161,144,196,202,151,165
Rpp38,59,46,78,116,82,127
Rpp40,63,77,62,151,141,181
Rpph1,7,8,11,14,28,18
Rprd1a,247,203,286,181,148,225
Rprd1b,1086,968,1147,1128,961,1183
Rprd2,3137,3213,3635,3711,3916,4235
Rprm,0,0,0,0,0,0
Rps10,2724,2312,2994,6747,5687,5869
Rps10-ps1,65,64,75,210,156,183
Rps10-ps2,17,15,25,42,40,29
Rps10-ps3,0,0,0,0,0,0
Rps11,7749,6976,7736,13888,10454,11702
Rps11-ps1,16,9,12,12,12,7
Rps11-ps2,1,0,1,6,3,2
Rps11-ps3,1,2,0,0,2,2
Rps11-ps4,0,1,0,2,2,3
Rps11-ps5,2,8,2,2,3,7
Rps12,7271,6272,7201,16266,13431,15804
Rps12-ps1,0,2,0,0,0,2
Rps12-ps10,11,9,23,32,13,29
Rps12-ps16,0,0,0,0,0,0
Rps12-ps19,1,1,2,2,1,2
Rps12-ps26,7,1,15,6,10,7
Rps12-ps3,0,0,0,0,0,0
Rps12-ps5,0,0,1,1,0,0
Rps12-ps7,0,0,0,0,0,0
Rps12-ps9,1,1,0,2,1,2
Rps12l1,0,0,0,0,0,0
Rps12l2,1,0,1,0,0,1
Rps13,6097,5477,5986,13869,11599,12728
Rps13-ps1,5,3,4,13,4,2
Rps13-ps2,176,143,183,372,309,329
Rps13-ps4,13,11,15,26,11,16
Rps13-ps5,0,0,0,0,0,0
Rps13-ps6,0,0,0,0,0,0
Rps13-ps7,0,0,0,0,0,0
Rps14,8867,7339,8582,20069,16221,18373
Rps15,10241,8581,9895,26102,20999,22795
Rps15-ps2,11,10,5,24,16,24
Rps15a,9618,8328,9037,21821,16872,20192
Rps15a-ps1,0,1,0,0,0,0
Rps15a-ps2,0,0,0,0,1,0
Rps15a-ps3,1,0,0,1,3,2
Rps15a-ps4,4,0,2,8,3,6
Rps15a-ps5,4,2,5,8,6,10
Rps15a-ps6,115,120,127,246,171,204
Rps15a-ps7,11,6,7,11,11,18
Rps15a-ps8,2,1,0,3,4,4
Rps16,5074,4268,4717,15279,12029,13904
Rps16-ps2,229,213,249,652,535,599
Rps16-ps3,0,0,0,0,0,0
Rps17,2878,2495,2909,7815,6509,7543
Rps18,5535,4722,5639,13667,10749,12189
Rps18-ps1,1,0,0,2,3,1
Rps18-ps3,1,2,2,2,3,2
Rps19,3737,3208,3617,13288,10420,11347
Rps19-ps10,0,0,0,0,0,0
Rps19-ps11,0,0,0,0,0,0
Rps19-ps12,0,0,1,0,1,0
Rps19-ps13,0,0,0,0,1,0
Rps19-ps3,16,12,13,23,17,24
Rps19-ps4,1,1,1,1,1,0
Rps19-ps5,0,0,0,0,0,1
Rps19-ps6,1,0,0,2,1,3
Rps19-ps7,1,2,0,0,0,1
Rps19-ps8,0,0,0,2,0,0
Rps19-ps9,0,0,0,1,1,0
Rps19bp1,165,141,179,208,161,173
Rps2,6225,5599,6303,13349,10958,11861
Rps2-ps10,0,0,1,0,1,0
Rps2-ps11,0,0,1,0,2,1
Rps2-ps13,0,0,1,1,0,1
Rps2-ps2,0,0,0,0,0,0
Rps2-ps4,0,0,0,0,0,1
Rps2-ps5,1,2,1,4,1,3
Rps2-ps6,0,0,2,0,1,3
Rps2-ps9,0,0,1,0,1,0
Rps20,5043,4275,5125,15964,12598,14468
Rps21,4890,3914,5051,11812,9839,10584
Rps23,4557,3984,4564,11817,9587,11150
Rps23-ps1,3,6,11,15,11,16
Rps23-ps2,0,0,1,0,0,2
Rps24,8680,7960,9231,27777,22199,25713
Rps24-ps2,0,0,1,1,1,2
Rps24-ps3,114,107,105,351,341,326
Rps25,2902,2447,2826,7071,5643,6461
Rps25-ps1,4,2,5,10,9,12
Rps26,3519,3353,3685,8611,7023,7795
Rps26-ps1,2,1,2,4,4,4
Rps27,13880,11766,13543,32792,25996,28528
Rps27-ps1,0,0,0,1,0,2
Rps27a,5416,4707,5550,12547,10024,11062
Rps27a-ps1,24,21,29,12,11,22
Rps27a-ps2,0,1,2,3,2,0
Rps27l,231,156,200,202,126,172
Rps27rt,121,125,161,320,248,279
Rps28,1899,1552,1822,4825,3995,4259
Rps29,6842,5931,7350,17091,13949,15705
Rps3,14233,12310,14032,36507,28740,33932
Rps3a1,8208,7280,8469,19379,15316,17018
Rps3a2,3,1,0,4,4,3
Rps3a3,9,3,7,20,15,19
Rps4l,16,27,43,7,19,14
Rps4x,10167,8824,10201,27836,22193,25106
Rps4x-ps,2,1,1,5,1,3
Rps5,9971,8300,10175,25961,20842,22955
Rps6,5979,5394,6194,15254,11818,13390
Rps6-ps1,2,3,2,3,2,3
Rps6-ps2,21,21,25,55,52,53
Rps6-ps3,12,13,10,28,21,15
Rps6-ps4,7,11,17,29,19,25
Rps6ka1,3216,3033,3270,4219,3660,4111
Rps6ka2,40,30,42,154,140,155
Rps6ka3,2834,2861,3024,4958,4526,5246
Rps6ka4,1028,893,981,1055,859,902
Rps6ka5,157,152,164,196,202,231
Rps6ka6,0,1,0,2,0,0
Rps6kb1,1478,1399,1677,1737,1682,1866
Rps6kb2,852,745,821,822,776,849
Rps6kc1,653,501,655,154,142,158
Rps6kl1,7,12,11,11,17,19
Rps7,4589,4299,4625,13964,10663,12354
Rps8,7062,6161,7467,18145,15021,16767
Rps8-ps1,1,0,0,1,3,2
Rps8-ps3,0,0,0,1,1,0
Rps8-ps4,0,0,1,2,0,3
Rps9,11562,10321,12261,27021,21363,25007
Rpsa,16622,14697,17149,33933,27696,30753
Rpsa-ps1,2,2,5,5,4,2
Rpsa-ps10,9,14,17,29,14,19
Rpsa-ps11,42,23,30,68,63,62
Rpsa-ps12,1,1,1,6,2,1
Rpsa-ps2,2,2,2,8,2,3
Rpsa-ps3,0,0,0,0,0,0
Rpsa-ps4,3,6,6,14,7,5
Rpsa-ps5,0,0,0,0,0,143
Rpsa-ps9,5,2,0,4,8,3
Rptor,1056,1103,1211,1166,1044,1197
Rptoros,0,0,0,1,1,0
Rpusd1,279,254,277,175,143,149
Rpusd2,109,80,86,164,93,142
Rpusd3,106,74,90,110,93,116
Rpusd4,558,425,566,669,557,681
Rqcd1,926,765,921,963,777,945
Rrad,229,218,215,533,451,415
Rraga,736,620,680,714,664,707
Rragb,205,176,212,158,124,105
Rragc,1082,956,1091,1069,978,965
Rragd,207,205,178,90,57,63
Rras,173,170,199,141,133,124
Rras2,83,89,90,820,607,736
Rrbp1,2231,1939,2326,1571,1460,1496
Rreb1,404,610,461,1702,1525,1723
Rrh,3,0,2,0,1,0
Rrm1,829,770,922,641,622,575
Rrm2,101,131,135,65,58,50
Rrm2b,661,613,723,819,600,826
Rrn3,811,671,761,1250,1105,1240
Rrnad1,1071,960,1172,1138,1058,1147
Rrp1,3028,2581,2887,3380,3042,3385
Rrp12,437,404,438,919,840,829
Rrp15,307,250,287,382,330,338
Rrp1b,988,973,1104,1151,1033,1128
Rrp36,406,391,424,515,455,506
Rrp7a,993,901,1011,1120,952,1029
Rrp8,525,468,517,643,557,596
Rrp9,542,451,511,981,905,1000
Rrs1,273,295,355,558,513,584
Rs1,0,0,0,0,0,0
Rsad1,119,116,139,175,143,144
Rsad2,191,81,179,87,51,96
Rsbn1,2484,2125,2442,2083,1794,1960
Rsbn1l,2407,2360,2426,2760,2460,2724
Rsf1,2208,2036,2230,2293,2094,2315
Rsf1os2,1,1,5,3,4,4
Rsg1,49,27,45,46,52,45
Rsl1,257,176,243,190,198,224
Rsl1d1,1403,1259,1518,2102,1858,2036
Rsl24d1,419,390,425,499,449,476
Rslcan18,6,4,15,5,2,7
Rsph1,17,6,12,4,3,1
Rsph10b,28,28,30,46,49,60
Rsph14,0,0,0,0,0,0
Rsph3a,59,62,56,26,18,22
Rsph3b,81,57,79,34,22,37
Rsph4a,0,0,2,0,0,0
Rsph6a,0,0,0,2,0,0
Rsph9,5,4,3,2,1,2
Rspo1,0,0,0,0,0,0
Rspo2,0,0,0,0,0,0
Rspo4os,1,1,0,0,0,0
Rspry1,1016,929,1095,1008,950,996
Rsrc1,559,483,567,476,403,399
Rsrc2,3352,3228,3755,3357,3216,3623
Rsrp1,8451,7217,9914,12404,9811,11038
Rsu1,576,576,706,786,677,790
Rtca,454,393,396,449,346,408
Rtcb,1834,1560,2021,2953,2220,2741
Rtel1,1656,1458,1879,2080,1823,2176
Rtf1,1767,1911,2130,2522,2479,2792
Rtfdc1,1765,1481,1836,1437,1310,1518
Rtkn,17,24,19,2,1,2
Rtkn2,5,3,11,1,0,4
Rtl1,36,17,38,0,0,0
Rtn1,0,1,0,0,0,0
Rtn2,7,7,4,3,0,2
Rtn3,3243,2965,3688,2115,1886,2082
Rtn4,1613,1510,1674,1355,1244,1218
Rtn4ip1,242,207,269,253,208,311
Rtn4r,0,0,0,0,0,0
Rtn4rl1,67,85,90,619,608,698
Rtn4rl2,0,0,0,0,0,0
Rtp1,0,0,1,0,0,0
Rtp3,0,0,0,0,0,0
Rtp4,278,270,320,486,340,535
Rttn,454,434,492,547,470,584
Rubie,0,0,0,0,0,0
Rufy1,685,540,648,597,550,605
Rufy2,1347,1199,1471,1428,1259,1464
Rufy3,313,312,393,181,173,154
Rufy4,0,3,1,12,13,18
Rundc1,984,810,987,881,684,789
Rundc3a,583,261,387,76,64,87
Rundc3b,375,423,354,649,564,510
Runx1,2976,2697,2964,2514,2308,2625
Runx1t1,0,0,0,0,0,0
Runx2,679,669,703,25,12,18
Runx2os1,11,9,5,0,0,0
Runx2os2,1,0,0,0,0,0
Runx3,864,1002,827,1952,1894,1838
Rusc1,329,295,329,343,291,363
Rusc2,0,0,1,0,0,0
Ruvbl1,356,273,354,344,289,353
Ruvbl2,804,668,775,1030,881,1023
Rwdd1,338,319,337,402,326,365
Rwdd2a,20,19,16,29,21,24
Rwdd2b,151,156,191,195,164,225
Rwdd3,35,36,48,66,60,80
Rwdd4a,534,457,522,686,590,635
Rxfp1,2,3,1,1,0,0
Rxfp2,0,0,0,0,0,0
Rxfp3,1,1,2,0,0,0
Rxra,458,504,473,388,332,333
Rxrb,1523,1398,1471,2236,1872,2276
Rxrg,0,0,0,0,0,0
Rybp,189,169,181,267,237,229
Ryk,569,519,683,4,4,4
Ryr1,103,146,117,0,0,0
Ryr2,16,35,15,0,0,1
Ryr3,426,401,375,48,39,21
S100a1,14,16,17,3,4,2
S100a10,3625,3278,4176,1769,1516,1801
S100a11,2165,1757,2378,342,243,264
S100a13,419,336,434,427,362,417
S100a14,5,2,2,7,4,3
S100a16,0,0,0,1,0,0
S100a2,4,1,3,0,0,0
S100a3,8,12,10,1,1,0
S100a4,157,155,172,1,1,0
S100a5,0,6,8,0,0,0
S100a6,1213,1102,1334,7,6,8
S100a7a,3,4,6,0,0,0
S100a8,0,0,0,0,0,0
S100a9,0,0,0,0,1,1
S100b,0,1,0,0,0,0
S100pbp,1818,1709,1911,1614,1404,1625
S100z,0,0,0,0,0,0
S1pr1,4665,4442,5009,19096,16083,18973
S1pr2,1801,972,1503,127,110,125
S1pr3,65,30,59,0,0,1
S1pr4,1539,1236,1512,3770,3149,3681
S1pr5,0,0,0,1,0,0
SCARNA4,0,0,0,0,0,0
SNORA50,0,0,1,0,0,0
Saa3,0,0,0,0,0,0
Saal1,353,325,393,353,331,371
Sac3d1,87,91,78,172,122,161
Sacm1l,1949,1675,2033,1273,1044,1242
Sacs,2175,1989,2236,2740,2505,2796
Sae1,1293,1036,1228,1331,1160,1310
Safb,4478,4123,4570,5004,4919,5142
Safb2,4915,4614,5141,4850,4969,5278
Sag,72,54,65,116,119,148
Sall2,612,525,701,324,263,352
Sall3,1,6,11,0,0,0
Sall4,0,0,0,0,0,0
Samd1,799,902,876,1057,962,1040
Samd10,658,480,689,368,308,343
Samd11,278,214,279,4,2,4
Samd12,19,1,31,0,0,0
Samd13,0,0,0,3,4,1
Samd14,168,128,175,3,0,2
Samd15,3,4,5,6,1,7
Samd3,32,66,23,7,3,10
Samd4,1,0,1,0,0,0
Samd5,37,8,23,0,0,0
Samd8,473,402,507,758,696,667
Samd9l,5034,4667,5901,6985,5686,7627
Samhd1,13285,10367,14336,10010,8288,10266
Samm50,1140,1055,1159,1360,1225,1444
Samsn1,1931,1750,2040,367,309,393
Sap130,1914,1753,2004,1994,1820,2166
Sap18,513,506,534,627,572,652
Sap25,19,5,10,11,11,21
Sap30,67,49,68,36,41,24
Sap30bp,783,690,827,882,725,817
Sap30l,418,392,424,413,417,427
Sapcd1,10,19,7,11,6,6
Sapcd2,3,8,10,0,0,1
Sar1a,1435,1296,1600,1596,1366,1546
Sar1b,614,561,635,433,399,414
Saraf,3609,3161,3357,8268,6925,7450
Sardh,5,11,6,19,13,27
Sardhos,0,0,1,0,0,0
Sarm1,111,102,128,64,39,46
Sarnp,490,467,486,522,478,505
Sars,2242,1969,2194,2949,2533,2808
Sars2,341,272,323,442,404,420
Sart1,2745,2469,2678,3377,2968,3373
Sart3,1872,1623,1911,1897,1750,1913
Sash1,78,64,88,1,2,0
Sash3,8078,7306,7873,9041,7455,8806
Sass6,186,188,237,221,206,245
Sat1,2279,2035,2060,2062,1842,1844
Sat2,0,0,0,0,0,0
Satb1,406,482,328,17444,15292,18135
Satb2,3,1,2,0,0,3
Sav1,932,868,924,889,751,822
Saxo2,2,1,3,0,0,0
Saysd1,234,179,233,291,254,321
Sbds,1083,888,1183,1074,827,1128
Sbf1,10742,9601,10788,11878,11021,11977
Sbf2,135,164,212,206,185,173
Sbk1,862,738,886,1626,1319,1583
Sbk2,0,0,1,2,0,3
Sbk3,3,4,5,1,1,0
Sbno1,4578,4313,5072,4841,4473,5002
Sbno2,3445,2559,3318,3061,2436,2880
Sbsn,2,3,1,4,2,2
Sbspon,0,0,0,2,0,0
Sc5d,485,538,540,714,634,768
Scaf1,3283,2954,3315,3383,2974,3576
Scaf11,4181,3703,4348,4386,3776,4347
Scaf4,2004,1854,2059,2353,2123,2529
Scaf8,3653,3137,3674,3325,3079,3450
Scai,1556,1685,1650,1508,1478,1651
Scamp1,158,115,155,19,21,21
Scamp2,1579,1385,1621,1290,1118,1248
Scamp3,2908,2839,2619,2740,2565,2567
Scamp4,1,0,5,3,5,3
Scamp5,1,0,0,0,0,0
Scand1,404,441,483,501,559,567
Scap,2097,1891,2111,2630,2404,2529
Scaper,655,569,630,611,654,567
Scara3,0,1,0,0,0,0
Scarb1,176,157,197,261,246,212
Scarb2,1381,1241,1425,1713,1523,1715
Scarf1,9,5,3,6,2,6
Scarf2,0,0,0,0,0,0
Scarna13,2,0,2,0,1,3
Scarna17,3,0,3,3,2,8
Scarna2,35,30,29,38,27,47
Scarna3a,2,1,0,1,1,0
Scarna3b,0,1,1,0,2,1
Scarna6,2,9,2,6,0,2
Scarna8,4,0,0,3,1,2
Scarna9,0,1,1,1,1,0
Sccpdh,1638,1140,2017,11,1,6
Scd1,3,3,2,0,0,0
Scd2,4011,3298,4168,1272,1249,1414
Scd3,0,0,0,0,0,0
Scd4,24,16,10,6,5,6
Scel,1,1,5,0,0,0
Scfd1,931,753,929,1173,1009,1198
Scfd2,285,242,279,299,232,217
Scg2,15,9,8,0,1,0
Scg3,0,0,0,0,0,0
Scg5,608,710,697,1342,1172,1480
Scgb3a1,2,2,3,4,2,2
Scgn,0,0,0,0,0,0
Scimp,5,3,3,0,0,1
Scin,445,233,355,2,1,2
Sclt1,376,362,437,207,183,262
Scly,1067,958,1055,522,418,474
Scmh1,207,225,291,461,370,405
Scml2,9,9,9,8,13,8
Scml4,1423,1402,1567,6250,5345,6776
Scn10a,0,1,0,0,0,0
Scn11a,256,80,209,1,0,2
Scn1a,1,1,2,1,0,0
Scn1b,59,45,76,6,2,3
Scn2a1,11,15,20,0,0,0
Scn2b,2,2,3,2,3,4
Scn3a,0,0,0,0,0,0
Scn3b,0,0,0,0,0,0
Scn4a,2,0,2,4,5,1
Scn4b,1,0,1,1,0,1
Scn5a,53,77,49,0,1,2
Scn7a,0,1,0,0,0,0
Scn8a,102,63,99,9,4,9
Scn9a,0,0,0,0,0,0
Scnm1,712,664,775,777,674,769
Scnn1a,11,11,6,3,12,6
Scnn1b,34,9,14,0,0,0
Scnn1g,1,1,1,0,0,0
Sco1,245,214,260,242,198,260
Sco2,39,23,37,64,49,40
Scoc,103,84,134,132,107,148
Scp2,636,549,612,1319,1046,1334
Scp2-ps2,3,3,6,4,3,10
Scpep1,110,144,147,78,78,80
Scpep1os,0,0,0,0,0,0
Scrib,3530,2953,3369,3405,3020,3251
Scrn1,1,0,0,0,0,0
Scrn2,118,132,123,138,129,133
Scrn3,351,237,387,221,153,229
Scrt1,0,1,0,1,5,1
Scrt2,0,0,1,0,0,0
Sctr,0,0,0,1,1,1
Scube1,4,0,1,12,5,5
Scube3,0,0,0,0,0,0
Scx,4,3,5,1,4,3
Scyl1,1346,1178,1425,1394,1176,1317
Scyl2,1319,1175,1362,1384,1201,1458
Scyl3,1400,1226,1443,1362,1196,1443
Sdad1,1220,1101,1237,1961,1637,1765
Sdc1,15,10,15,0,1,3
Sdc2,3,2,2,0,0,0
Sdc3,60,55,49,307,258,266
Sdc4,237,281,225,26,16,26
Sdcbp,2235,1823,2205,2679,2409,2553
Sdcbp2,866,648,839,155,110,147
Sdccag3,2071,1956,2168,2641,2434,2676
Sdccag8,298,300,386,310,263,286
Sde2,789,717,832,974,843,892
Sdf2,823,724,903,734,726,827
Sdf2l1,242,156,232,164,129,141
Sdf4,7045,5311,6765,4736,4018,4530
Sdha,4717,4033,4953,4883,4074,4783
Sdhaf1,683,470,770,413,246,411
Sdhaf2,1074,885,1086,855,763,854
Sdhaf3,48,54,58,76,66,82
Sdhaf4,89,72,86,135,99,105
Sdhb,945,867,987,1170,1020,1173
Sdhc,808,688,827,903,760,833
Sdhd,862,748,948,969,774,902
Sdk1,118,36,125,1,0,1
Sdk2,1,0,0,0,0,0
Sdpr,0,0,0,0,0,0
Sdr16c5,0,0,0,0,0,0
Sdr39u1,398,329,452,483,396,468
Sdr42e1,83,80,75,67,47,68
Sds,0,0,0,0,0,0
Sdsl,0,0,0,0,0,1
Sec1,0,0,0,0,2,2
Sec11a,1306,1201,1350,2257,2028,2291
Sec11c,2260,2038,2284,1529,1287,1319
Sec13,1116,918,1220,1283,1085,1341
Sec14l1,3270,2431,3225,964,844,949
Sec14l2,76,54,89,25,34,29
Sec14l4,0,0,1,0,0,0
Sec16a,4473,4164,4947,5064,4674,5286
Sec16b,66,74,85,38,67,52
Sec22a,211,175,258,175,135,165
Sec22b,1015,851,1041,887,746,876
Sec22c,838,596,807,812,743,866
Sec23a,589,524,632,511,422,518
Sec23b,1257,1310,1382,1345,1300,1302
Sec23ip,1651,1553,1756,1683,1396,1559
Sec24a,841,790,801,1089,989,1055
Sec24b,3154,2856,3064,3373,3117,3265
Sec24c,6706,5844,6811,7584,6718,7763
Sec24d,509,522,605,333,292,287
Sec31a,3217,2849,3561,3433,2930,3304
Sec31b,117,130,135,196,166,214
Sec61a1,3763,3253,3787,3407,2964,3180
Sec61a2,321,274,368,289,256,305
Sec61b,484,379,507,604,532,627
Sec61g,19,16,19,13,12,21
Sec62,2637,2320,2617,2352,1990,2295
Sec63,1362,1356,1454,2487,2256,2508
Secisbp2,1037,1031,1193,1371,1233,1542
Secisbp2l,2992,2882,3062,2802,2441,2744
Sectm1a,4,1,2,0,0,0
Seh1l,979,839,1057,1171,1014,1259
Sel1l,1952,1895,2131,1800,1730,1912
Sel1l3,2,0,1,0,0,0
Sele,0,0,0,0,0,0
Selenbp1,11,15,14,29,20,20
Selenbp2,0,0,0,0,0,0
Selk,842,715,776,716,611,614
Sell,1066,1222,1089,23509,18663,25567
Selm,33,25,36,2,1,2
Selo,890,856,918,1051,886,944
Selp,2,4,0,5,7,8
Selplg,2081,1920,1770,9499,7999,8847
Selt,2337,2184,2311,3477,2844,3348
Sema3a,0,0,0,0,0,0
Sema3b,0,1,1,1,1,0
Sema3c,0,0,0,0,0,0
Sema3d,20,12,12,15,9,19
Sema3e,0,1,0,0,0,0
Sema3f,1,1,0,7,4,7
Sema3g,0,0,0,0,0,0
Sema4a,228,308,215,4429,4294,4579
Sema4b,1280,1358,1156,1863,1701,1606
Sema4c,237,218,322,1,0,2
Sema4d,6472,5283,5658,7060,5841,6654
Sema4f,749,871,808,1205,1151,1136
Sema4g,2,2,9,6,9,13
Sema5a,2,0,1,0,0,0
Sema5b,0,0,0,0,0,0
Sema6a,2,0,4,0,0,0
Sema6b,11,11,9,0,0,0
Sema6c,23,24,22,13,12,8
Sema6d,51,125,55,1,0,0
Sema7a,160,103,146,38,40,39
Senp1,2278,2220,2440,1927,1778,2149
Senp2,1474,1366,1536,2386,2021,2384
Senp3,1723,1528,1854,2052,1853,1977
Senp5,615,591,655,674,556,665
Senp6,3622,3257,3623,3504,2991,3462
Senp7,1789,1709,1901,2011,1838,2244
Senp8,99,87,112,79,65,89
Sep15,1787,1619,1941,1984,1730,1910
Sephs1,488,460,517,749,708,736
Sephs2,316,260,347,414,335,372
Sepn1,91,94,96,107,108,103
Sepp1,3239,2546,3256,7549,5955,7315
Sepsecs,486,418,496,495,474,519
Sept1,9509,8368,9369,12742,11135,12417
Sept10,13,8,18,5,0,7
Sept11,1200,1089,1324,1273,1215,1351
Sept12,0,0,0,0,0,0
Sept2,1851,1673,1996,1651,1337,1631
Sept3,5,5,10,0,0,0
Sept4,17,18,27,23,15,23
Sept5,32,43,39,0,1,0
Sept6,4957,4531,5612,6993,5817,7262
Sept7,5887,5255,6288,4285,3783,4372
Sept8,239,278,318,62,72,77
Sept9,12627,11759,12583,8385,7420,7806
Sepw1,2210,1762,2096,2643,2102,2456
Serac1,88,82,89,151,139,172
Serbp1,5454,5207,5718,6889,6039,6863
Serf1,21,19,24,16,10,10
Serf2,1769,1499,1867,2233,1959,2343
Sergef,131,94,137,135,139,176
Serhl,496,468,547,223,183,264
Serinc1,2731,2458,2680,2544,2170,2487
Serinc2,1,0,0,1,0,0
Serinc3,12941,9812,12262,5284,4220,5073
Serinc4,6,0,8,6,12,11
Serinc5,1924,1549,1840,599,565,686
Serp1,2820,2256,2689,2344,1951,2036
Serp2,76,51,78,8,3,7
Serpina11,0,0,0,0,0,0
Serpina12,0,1,4,1,0,0
Serpina1b,0,0,0,0,0,0
Serpina3b,1,0,0,0,0,0
Serpina3e-ps,0,1,0,0,0,0
Serpina3f,127,114,191,7,2,0
Serpina3g,2041,1624,2277,52,21,33
Serpina3h,0,0,0,0,0,0
Serpina3i,0,0,0,0,0,0
Serpina3j,0,0,0,0,0,0
Serpina3n,0,0,0,0,0,0
Serpina4-ps1,2,2,0,0,0,0
Serpina5,0,1,0,0,0,0
Serpina9,207,362,317,2,1,1
Serpinb10,0,0,0,0,0,0
Serpinb1a,4,1,0,2,0,0
Serpinb1b,2,0,2,0,0,0
Serpinb2,0,0,0,0,0,0
Serpinb5,1,0,0,0,0,0
Serpinb6a,676,651,909,223,180,277
Serpinb6b,386,413,426,217,170,153
Serpinb6c,1,1,2,1,1,1
Serpinb7,0,0,0,0,0,0
Serpinb8,0,0,0,0,0,0
Serpinb9,667,578,651,419,363,479
Serpinb9b,0,1,1,2,1,2
Serpinc1,148,176,212,18,13,10
Serpind1,10,6,6,0,0,0
Serpine1,9,8,14,0,0,0
Serpine2,2,9,1,8,16,9
Serpine3,0,0,0,0,0,0
Serpinf1,125,76,164,0,0,1
Serpinf2,3,5,2,11,15,20
Serping1,0,0,0,0,0,0
Serpinh1,2,0,0,1,1,3
Serpini1,120,150,117,302,266,269
Sertad1,385,294,346,419,355,415
Sertad2,1197,1156,1236,1162,997,1183
Sertad3,305,228,295,360,289,311
Sertad4,0,0,1,1,0,1
Sesn1,1041,1043,990,2775,2576,2763
Sesn2,147,186,134,132,117,118
Sesn3,2288,2033,2348,2034,1914,2203
Sestd1,89,122,139,399,466,468
Set,2929,2712,3082,3431,2872,3184
Setbp1,513,352,608,3,7,7
Setd1a,1076,956,1019,1194,1166,1245
Setd1b,3705,3487,3460,5499,5224,5387
Setd2,4196,3760,4141,4881,4184,4769
Setd3,2036,1821,2101,1866,1743,1786
Setd4,370,381,405,458,360,364
Setd5,6432,5536,7049,5231,4702,5332
Setd6,324,324,403,668,563,650
Setd7,3097,2999,3193,4469,3931,4547
Setd8,1168,1127,1109,1069,1009,1028
Setdb1,1648,1478,1924,1782,1790,1971
Setdb2,373,388,382,763,728,818
Setmar,54,39,88,60,57,88
Setx,5085,4659,5250,11457,9922,12168
Sez6,7,0,1,0,0,0
Sez6l,0,0,0,0,0,0
Sez6l2,90,98,91,142,179,192
Sf1,9659,8666,9539,11350,10393,11226
Sf3a1,2827,2600,2949,2806,2420,2741
Sf3a2,1580,1502,1757,1844,1678,1933
Sf3a3,1238,977,1178,1446,1232,1401
Sf3b1,19018,18049,19809,24050,22708,24599
Sf3b2,6942,6365,7303,7061,6113,7226
Sf3b3,4706,4289,4791,5268,4731,5231
Sf3b4,519,450,553,544,471,490
Sf3b5,643,495,664,595,429,581
Sf3b6,936,780,919,952,829,853
Sfi1,1995,1948,2937,1703,1523,2069
Sfmbt1,873,813,929,485,469,505
Sfmbt2,63,108,86,466,501,588
Sfn,258,267,278,660,613,633
Sfpq,8740,8560,9155,9807,9794,10339
Sfr1,1266,1134,1230,1131,964,1086
Sfrp1,0,0,0,0,0,0
Sfrp2,0,0,0,0,0,0
Sfrp4,0,0,0,0,0,0
Sfswap,2693,2439,2799,3197,2822,3155
Sft2d1,768,731,848,625,686,717
Sft2d2,3211,2761,3448,3244,2746,3153
Sft2d3,85,80,101,122,104,114
Sftpb,0,0,0,0,0,0
Sfxn1,951,752,993,871,748,907
Sfxn2,253,186,244,363,370,434
Sfxn3,1898,1589,2024,1593,1345,1574
Sfxn4,139,102,137,63,60,67
Sfxn5,66,71,99,70,64,70
Sgca,0,0,0,0,0,0
Sgcb,299,307,369,293,289,319
Sgce,2,0,0,0,0,0
Sgcg,0,0,0,0,0,0
Sgip1,11,8,7,10,19,7
Sgk1,485,518,262,2195,2080,2091
Sgk2,0,0,0,0,1,0
Sgk3,53,86,69,792,809,907
Sgms1,846,815,924,1353,1256,1371
Sgms2,0,8,4,9,6,5
Sgol1,9,12,14,14,5,11
Sgol2a,28,28,33,10,13,14
Sgol2b,0,0,0,0,0,0
Sgpl1,3047,2428,3057,1806,1453,1603
Sgpp1,1181,1054,1126,2070,1743,1838
Sgpp2,0,0,0,0,0,0
Sgsh,1879,1486,2136,1351,1062,1384
Sgsm1,0,0,0,0,0,0
Sgsm2,531,457,543,364,334,379
Sgsm3,14,12,23,16,23,26
Sgta,1136,1039,1243,1068,937,1060
Sgtb,1,1,1,6,1,9
Sh2b1,4926,4593,5023,3311,2845,3082
Sh2b2,20,15,16,3,1,1
Sh2b3,2448,2654,2658,1797,1631,1649
Sh2d1a,2046,1933,2338,638,493,624
Sh2d1b1,0,0,0,0,0,0
Sh2d1b2,0,0,0,0,0,0
Sh2d2a,6354,5463,5956,5113,4468,4563
Sh2d3c,2744,2938,3088,3239,3020,3356
Sh2d4a,0,0,0,0,0,0
Sh2d4b,33,28,32,57,50,46
Sh2d5,14,13,8,15,9,28
Sh2d6,0,0,1,0,0,0
Sh3bgr,0,0,1,0,1,0
